legacy_word,legacy_row_count,legacy_rows,classification
operate,1,2303,extension_candidate_pending_review
optional,1,2310,extension_candidate_pending_review
oral,1,2312,extension_candidate_pending_review
organise,1,2319,extension_candidate_pending_review
organiser,1,2320,extension_candidate_pending_review
Ottawa,1,2325,extension_candidate_pending_review
ouch,1,2326,extension_candidate_pending_review
ought,1,2327,extension_candidate_pending_review
outdoors,1,2333,extension_candidate_pending_review
outer,1,2334,extension_candidate_pending_review
outing,1,2336,extension_candidate_pending_review
outspoken,1,2340,extension_candidate_pending_review
outward,1,2342,extension_candidate_pending_review
oval,1,2343,extension_candidate_pending_review
overcoat,1,2345,extension_candidate_pending_review
overhead,1,2347,extension_candidate_pending_review
overlook,1,2348,extension_candidate_pending_review
overweight,1,2349,extension_candidate_pending_review
owner,1,2352,extension_candidate_pending_review
ownership,1,2353,extension_candidate_pending_review
ox,1,2354,extension_candidate_pending_review
P.C.,1,2410,extension_candidate_pending_review
packet,1,2361,extension_candidate_pending_review
paddle,1,2362,extension_candidate_pending_review
painful,1,2365,extension_candidate_pending_review
painter,1,2367,extension_candidate_pending_review
painting,1,2368,extension_candidate_pending_review
paperwork,1,2377,extension_candidate_pending_review
parallel,1,2379,extension_candidate_pending_review
Paris,1,2383,extension_candidate_pending_review
parrot,1,2387,extension_candidate_pending_review
part-time,1,2393,extension_candidate_pending_review
partly,1,2391,extension_candidate_pending_review
passer-by,1,2398,extension_candidate_pending_review
pause,1,2407,extension_candidate_pending_review
pea,1,2411,extension_candidate_pending_review
peaceful,1,2413,extension_candidate_pending_review
peach,1,2414,extension_candidate_pending_review
peasant,1,2416,extension_candidate_pending_review
pedestrian,1,2417,extension_candidate_pending_review
pen-friend,1,2421,extension_candidate_pending_review
pencil sharpener,1,2986,extension_candidate_pending_review
pencil-box,1,2420,extension_candidate_pending_review
penny,1,2422,extension_candidate_pending_review
pension,1,2423,extension_candidate_pending_review
perform,1,2430,extension_candidate_pending_review
performer,1,2432,extension_candidate_pending_review
perfume,1,2433,extension_candidate_pending_review
permission,1,2437,extension_candidate_pending_review
personally,1,2442,extension_candidate_pending_review
personnel,1,2441,extension_candidate_pending_review
pest,1,2444,extension_candidate_pending_review
phone-booth,1,2449,extension_candidate_pending_review
physical,1,2454,extension_candidate_pending_review
physicist,1,2456,extension_candidate_pending_review
pianist,1,2458,extension_candidate_pending_review
pile,1,2466,extension_candidate_pending_review
pillow,1,2468,extension_candidate_pending_review
pin,1,2470,extension_candidate_pending_review
pine,1,2471,extension_candidate_pending_review
pineapple,1,2472,extension_candidate_pending_review
ping-pong,1,2473,extension_candidate_pending_review
pint,1,2475,extension_candidate_pending_review
playmate,1,2492,extension_candidate_pending_review
playroom,1,2489,extension_candidate_pending_review
pleased,1,2495,extension_candidate_pending_review
poisonous,1,2507,extension_candidate_pending_review
popcorn,1,2525,extension_candidate_pending_review
porridge,1,2529,extension_candidate_pending_review
portable,1,2531,extension_candidate_pending_review
porter,1,2532,extension_candidate_pending_review
possess,1,2534,extension_candidate_pending_review
possibility,1,2536,extension_candidate_pending_review
possibly,1,2538,extension_candidate_pending_review
postage,1,2540,extension_candidate_pending_review
postbox,1,2541,extension_candidate_pending_review
postcode,1,2543,extension_candidate_pending_review
powder,1,2552,extension_candidate_pending_review
powerful,1,2554,extension_candidate_pending_review
prairie,1,2557,extension_candidate_pending_review
prayer,1,2560,extension_candidate_pending_review
precise,1,2562,extension_candidate_pending_review
pregnant,1,2566,extension_candidate_pending_review
preparation,1,2569,extension_candidate_pending_review
prescription,1,2571,extension_candidate_pending_review
preview,1,2581,extension_candidate_pending_review
primary school,1,2585,extension_candidate_pending_review
printer,1,2589,extension_candidate_pending_review
printing,1,2590,extension_candidate_pending_review
prisoner,1,2592,extension_candidate_pending_review
privilege,1,2594,extension_candidate_pending_review
probable,1,2596,extension_candidate_pending_review
production,1,2603,extension_candidate_pending_review
properly,1,2616,extension_candidate_pending_review
protection,1,2618,extension_candidate_pending_review
publicly,1,2626,extension_candidate_pending_review
pulse,1,2629,extension_candidate_pending_review
pump,1,2630,extension_candidate_pending_review
punctual,1,2631,extension_candidate_pending_review
punctuate,1,2632,extension_candidate_pending_review
punctuation,1,2633,extension_candidate_pending_review
punishment,1,2635,extension_candidate_pending_review
puzzle,1,2644,extension_candidate_pending_review
puzzled,1,2645,extension_candidate_pending_review
pyramid,1,2646,extension_candidate_pending_review
quake,1,2647,extension_candidate_pending_review
quarrel,1,2651,extension_candidate_pending_review
questionnaire,1,2655,extension_candidate_pending_review
queue,1,2656,extension_candidate_pending_review
quilt,1,2659,extension_candidate_pending_review
quiz,1,2662,extension_candidate_pending_review
radioactive,1,2668,extension_candidate_pending_review
rag,1,2670,extension_candidate_pending_review
rail,1,2671,extension_candidate_pending_review
raincoat,1,2675,extension_candidate_pending_review
rainfall,1,2676,extension_candidate_pending_review
rat,1,2684,extension_candidate_pending_review
raw material,1,2688,extension_candidate_pending_review
razor,1,2690,extension_candidate_pending_review
reading,1,2694,extension_candidate_pending_review
reasonable,1,2701,extension_candidate_pending_review
rebuild,1,2702,extension_candidate_pending_review
receiver,1,2705,extension_candidate_pending_review
recent,1,2706,extension_candidate_pending_review
reception,1,2707,extension_candidate_pending_review
record holder,1,2714,extension_candidate_pending_review
recorder,1,2716,extension_candidate_pending_review
rectangle,1,2720,extension_candidate_pending_review
redirect,1,2722,extension_candidate_pending_review
referee,1,2725,extension_candidate_pending_review
refreshments,1,2730,extension_candidate_pending_review
refusal,1,2732,extension_candidate_pending_review
regards,1,2735,extension_candidate_pending_review
regulation,1,2740,extension_candidate_pending_review
relation,1,2743,extension_candidate_pending_review
religion,1,2751,extension_candidate_pending_review
religious,1,2752,extension_candidate_pending_review
remark,1,2755,extension_candidate_pending_review
repairs,1,2762,extension_candidate_pending_review
reporter,1,2767,extension_candidate_pending_review
requirement,1,2774,extension_candidate_pending_review
resemble,1,2777,extension_candidate_pending_review
reservation,1,2778,extension_candidate_pending_review
resist,1,2781,extension_candidate_pending_review
restriction,1,2788,extension_candidate_pending_review
retell,1,2790,extension_candidate_pending_review
reuse,1,2793,extension_candidate_pending_review
reviewer,1,2795,extension_candidate_pending_review
revision,1,2796,extension_candidate_pending_review
revolution,1,2797,extension_candidate_pending_review
rewind,1,2799,extension_candidate_pending_review
rewrite,1,2800,extension_candidate_pending_review
rid,1,2804,extension_candidate_pending_review
ridiculous,1,2806,extension_candidate_pending_review
right-handed,1,2809,extension_candidate_pending_review
right-wing,1,2810,extension_candidate_pending_review
ring-road,1,2812,extension_candidate_pending_review
ripen,1,2815,extension_candidate_pending_review
rob,1,2821,extension_candidate_pending_review
roller,1,2827,extension_candidate_pending_review
roller skating,1,2828,extension_candidate_pending_review
rooster,1,2831,extension_candidate_pending_review
rot,1,2835,extension_candidate_pending_review
rough,1,2836,extension_candidate_pending_review
roundabout,1,2838,extension_candidate_pending_review
runner,1,2850,extension_candidate_pending_review
running,1,2851,extension_candidate_pending_review
sacred,1,2855,extension_candidate_pending_review
sacrifice,1,2856,extension_candidate_pending_review
sadness,1,2858,extension_candidate_pending_review
sailing,1,2862,extension_candidate_pending_review
sailor,1,2863,extension_candidate_pending_review
salesgirl,1,2867,extension_candidate_pending_review
salute,1,2872,extension_candidate_pending_review
sauce,1,2880,extension_candidate_pending_review
savage,1,2883,extension_candidate_pending_review
scan,1,2887,extension_candidate_pending_review
scar,1,2888,extension_candidate_pending_review
scenery,1,2892,extension_candidate_pending_review
sceptical,1,2893,extension_candidate_pending_review
scholar,1,2896,extension_candidate_pending_review
school-leaver,1,2899,extension_candidate_pending_review
schoolmate,1,2900,extension_candidate_pending_review
scold,1,2905,extension_candidate_pending_review
scores,1,2907,extension_candidate_pending_review
Scotland,1,2908,extension_candidate_pending_review
Scottish,1,2909,extension_candidate_pending_review
scratch,1,2910,extension_candidate_pending_review
seagull,1,2915,extension_candidate_pending_review
seal,1,2916,extension_candidate_pending_review
seaman,1,2917,extension_candidate_pending_review
seashell,1,2919,extension_candidate_pending_review
seaside,1,2920,extension_candidate_pending_review
seaweed,1,2923,extension_candidate_pending_review
secondhand,1,2925,extension_candidate_pending_review
see-saw,1,2936,extension_candidate_pending_review
self,1,2940,extension_candidate_pending_review
self-service,1,2942,extension_candidate_pending_review
selfish,1,2941,extension_candidate_pending_review
semicircle,1,2944,extension_candidate_pending_review
separately,1,2951,extension_candidate_pending_review
separation,1,2952,extension_candidate_pending_review
service-charge,1,2958,extension_candidate_pending_review
settlement,1,2962,extension_candidate_pending_review
settler,1,2963,extension_candidate_pending_review
shabby,1,2972,extension_candidate_pending_review
Shanghai,1,2979,extension_candidate_pending_review
sharpen,1,2984,extension_candidate_pending_review
sharpener,1,2985,extension_candidate_pending_review
shaver,1,2988,extension_candidate_pending_review
shooting,1,3001,extension_candidate_pending_review
shop assistant,1,3003,extension_candidate_pending_review
shopkeeper,1,3004,extension_candidate_pending_review
shopping,1,3005,extension_candidate_pending_review
short wave,1,3011,extension_candidate_pending_review
shortcoming,1,3008,extension_candidate_pending_review
shortly,1,3009,extension_candidate_pending_review
shot,1,3012,extension_candidate_pending_review
shrink,1,3019,extension_candidate_pending_review
shuttle,1,3021,extension_candidate_pending_review
sickness,1,3024,extension_candidate_pending_review
side road,1,3027,extension_candidate_pending_review
sidewalk,1,3026,extension_candidate_pending_review
sideways,1,3028,extension_candidate_pending_review
sigh,1,3029,extension_candidate_pending_review
sightseeing,1,3031,extension_candidate_pending_review
signature,1,3034,extension_candidate_pending_review
significance,1,3035,extension_candidate_pending_review
simple-minded,1,3043,extension_candidate_pending_review
simplify,1,3044,extension_candidate_pending_review
simply,1,3045,extension_candidate_pending_review
singer,1,3049,extension_candidate_pending_review
sister-in-law,1,3055,extension_candidate_pending_review
sixteenth,1,3062,extension_candidate_pending_review
skilled,1,3068,extension_candidate_pending_review
skillful,1,3069,extension_candidate_pending_review
skillfully,1,3070,extension_candidate_pending_review
skipping,1,3073,extension_candidate_pending_review
skyscraper,1,3076,extension_candidate_pending_review
slave,1,3077,extension_candidate_pending_review
slavery,1,3078,extension_candidate_pending_review
sleeve,1,3082,extension_candidate_pending_review
slight,1,3085,extension_candidate_pending_review
smelly,1,3092,extension_candidate_pending_review
smoke-free,1,3096,extension_candidate_pending_review
smoker,1,3097,extension_candidate_pending_review
smoking,1,3098,extension_candidate_pending_review
snack bar,1,3101,extension_candidate_pending_review
snatch,1,3103,extension_candidate_pending_review
sneaker,1,3104,extension_candidate_pending_review
sniff,1,3106,extension_candidate_pending_review
snowball,1,3108,extension_candidate_pending_review
snowman,1,3109,extension_candidate_pending_review
so-so,1,3142,extension_candidate_pending_review
soap,1,3112,extension_candidate_pending_review
sob,1,3113,extension_candidate_pending_review
socialism,1,3116,extension_candidate_pending_review
socket,1,3120,extension_candidate_pending_review
soft drink,1,3124,extension_candidate_pending_review
softball,1,3125,extension_candidate_pending_review
southeast,1,3148,extension_candidate_pending_review
southwest,1,3150,extension_candidate_pending_review
souvenirs,1,3151,extension_candidate_pending_review
spaceship,1,3154,extension_candidate_pending_review
spade,1,3155,extension_candidate_pending_review
spaghetti,1,3156,extension_candidate_pending_review
Spain,1,3157,extension_candidate_pending_review
Spanish,1,3158,extension_candidate_pending_review
sparrow,1,3160,extension_candidate_pending_review
spear,1,3163,extension_candidate_pending_review
spelling,1,3170,extension_candidate_pending_review
spin,1,3172,extension_candidate_pending_review
spiritual,1,3174,extension_candidate_pending_review
spit,1,3175,extension_candidate_pending_review
split,1,3177,extension_candidate_pending_review
spoken,1,3178,extension_candidate_pending_review
spokesman,1,3179,extension_candidate_pending_review
spoonful,1,3182,extension_candidate_pending_review
spray,1,3185,extension_candidate_pending_review
squeeze,1,3190,extension_candidate_pending_review
squid,1,3191,extension_candidate_pending_review
squirrel,1,3192,extension_candidate_pending_review
stable,1,3193,extension_candidate_pending_review
stain,1,3197,extension_candidate_pending_review
stainless,1,3198,extension_candidate_pending_review
stainless steel,1,3199,extension_candidate_pending_review
starvation,1,3208,extension_candidate_pending_review
statement,1,3212,extension_candidate_pending_review
statesman,1,3213,extension_candidate_pending_review
statistics,1,3214,extension_candidate_pending_review
status,1,3216,extension_candidate_pending_review
steady,1,3218,extension_candidate_pending_review
steep,1,3223,extension_candidate_pending_review
step-mother,1,3225,extension_candidate_pending_review
steward,1,3226,extension_candidate_pending_review
stewardess,1,3227,extension_candidate_pending_review
stocking,1,3230,extension_candidate_pending_review
stopwatch,1,3235,extension_candidate_pending_review
storage,1,3236,extension_candidate_pending_review
stout,1,3240,extension_candidate_pending_review
stove,1,3241,extension_candidate_pending_review
straw,1,3247,extension_candidate_pending_review
stubborn,1,3260,extension_candidate_pending_review
substitute,1,3270,extension_candidate_pending_review
subtraction,1,3271,extension_candidate_pending_review
suck,1,3276,extension_candidate_pending_review
suffering,1,3279,extension_candidate_pending_review
suitcase,1,3286,extension_candidate_pending_review
suite,1,3284,extension_candidate_pending_review
sunburnt,1,3290,extension_candidate_pending_review
sunglasses,1,3292,extension_candidate_pending_review
sunlight,1,3293,extension_candidate_pending_review
sunrise,1,3295,extension_candidate_pending_review
sunset,1,3296,extension_candidate_pending_review
sunshine,1,3297,extension_candidate_pending_review
superman,1,3301,extension_candidate_pending_review
supper,1,3303,extension_candidate_pending_review
supreme,1,3307,extension_candidate_pending_review
surplus,1,3311,extension_candidate_pending_review
survival,1,3315,extension_candidate_pending_review
suspension,1,3318,extension_candidate_pending_review
swallow,1,3319,extension_candidate_pending_review
swap,1,3320,extension_candidate_pending_review
swear,1,3321,extension_candidate_pending_review
swell,1,3326,extension_candidate_pending_review
swift,1,3327,extension_candidate_pending_review
swimming pool,1,3331,extension_candidate_pending_review
Swiss,1,3333,extension_candidate_pending_review
Switzerland,1,3334,extension_candidate_pending_review
sword,1,3336,extension_candidate_pending_review
symptom,1,3340,extension_candidate_pending_review
systematic,1,3342,extension_candidate_pending_review
table manners,1,2013,extension_candidate_pending_review
table tennis,1,3344,extension_candidate_pending_review
tanker,1,3354,extension_candidate_pending_review
tap,1,3355,extension_candidate_pending_review
tape recorder,1,3357,extension_candidate_pending_review
tasteless,1,3361,extension_candidate_pending_review
tasty,1,3362,extension_candidate_pending_review
tax-free,1,3364,extension_candidate_pending_review
taxpayer,1,3366,extension_candidate_pending_review
teamwork,1,3371,extension_candidate_pending_review
tease,1,3374,extension_candidate_pending_review
technical,1,3375,extension_candidate_pending_review
telegram,1,3379,extension_candidate_pending_review
telegraph,1,3380,extension_candidate_pending_review
telephone booth,2,475;3382,extension_candidate_pending_review
temptation,1,3389,extension_candidate_pending_review
tense,1,3394,extension_candidate_pending_review
tent,1,3396,extension_candidate_pending_review
tentative,1,3397,extension_candidate_pending_review
terminal,1,3399,extension_candidate_pending_review
terrify,1,3401,extension_candidate_pending_review
terror,1,3402,extension_candidate_pending_review
textbook,1,3405,extension_candidate_pending_review
thankful,1,3408,extension_candidate_pending_review
the Antarctic,1,185,extension_candidate_pending_review
the Arctic,1,229,extension_candidate_pending_review
the Arctic Ocean,1,230,extension_candidate_pending_review
the Atlantic Ocean,1,278,extension_candidate_pending_review
the British,1,523,extension_candidate_pending_review
the butterfly,1,563,extension_candidate_pending_review
the North Pole,1,2509,extension_candidate_pending_review
the Pacific Ocean,1,2358,extension_candidate_pending_review
the South Pole,1,2510,extension_candidate_pending_review
theirs,1,3414,extension_candidate_pending_review
theoretical,1,3419,extension_candidate_pending_review
thermos,1,3423,extension_candidate_pending_review
thief,1,3427,extension_candidate_pending_review
thirst,1,3433,extension_candidate_pending_review
thread,1,3443,extension_candidate_pending_review
thrill,1,3445,extension_candidate_pending_review
thriller,1,3446,extension_candidate_pending_review
throat,1,3447,extension_candidate_pending_review
thunderstorm,1,3452,extension_candidate_pending_review
Tibet,1,3455,extension_candidate_pending_review
Tibetan,1,3456,extension_candidate_pending_review
tick,1,3457,extension_candidate_pending_review
timetable,1,3465,extension_candidate_pending_review
tin,1,3466,extension_candidate_pending_review
tire,1,3469,extension_candidate_pending_review
tiresome,1,3471,extension_candidate_pending_review
Tokyo,1,3480,extension_candidate_pending_review
tomb,1,3483,extension_candidate_pending_review
tongue,1,3486,extension_candidate_pending_review
toothbrush,1,3492,extension_candidate_pending_review
toothpaste,1,3493,extension_candidate_pending_review
tortoise,1,3496,extension_candidate_pending_review
totally,1,3498,extension_candidate_pending_review
tourism,1,3502,extension_candidate_pending_review
tractor,1,3511,extension_candidate_pending_review
traffic lights,1,3516,extension_candidate_pending_review
trainer,1,3518,extension_candidate_pending_review
tram,1,3520,extension_candidate_pending_review
translation,1,3523,extension_candidate_pending_review
translator,1,3525,extension_candidate_pending_review
transparent,1,3524,extension_candidate_pending_review
traveler,1,3529,extension_candidate_pending_review
tremble,1,3534,extension_candidate_pending_review
triangle,1,3537,extension_candidate_pending_review
trolley-bus,1,3540,extension_candidate_pending_review
troop,2,3541;3542,extension_candidate_pending_review
troublesome,1,3544,extension_candidate_pending_review
truly,1,3548,extension_candidate_pending_review
turning,1,3559,extension_candidate_pending_review
tutor,1,3560,extension_candidate_pending_review
twenty-first,1,3566,extension_candidate_pending_review
twenty-one,1,3567,extension_candidate_pending_review
twist,1,3570,extension_candidate_pending_review
typewriter,1,3573,extension_candidate_pending_review
typist,1,3576,extension_candidate_pending_review
tyre,1,3577,extension_candidate_pending_review
UN,1,3581,extension_candidate_pending_review
unable,1,3582,extension_candidate_pending_review
unbearable,1,3583,extension_candidate_pending_review
unbelievable,1,3584,extension_candidate_pending_review
uncertain,1,3585,extension_candidate_pending_review
uncomfortable,1,3587,extension_candidate_pending_review
unconditional,1,3588,extension_candidate_pending_review
unconscious,1,3589,extension_candidate_pending_review
underline,1,3592,extension_candidate_pending_review
understanding,1,3594,extension_candidate_pending_review
undertake,1,3595,extension_candidate_pending_review
underwear,1,3596,extension_candidate_pending_review
undivided,1,3597,extension_candidate_pending_review
undo,1,3598,extension_candidate_pending_review
unemployment,1,3599,extension_candidate_pending_review
unfair,1,3600,extension_candidate_pending_review
unfit,1,3601,extension_candidate_pending_review
unfold,1,3602,extension_candidate_pending_review
unfortunate,1,3603,extension_candidate_pending_review
unfortunately,1,3604,extension_candidate_pending_review
unhappy,1,3605,extension_candidate_pending_review
unhealthy,1,3606,extension_candidate_pending_review
unimportant,1,3608,extension_candidate_pending_review
union,1,3609,extension_candidate_pending_review
unite,1,3612,extension_candidate_pending_review
universal,1,3613,extension_candidate_pending_review
unknown,1,3616,extension_candidate_pending_review
unlike,1,3618,extension_candidate_pending_review
unmarried,1,3619,extension_candidate_pending_review
unpleasant,1,3620,extension_candidate_pending_review
unrest,1,3621,extension_candidate_pending_review
unsafe,1,3622,extension_candidate_pending_review
unsuccessful,1,3623,extension_candidate_pending_review
untrue,1,3625,extension_candidate_pending_review
unwilling,1,3627,extension_candidate_pending_review
upstairs,1,3632,extension_candidate_pending_review
upward,1,3633,extension_candidate_pending_review
USA,1,3637,extension_candidate_pending_review
useless,1,3641,extension_candidate_pending_review
user,1,3642,extension_candidate_pending_review
vacant,1,3646,extension_candidate_pending_review
vague,1,3647,extension_candidate_pending_review
vain,1,3648,extension_candidate_pending_review
valid,1,3649,extension_candidate_pending_review
vanilla,1,3653,extension_candidate_pending_review
VCD,1,3658,extension_candidate_pending_review
veal,1,3659,extension_candidate_pending_review
vertical,1,3663,extension_candidate_pending_review
vest,1,3665,extension_candidate_pending_review
via,1,3666,extension_candidate_pending_review
vice,1,3667,extension_candidate_pending_review
videophone,1,3671,extension_candidate_pending_review
viewer,1,3673,extension_candidate_pending_review
villager,1,3675,extension_candidate_pending_review
vinegar,1,3676,extension_candidate_pending_review
violate,1,3677,extension_candidate_pending_review
violent,1,3679,extension_candidate_pending_review
violinist,1,3681,extension_candidate_pending_review
visa,1,3684,extension_candidate_pending_review
voluntary,1,3694,extension_candidate_pending_review
voyage,1,3697,extension_candidate_pending_review
wag,1,3698,extension_candidate_pending_review
waiter,1,3702,extension_candidate_pending_review
waiting room,1,3703,extension_candidate_pending_review
waitress,1,3704,extension_candidate_pending_review
walkman,1,3707,extension_candidate_pending_review
walnut,1,3710,extension_candidate_pending_review
warehouse,1,3715,extension_candidate_pending_review
warm-hearted,1,3717,extension_candidate_pending_review
warmth,1,3718,extension_candidate_pending_review
washing machine,1,3722,extension_candidate_pending_review
wax,1,3729,extension_candidate_pending_review
wayside,1,3731,extension_candidate_pending_review
weakness,1,3736,extension_candidate_pending_review
wealthy,1,3738,extension_candidate_pending_review
weatherman,1,3741,extension_candidate_pending_review
web,1,3733,extension_candidate_pending_review
well-known,1,3755,extension_candidate_pending_review
westerner,1,3758,extension_candidate_pending_review
westwards,1,3759,extension_candidate_pending_review
wherever,1,3769,extension_candidate_pending_review
whichever,1,3772,extension_candidate_pending_review
whistle,1,3775,extension_candidate_pending_review
wildlife,1,3786,extension_candidate_pending_review
willing,1,3789,extension_candidate_pending_review
willingly,1,3790,extension_candidate_pending_review
willingness,1,3791,extension_candidate_pending_review
windbreaker,1,3795,extension_candidate_pending_review
wipe,1,3802,extension_candidate_pending_review
wolf,1,3812,extension_candidate_pending_review
wooden,1,3817,extension_candidate_pending_review
woollen,1,3819,extension_candidate_pending_review
workday,1,3822,extension_candidate_pending_review
workforce,1,3824,extension_candidate_pending_review
workmate,1,3825,extension_candidate_pending_review
workplace,1,3826,extension_candidate_pending_review
works,1,3827,extension_candidate_pending_review
world-famous,1,3829,extension_candidate_pending_review
worldwide,1,3830,extension_candidate_pending_review
worm,1,3831,extension_candidate_pending_review
worn,1,3832,extension_candidate_pending_review
worried,1,3833,extension_candidate_pending_review
worthless,1,3838,extension_candidate_pending_review
wounded,1,3843,extension_candidate_pending_review
writing,1,3848,extension_candidate_pending_review
yawn,1,3852,extension_candidate_pending_review
yell,1,3854,extension_candidate_pending_review
yourselves,1,3865,extension_candidate_pending_review
yummy,1,3867,extension_candidate_pending_review
zebra,1,3868,extension_candidate_pending_review
zebra crossing,1,3869,extension_candidate_pending_review
zip,1,3871,extension_candidate_pending_review
zip code,1,3872,extension_candidate_pending_review
zipper,1,3873,extension_candidate_pending_review
zoom,1,3876,extension_candidate_pending_review
