legacy_word,legacy_row_count,legacy_rows,oewn_pos,oewn_sense_count,lexical_evidence_score,ecdict_word,ecdict_match_type,ecdict_tags_audit_only,ecdict_gk_tag,bnc_rank,contemporary_rank,bnc_points,contemporary_points,cross_corpus_bonus,relevance_score,frequency_profile,form_review_flags,recommendation,reason
quarrel,1,2651,n|v,3,3,quarrel,exact,gk cet4 cet6 ky,yes,7746,11177,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
quilt,1,2659,n|v,3,3,quilt,exact,gk cet4 cet6 ky toefl,yes,12326,6124,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
raincoat,1,2675,n,1,3,raincoat,exact,zk gk ielts,yes,12667,15201,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
rainfall,1,2676,n,1,3,rainfall,exact,gk toefl ielts,yes,10343,9169,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
rectangle,1,2720,n,1,3,rectangle,exact,gk cet6 ky toefl ielts gre,yes,10208,10058,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
redirect,1,2722,v,1,2,redirect,exact,gk toefl gre,yes,14745,11425,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
retell,1,2790,v,3,2,retell,exact,zk gk cet4 cet6,yes,34354,19549,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
reuse,1,2793,v,1,2,reuse,exact,gk,yes,22536,12946,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
reviewer,1,2795,n,2,2,reviewer,exact,gk,yes,10297,8282,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
ripen,1,2815,v,2,3,ripen,exact,gk cet4 cet6 toefl gre,yes,14908,14750,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
rooster,1,2831,n,1,3,rooster,exact,gk cet6 toefl,yes,35410,11564,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
roundabout,1,2838,a|n,4,3,roundabout,exact,gk cet6 ky gre,yes,7908,21821,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
sailing,1,2862,n,4,3,sailing,exact,gk ielts,yes,5717,10027,3,2,1,6,strong_with_moderate_cross_corpus_support,possible_participle_or_gerund,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
salute,1,2872,n|v,9,3,salute,exact,gk cet4 cet6 ky ielts gre,yes,11386,8974,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
savage,1,2883,a|n|v,8,3,savage,exact,gk cet6 ky ielts gre,yes,7623,10011,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
sceptical,1,2893,a,2,2,sceptical,exact,gk cet6 ky ielts gre,yes,6418,37694,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
schoolmate,1,2900,n,1,3,schoolmate,exact,gk,yes,33562,19024,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
scold,1,2905,n|v,3,3,scold,exact,gk cet4 cet6 ky ielts,yes,15769,10246,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
seaman,1,2917,n,1,3,seaman,exact,gk cet4 cet6,yes,7264,17406,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
seaside,1,2920,n,1,3,seaside,exact,gk cet6 ky,yes,7563,12240,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
seaweed,1,2923,n,1,3,seaweed,exact,gk toefl,yes,14677,13198,2,2,1,5,moderate_frequency,possible_participle_or_adjective,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
semicircle,1,2944,n,1,3,semicircle,exact,gk,yes,33785,19191,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
shabby,1,2972,a,2,3,shabby,exact,gk cet6 ky toefl ielts gre,yes,10226,10996,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
shopkeeper,1,3004,n,1,3,shopkeeper,exact,gk cet4 cet6 ky,yes,8491,12729,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
sidewalk,1,3026,n,1,3,sidewalk,exact,,no,22023,3770,1,4,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
sixteenth,1,3062,a|n,3,3,sixteenth,exact,gk,yes,5786,10249,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
skyscraper,1,3076,n,1,3,skyscraper,exact,gk cet6 ky toefl gre,yes,20049,10626,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
smelly,1,3092,a,1,3,smelly,exact,gk ielts,yes,11848,14701,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
snowball,1,3108,n|v,6,3,snowball,exact,gk,yes,19913,13612,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
snowman,1,3109,n,1,3,snowman,exact,gk,yes,24155,18086,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
spaceship,1,3154,n,1,3,spaceship,exact,gk cet4 cet6 ky toefl,yes,16374,11577,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
spade,1,3155,n|v,3,3,spade,exact,gk cet4 cet6 ky,yes,8703,13365,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
spaghetti,1,3156,n,2,3,spaghetti,exact,,no,12398,9189,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
sparrow,1,3160,n,2,3,sparrow,exact,gk cet4 cet6 toefl,yes,14590,14123,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
spoken,1,3178,a,1,3,spoken,exact,gk,yes,6629,11639,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
spoonful,1,3182,n,1,3,spoonful,exact,gk,yes,15630,14845,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
squid,1,3191,n,2,3,squid,exact,gk,yes,16736,11582,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
squirrel,1,3192,n,2,3,squirrel,exact,gk cet4 cet6 ky toefl gre,yes,10225,6904,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
stainless,1,3198,a|n,2,3,stainless,exact,gk cet6,yes,11524,8262,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
statesman,1,3213,n,1,3,statesman,exact,cet4 cet6 ky ielts,no,8718,10075,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
stewardess,1,3227,n,1,3,stewardess,exact,gk cet4 cet6,yes,22477,17096,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
stout,1,3240,a|n,5,3,stout,exact,gk cet6 toefl gre,yes,9786,13326,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
sunrise,1,3295,a|n,4,3,sunrise,exact,gk cet4 cet6 ky toefl,yes,11920,7313,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
tasteless,1,3361,a,2,3,tasteless,exact,gk toefl,yes,18938,17733,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
teamwork,1,3371,n,1,3,teamwork,exact,gk,yes,15491,11799,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
telegram,1,3379,n,1,3,telegram,exact,gk cet4 cet6 ky,yes,9971,12224,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
telegraph,1,3380,n|v,2,3,telegraph,exact,gk cet4 cet6 ky toefl,yes,4974,26182,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
thermos,1,3423,n,1,3,thermos,exact,gk,yes,24637,17096,1,2,1,4,moderate_frequency,possible_plural_or_third_person,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
thirst,1,3433,n|v,4,3,thirst,exact,gk cet4 cet6 ky ielts,yes,11770,10813,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
thunderstorm,1,3452,n,1,3,thunderstorm,exact,gk toefl,yes,18737,10620,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
tiresome,1,3471,a,1,3,tiresome,exact,cet6 ky,no,13772,17944,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
toothbrush,1,3492,n,2,3,toothbrush,exact,zk gk,yes,15334,13896,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
toothpaste,1,3493,n,1,3,toothpaste,exact,zk gk,yes,15700,14165,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
tortoise,1,3496,n,1,3,tortoise,exact,gk cet4 cet6,yes,12178,13299,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
tram,1,3520,n|v,4,3,tram,exact,gk cet4 cet6 ky,yes,6704,14885,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
translator,1,3525,n,3,3,translator,exact,gk,yes,12093,6785,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
traveler,1,3529,n,1,3,traveler,exact,gk,yes,,3795,0,4,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
typist,1,3576,n,1,3,typist,exact,gk cet4 cet6 ky,yes,14970,22849,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
tyre,1,3577,n,1,3,tyre,exact,gk cet4 cet6 ielts,yes,4491,,4,0,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
unbearable,1,3583,a,1,3,unbearable,exact,gk cet4 cet6 toefl,yes,9826,10284,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
unconditional,1,3588,a,3,3,unconditional,exact,gk ielts,yes,10278,11570,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
undivided,1,3597,a,4,2,undivided,exact,gk,yes,19323,20480,2,1,1,4,moderate_frequency,possible_participle_or_adjective,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
unfit,1,3601,a|v,4,3,unfit,exact,gk cet6,yes,9543,13433,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
unhealthy,1,3606,a,3,3,unhealthy,exact,gk ielts,yes,11127,9533,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
unimportant,1,3608,a,2,2,unimportant,exact,gk,yes,9487,12727,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
untrue,1,3625,a,4,3,untrue,exact,gk,yes,11112,11958,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
vain,1,3648,a,2,3,vain,exact,gk cet4 cet6 ky ielts gre,yes,9731,10144,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
vanilla,1,3653,a|n,5,3,vanilla,exact,gk gre,yes,16038,5374,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
veal,1,3659,n,1,3,veal,exact,gk,yes,21553,12617,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
vinegar,1,3676,n,2,3,vinegar,exact,gk cet4 cet6 ky toefl,yes,10241,5106,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
violinist,1,3681,n,1,3,violinist,exact,gk,yes,20187,13694,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
wag,1,3698,n|v,3,3,wag,exact,gk cet6 toefl gre,yes,14798,11879,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
waitress,1,3704,n|v,2,3,waitress,exact,gk cet6 ky ielts,yes,10243,6390,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
wayside,1,3731,n,1,3,wayside,exact,gk,yes,18440,17420,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
weatherman,1,3741,n,1,3,weatherman,exact,gk,yes,34137,19246,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
westerner,1,3758,n,1,2,westerner,exact,gk ielts,yes,15728,23903,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
woollen,1,3819,a|n,2,3,woollen,exact,gk cet4 cet6,yes,8656,41582,3,0,1,4,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
worn,1,3832,a,2,3,worn,exact,gk,yes,14757,9882,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
yawn,1,3852,n|v,3,3,yawn,exact,gk cet4 cet6 ky toefl ielts gre,yes,10509,10649,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
zebra,1,3868,n,1,3,zebra,exact,zk gk cet4 cet6 ky,yes,15998,13912,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
zip,1,3871,n|v,5,3,zip,exact,gk ky,yes,10485,8896,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
zipper,1,3873,n|v,2,3,zipper,exact,gk,yes,27054,10432,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
zoom,1,3876,n|v,5,3,zoom,exact,gk ky,yes,11707,8608,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
