legacy_word,legacy_row_count,legacy_rows,oewn_pos,oewn_sense_count,lexical_evidence_score,ecdict_word,ecdict_match_type,ecdict_tags_audit_only,ecdict_gk_tag,bnc_rank,contemporary_rank,bnc_points,contemporary_points,cross_corpus_bonus,relevance_score,frequency_profile,form_review_flags,recommendation,reason
compulsory,1,804,a,1,3,compulsory,exact,gk cet6 ky toefl ielts gre,yes,3997,12735,4,2,1,7,strong_with_moderate_cross_corpus_support,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
comrade,1,807,n,2,3,comrade,exact,gk cet4 cet6 ky,yes,6545,7425,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
condemn,1,816,v,6,3,condemn,exact,gk cet4 cet6 ky toefl ielts gre,yes,3223,4138,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
conductor,1,818,n,4,3,conductor,exact,gk cet4 cet6 ky toefl,yes,6176,5912,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
confident,1,819,a,3,3,confident,exact,gk cet4 cet6 ky toefl ielts,yes,2580,2866,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
confidential,1,820,a,4,3,confidential,exact,gk cet6 ky toefl ielts gre,yes,5254,7010,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
confuse,1,824,v,5,3,confuse,exact,gk cet4 cet6 ky toefl ielts,yes,4666,3518,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
congratulate,1,825,v,4,3,congratulate,exact,gk cet4 cet6 ky,yes,6017,8361,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
connection,1,828,n,9,3,connection,exact,gk cet4 cet6 ky toefl,yes,1669,1421,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
conscience,1,829,n,3,3,conscience,exact,gk cet4 cet6 ky toefl ielts gre,yes,4273,4641,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
consensus,1,830,n,1,3,consensus,exact,gk cet6 ky toefl ielts gre,yes,3897,3317,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
conservative,1,833,a|n,6,3,Conservative,casefold,gk cet4 cet6 ky toefl ielts gre,yes,1497,1837,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
considerate,1,835,a,1,3,considerate,exact,gk cet4 cet6 ky toefl ielts,yes,13960,17092,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
consideration,1,836,n,6,3,consideration,exact,gk cet4 cet6 ky toefl,yes,1248,2487,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
construct,1,841,n|v,7,3,construct,exact,gk cet4 cet6 ky toefl gre,yes,2058,2477,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
consult,1,843,v,4,3,consult,exact,gk cet4 cet6 ky toefl ielts,yes,2826,3591,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
container,1,847,n,1,3,container,exact,gk cet4 cet6 ky toefl ielts,yes,4126,3361,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
contradict,1,852,v,4,3,contradict,exact,gk cet6 ky toefl ielts gre,yes,6870,6863,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
contribute,1,855,v,4,3,contribute,exact,gk cet4 cet6 ky toefl ielts,yes,1483,1312,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
controversial,1,858,a,1,3,controversial,exact,gk cet6 ky toefl ielts gre,yes,3444,3090,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
convenience,1,859,n,4,3,convenience,exact,gk cet4 cet6 ky toefl ielts gre,yes,5559,4892,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
convey,1,863,v,7,3,convey,exact,gk cet4 cet6 ky toefl ielts gre,yes,3682,3756,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
cooker,1,866,n,1,3,cooker,exact,zk gk,yes,7276,13730,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
coral,1,870,a|n,5,3,coral,exact,gk toefl,yes,5793,6040,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
cordless,1,871,a,1,3,cordless,exact,gk,yes,17375,15786,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
corporation,1,874,n,2,3,corporation,exact,gk cet4 cet6 ky ielts,yes,2025,2602,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
correction,1,876,n,7,3,correction,exact,gk cet4 cet6,yes,5971,5966,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
corrupt,1,878,a|v,8,3,corrupt,exact,gk cet6 ky ielts gre,yes,7571,5850,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
cosy,1,880,a|n|s,4,3,cosy,exact,gk ky ielts,yes,6933,36003,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
counter,1,886,a|n|r|v,13,3,counter,exact,gk cet4 cet6 ky ielts,yes,3493,2830,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
courtyard,1,893,n,1,3,courtyard,exact,gk ky,yes,5755,5825,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
cowboy,1,897,n,3,3,cowboy,exact,gk toefl,yes,8757,5048,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
criminal,1,907,a|n,4,3,criminal,exact,gk cet4 cet6 ky ielts,yes,2063,1953,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
crossing,1,912,n,7,3,crossing,exact,gk toefl,yes,4935,6302,4,3,1,8,strong_in_both_corpora,possible_participle_or_gerund,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
crossroads,1,913,n,3,3,crossroads,exact,gk,yes,8633,9096,3,3,1,7,strong_in_both_corpora,possible_plural_or_third_person,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
crowded,1,915,a,1,3,crowded,exact,gk,yes,5946,4738,3,4,1,8,strong_in_both_corpora,possible_participle_or_adjective,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
cube,1,918,n|v,7,3,cube,exact,gk cet4 cet6 ky toefl ielts,yes,7702,5725,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
cubic,1,919,a,2,3,cubic,exact,gk cet4 cet6 toefl,yes,10327,7772,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
currency,1,926,n,3,3,currency,exact,gk cet6 ky toefl ielts,yes,2114,3738,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
curriculum,1,927,n,1,3,curriculum,exact,gk cet6 ky toefl ielts gre,yes,1694,2077,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
cushion,1,929,n|v,4,3,cushion,exact,gk cet4 cet6 ky toefl ielts gre,yes,6092,6893,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
customs,1,932,n,1,3,customs,exact,gk toefl,yes,,,0,0,0,0,no_frequency_rank,possible_plural_or_third_person,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入；另有词形复核标记
cyclist,1,935,n,1,3,cyclist,exact,gk,yes,6689,9646,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dam,1,938,n|v,4,3,dam,exact,gk cet4 cet6 ky toefl ielts,yes,6532,4399,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
darkness,1,946,n,6,3,darkness,exact,gk,yes,2508,2649,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dash,1,947,n|v,12,3,dash,exact,gk cet4 cet6 ky ielts,yes,5634,6336,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dawn,1,952,n|v,6,3,dawn,exact,gk cet4 cet6 ky toefl ielts,yes,4374,4004,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
daylight,1,954,n,2,3,daylight,exact,gk cet4 ky,yes,5270,5997,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
decoration,1,970,n,3,3,decoration,exact,gk toefl ielts,yes,4554,6136,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
deed,1,972,n,2,3,deed,exact,gk cet4 cet6 ky gre,yes,4742,5766,4,3,1,8,strong_in_both_corpora,possible_participle_or_adjective,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
deeply,1,974,r,2,3,deeply,exact,gk,yes,2327,2122,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
deliberately,1,982,r,2,2,deliberately,exact,gk cet4 cet6 toefl,yes,2806,4592,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
delight,1,985,n|v,5,3,delight,exact,gk cet4 cet6 ky,yes,3393,4890,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
delighted,1,986,a,2,3,delighted,exact,gk,yes,2938,6609,4,3,1,8,strong_in_both_corpora,possible_participle_or_adjective,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
deposit,1,994,n|v,12,3,deposit,exact,gk cet4 cet6 ky toefl ielts gre,yes,2384,4692,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
determination,1,1008,n,5,3,determination,exact,gk cet4 cet6 toefl ielts gre,yes,2788,3846,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
devotion,1,1013,n,4,3,devotion,exact,gk cet6 toefl,yes,6937,6466,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dial,1,1015,n|v,6,3,dial,exact,gk cet4 cet6 ky ielts,yes,8621,6092,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dictation,1,1019,n,3,3,dictation,exact,gk cet4 cet6 ky ielts,yes,20641,21756,1,1,1,3,limited_frequency,,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入
dilemma,1,1032,n,1,3,dilemma,exact,gk cet6 ky toefl ielts gre,yes,4551,4118,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dine,1,1034,v,2,3,dine,exact,gk cet6 ky ielts,yes,7900,7360,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dioxide,1,1038,n,1,3,dioxide,exact,gk cet6 toefl ielts,yes,4653,5712,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dip,1,1039,n|v,23,3,dip,exact,gk cet4 cet6 ky ielts,yes,4987,4532,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
diploma,1,1040,n,1,3,diploma,exact,gk cet6 ky ielts,yes,6259,8453,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dirt,1,1045,a|n,5,3,dirt,exact,gk cet4 ky,yes,5597,2737,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disadvantage,1,1049,n|v,2,3,disadvantage,exact,gk cet4 cet6 toefl,yes,3518,6291,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disagree,1,1050,v,2,3,disagree,exact,gk cet4 cet6,yes,4677,2679,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disagreement,1,1051,n,3,3,disagreement,exact,gk cet6 ielts,yes,5048,5117,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disappoint,1,1053,v,1,3,disappoint,exact,gk cet4 cet6 ky,yes,9539,8204,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disappointment,1,1054,n,2,3,disappointment,exact,gk toefl,yes,3927,4566,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
discourage,1,1057,v,3,3,discourage,exact,gk cet4 cet6 ky toefl,yes,5260,4211,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disgusting,1,1064,a,1,3,disgusting,exact,gk,yes,6544,8938,3,3,1,7,strong_in_both_corpora,possible_participle_or_gerund,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
dislike,1,1067,n|v,3,3,dislike,exact,gk cet4 cet6 ky,yes,4949,6813,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disobey,1,1069,v,1,3,disobey,exact,gk,yes,18583,15476,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
distinction,1,1072,n,4,3,distinction,exact,gk cet4 cet6 ky toefl ielts gre,yes,1865,2921,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
distribute,1,1074,v,10,3,distribute,exact,gk cet4 cet6 ky toefl ielts gre,yes,2662,2944,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
disturbing,1,1077,a,1,3,disturbing,exact,gk,yes,5532,4827,3,4,1,8,strong_in_both_corpora,possible_participle_or_gerund,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
divorce,1,1082,n|v,3,3,divorce,exact,gk cet4 cet6 ky toefl ielts,yes,3853,2978,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
doll,1,1089,n,2,3,doll,exact,zk gk ky toefl,yes,5101,3823,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dot,1,1093,n|v,7,3,dot,exact,gk cet4 ky toefl ielts,yes,4132,4480,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
downward,1,1100,a|r,3,3,downward,exact,gk cet4 cet6 ky,yes,8499,8257,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
drawback,1,1106,n,1,3,drawback,exact,gk cet6 ky toefl ielts,yes,7710,8563,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
drawing,1,1108,n,6,3,drawing,exact,gk cet4 cet6 ky toefl,yes,1892,2521,4,4,1,9,strong_in_both_corpora,possible_participle_or_gerund,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
drier,1,1111,n,2,3,drier,exact,gk,yes,19790,22822,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
drown,1,1118,v,6,3,drown,exact,gk cet4 cet6 ky ielts,yes,4492,4927,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
drum,1,1120,n|v,9,3,drum,exact,zk gk cet4 cet6 ky,yes,4171,4116,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
drunk,1,1121,a|n,4,3,drunk,exact,gk cet4 cet6 ky,yes,4187,3701,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
due,1,1124,a|n|r,7,3,due,exact,gk cet4 cet6 ky toefl ielts,yes,1280,1796,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dull,1,1125,a|v,19,3,dull,exact,gk cet4 cet6 ky toefl ielts gre,yes,3799,5094,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dusk,1,1128,n|v,2,3,dusk,exact,gk cet4 cet6 ky,yes,7861,7212,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
dustbin,1,1130,n,1,2,dustbin,exact,gk,yes,9594,28258,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
dusty,1,1131,a,2,3,dusty,exact,gk,yes,6602,5298,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
easily,1,1145,r,3,3,easily,exact,gk cet4,yes,1004,1211,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
eastwards,1,1149,r,1,3,eastwards,exact,gk,yes,14945,,2,0,0,2,single_corpus_only,possible_plural_or_third_person,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入；另有词形复核标记
edition,1,1155,n,4,3,edition,exact,gk cet4 cet6 ky ielts,yes,2537,3155,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
educate,1,1157,v,3,3,educate,exact,gk cet4 ky,yes,3663,3033,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
eggplant,1,1163,n,2,3,eggplant,exact,gk,yes,,10618,0,2,0,2,single_corpus_only,,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入
elect,1,1173,a|n|v,5,3,elect,exact,gk cet4 ky,yes,1794,2265,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
electric,1,1174,a|n,4,3,electric,exact,zk gk cet4 cet6 ky,yes,2469,2696,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
electrical,1,1175,a,2,3,electrical,exact,gk cet4 cet6 ky ielts,yes,3190,3789,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
embarrass,1,1183,v,2,3,embarrass,exact,gk cet4 cet6 ky toefl ielts gre,yes,9521,7138,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
embassy,1,1184,n,2,3,embassy,exact,gk cet6 ky ielts,yes,4389,5731,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
empire,1,1187,n,4,3,empire,exact,gk cet4 cet6 ky,yes,2251,4218,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
encouragement,1,1191,n,3,3,encouragement,exact,gk,yes,4267,6193,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
ending,1,1193,n,5,3,ending,exact,gk cet4 cet6 ky ielts,yes,5246,5188,3,3,1,7,strong_in_both_corpora,possible_participle_or_gerund,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
endless,1,1194,a,4,3,endless,exact,gk cet4 cet6 toefl,yes,4095,3722,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
enjoyable,1,1204,a,1,3,enjoyable,exact,gk,yes,6001,9019,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
enlarge,1,1205,v,4,3,enlarge,exact,gk cet4 cet6 ky,yes,6348,7530,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
enquiry,1,1207,n,3,2,enquiry,exact,gk ielts,yes,2472,24159,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
entire,1,1212,a|n,5,3,entire,exact,gk cet4 cet6 ky,yes,1876,868,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
equality,1,1219,n,2,3,equality,exact,gk cet4 cet6 ky toefl,yes,4197,4590,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
equip,1,1220,v,2,3,equip,exact,gk cet4 cet6 ky toefl,yes,3643,4145,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
evident,1,1243,a,2,3,evident,exact,gk cet4 cet6 ky toefl,yes,2975,3466,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
evolution,1,1244,n,2,3,evolution,exact,gk cet4 cet6 ky toefl ielts,yes,3069,2946,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
exact,1,1245,a|v,5,3,exact,exact,gk cet4 ky toefl gre,yes,3270,3341,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
excite,1,1253,v,8,3,excite,exact,zk gk cet4 cet6 ky toefl,yes,7567,5328,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
existence,1,1258,n,2,3,existence,exact,gk cet4 cet6 ky ielts,yes,1454,2213,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
explanation,1,1269,n,3,3,explanation,exact,gk cet4 cet6 ky,yes,1492,2054,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
explicit,1,1270,a,2,3,explicit,exact,gk cet6 ky toefl ielts gre,yes,3722,4826,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
exploit,1,1272,n|v,4,3,exploit,exact,gk cet4 cet6 ky toefl ielts gre,yes,3034,4374,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
explorer,1,1274,n,1,3,explorer,exact,gk toefl,yes,9840,7763,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
expression,1,1278,n,9,3,expression,exact,gk cet4 cet6 ky,yes,1139,1533,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
extreme,1,1282,a|n,6,3,extreme,exact,gk cet4 cet6 ky ielts,yes,2528,2519,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
