legacy_word,legacy_row_count,legacy_rows,structural_type,oewn_match_type,oewn_lemmas,oewn_pos,oewn_sense_count,moby_wordlist_match_type,moby_wordlist_forms,moby_pos_match_type,moby_pos_forms,moby_pos_codes,normalized_headword_candidates,normalized_headword_evidence,existing_phrase_table_match,lexical_evidence_score,recommendation,reason
dislike,1,1067,lowercase_single_word,exact,dislike,n|v,3,exact,dislike,exact,dislike,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
disobey,1,1069,lowercase_single_word,exact,disobey,v,1,exact,disobey,exact,disobey,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
distinction,1,1072,lowercase_single_word,exact,distinction,n,4,exact,distinction,exact,distinction,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
distribute,1,1074,lowercase_single_word,exact,distribute,v,10,exact,distribute,exact,distribute,t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
disturbing,1,1077,lowercase_single_word,exact,disturbing,a,1,exact,disturbing,exact,disturbing,A,disturb,disturb:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
divorce,1,1082,lowercase_single_word,exact,divorce,n|v,3,exact,divorce,exact,divorce,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
does,1,1087,lowercase_single_word,none,,,0,exact,does,exact,does,V,do,do:OEWN+MobyWords+MobyPOS,none,2,inflected_form_review,当前形式可能是复数、第三人称或分词；开放词典支持其候选词头，需决定是否改存词头
doll,1,1089,lowercase_single_word,exact,doll,n,2,exact,doll,exact,doll,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
dot,1,1093,lowercase_single_word,exact,dot,n|v,7,exact,dot,exact,dot,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
downward,1,1100,lowercase_single_word,exact,downward,a|r,3,exact,downward,exact,downward,A|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Dr,1,1102,initial_uppercase,none,,,0,exact,Dr,exact,Dr,N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
drawback,1,1106,lowercase_single_word,exact,drawback,n,1,exact,drawback,exact,drawback,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
drawing,1,1108,lowercase_single_word,exact,drawing,n,6,exact,drawing,exact,drawing,N,draw,draw:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
drier,1,1111,lowercase_single_word,exact,drier,n,2,exact,drier,exact,drier,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
drown,1,1118,lowercase_single_word,exact,drown,v,6,exact,drown,exact,drown,V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
drum,1,1120,lowercase_single_word,exact,drum,n|v,9,exact,drum,exact,drum,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
drunk,1,1121,lowercase_single_word,exact,drunk,a|n,4,exact,drunk,exact,drunk,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
due,1,1124,lowercase_single_word,exact,due,a|n|r,7,exact,due,exact,due,N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
dull,1,1125,lowercase_single_word,exact,dull,a|v,19,exact,dull,exact,dull,A|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
dusk,1,1128,lowercase_single_word,exact,dusk,n|v,2,exact,dusk,exact,dusk,A|N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
dustbin,1,1130,lowercase_single_word,exact,dustbin,n,1,none,,exact,dustbin,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
dusty,1,1131,lowercase_single_word,exact,dusty,a,2,exact,dusty,exact,dusty,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
DVD,1,1133,all_uppercase,exact,DVD,n,1,none,,none,,,,,none,1,special_reference_review,全大写形式可能是缩写、机构名或特殊标签，需单独核实
easily,1,1145,lowercase_single_word,exact,easily,r,3,exact,easily,exact,easily,v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Easter,1,1147,initial_uppercase,exact,Easter,n,1,exact,Easter,exact,Easter,N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
eastwards,1,1149,lowercase_single_word,exact,eastwards,r,1,exact,eastwards,exact,eastwards,v,eastward,eastward:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
easy-going,1,1151,hyphenated,none,,,0,none,,exact,easy-going,A,,,none,1,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
edition,1,1155,lowercase_single_word,exact,edition,n,4,exact,edition,exact,edition,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
educate,1,1157,lowercase_single_word,exact,educate,v,3,exact,educate,exact,educate,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
eggplant,1,1163,lowercase_single_word,exact,eggplant,n,2,exact,eggplant,exact,eggplant,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Egypt,1,1164,initial_uppercase,none,,,0,exact,Egypt,exact,Egypt,N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
Egyptian,1,1165,initial_uppercase,exact,Egyptian,a|n,3,exact,Egyptian,exact,Egyptian,A|N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
elect,1,1173,lowercase_single_word,exact,elect,a|n|v,5,exact,elect,exact,elect,A|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
electric,1,1174,lowercase_single_word,exact,electric,a|n,4,exact,electric,exact,electric,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
electrical,1,1175,lowercase_single_word,exact,electrical,a,2,exact,electrical,exact,electrical,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
embarrass,1,1183,lowercase_single_word,exact,embarrass,v,2,exact,embarrass,exact,embarrass,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
embassy,1,1184,lowercase_single_word,exact,embassy,n,2,exact,embassy,exact,embassy,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
empire,1,1187,lowercase_single_word,exact,empire,n,4,exact,empire,exact,empire,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
encouragement,1,1191,lowercase_single_word,exact,encouragement,n,3,exact,encouragement,exact,encouragement,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
ending,1,1193,lowercase_single_word,exact,ending,n,5,exact,ending,exact,ending,N,end,end:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
endless,1,1194,lowercase_single_word,exact,endless,a,4,exact,endless,exact,endless,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
English-speaking,1,1202,initial_uppercase,exact,English-speaking,a,1,none,,none,,,,,none,1,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
enjoyable,1,1204,lowercase_single_word,exact,enjoyable,a,1,exact,enjoyable,exact,enjoyable,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
enlarge,1,1205,lowercase_single_word,exact,enlarge,v,4,exact,enlarge,exact,enlarge,V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
enquiry,1,1207,lowercase_single_word,exact,enquiry,n,3,none,,exact,enquiry,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
entire,1,1212,lowercase_single_word,exact,entire,a|n,5,exact,entire,exact,entire,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
equality,1,1219,lowercase_single_word,exact,equality,n,2,exact,equality,exact,equality,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
equip,1,1220,lowercase_single_word,exact,equip,v,2,exact,equip,exact,equip,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
evident,1,1243,lowercase_single_word,exact,evident,a,2,exact,evident,exact,evident,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
evolution,1,1244,lowercase_single_word,exact,evolution,n,2,exact,evolution,exact,evolution,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
exact,1,1245,lowercase_single_word,exact,exact,a|v,5,exact,exact,exact,exact,A|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
excite,1,1253,lowercase_single_word,exact,excite,v,8,exact,excite,exact,excite,t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
existence,1,1258,lowercase_single_word,exact,existence,n,2,exact,existence,exact,existence,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
explanation,1,1269,lowercase_single_word,exact,explanation,n,3,exact,explanation,exact,explanation,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
explicit,1,1270,lowercase_single_word,exact,explicit,a,2,exact,explicit,exact,explicit,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
exploit,1,1272,lowercase_single_word,exact,exploit,n|v,4,exact,exploit,exact,exploit,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
explorer,1,1274,lowercase_single_word,exact,explorer,n,1,exact,explorer,exact,explorer,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
expression,1,1278,lowercase_single_word,exact,expression,n,9,exact,expression,exact,expression,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
extreme,1,1282,lowercase_single_word,exact,extreme,a|n,6,exact,extreme,exact,extreme,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
eyesight,1,1285,lowercase_single_word,exact,eyesight,n,1,exact,eyesight,exact,eyesight,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
eyewitness,1,1286,lowercase_single_word,exact,eyewitness,n|v,2,exact,eyewitness,exact,eyewitness,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
f,1,1287,lowercase_single_word,exact,f,n,1,exact,f,exact,f,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
facial,1,1289,lowercase_single_word,exact,facial,a|n,4,exact,facial,exact,facial,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fade,1,1292,lowercase_single_word,exact,fade,n|v,6,exact,fade,exact,fade,N|V|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fairly,1,1296,lowercase_single_word,exact,fairly,r,3,exact,fairly,exact,fairly,v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fairness,1,1297,lowercase_single_word,exact,fairness,n,4,none,,exact,fairness,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
family name,1,1304,multiword,exact,family name,n,1,exact,family name,exact,family name,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
fare,1,1311,lowercase_single_word,exact,fare,n|v,6,exact,fare,exact,fare,N|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fasten,1,1315,lowercase_single_word,exact,fasten,v,4,exact,fasten,exact,fasten,V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fax,1,1321,lowercase_single_word,exact,fax,n|v,2,none,,casefold,Fax,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
feast,1,1323,lowercase_single_word,exact,feast,n|v,7,exact,feast,exact,feast,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
feather,1,1324,lowercase_single_word,exact,feather,n|v,7,exact,feather,exact,feather,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
federal,1,1326,lowercase_single_word,exact,federal,a,3,exact,federal,exact,federal,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
ferry,1,1334,lowercase_single_word,exact,ferry,n|v,5,exact,ferry,exact,ferry,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fierce,1,1342,lowercase_single_word,exact,fierce,a,4,exact,fierce,exact,fierce,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fighter,1,1348,lowercase_single_word,exact,fighter,n,3,exact,fighter,exact,fighter,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
final,1,1353,lowercase_single_word,exact,final,a|n,5,exact,final,exact,final,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fingernail,1,1358,lowercase_single_word,exact,fingernail,n,1,exact,fingernail,exact,fingernail,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
firefighter,1,1361,lowercase_single_word,exact,firefighter,n,1,none,,none,,,,,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
fireplace,1,1362,lowercase_single_word,exact,fireplace,n,1,exact,fireplace,exact,fireplace,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
firewood,1,1363,lowercase_single_word,exact,firewood,n,1,exact,firewood,exact,firewood,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
firework,1,1364,lowercase_single_word,exact,firework,n,1,exact,firework,exact,firework,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
firmly,1,1366,lowercase_single_word,exact,firmly,r,3,none,,exact,firmly,v,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fitting room,1,1372,multiword,none,,,0,none,,none,,,,,none,0,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
flame,1,1376,lowercase_single_word,exact,flame,n|v,4,exact,flame,exact,flame,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
flaming,1,1377,lowercase_single_word,exact,flaming,a|n,3,exact,flaming,exact,flaming,A,flame,flame:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
flashlight,1,1379,lowercase_single_word,exact,flashlight,n,1,exact,flashlight,exact,flashlight,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
flee,1,1381,lowercase_single_word,exact,flee,v,1,exact,flee,exact,flee,V|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
flesh,1,1383,lowercase_single_word,exact,flesh,n|v,4,exact,flesh,exact,flesh,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
float,1,1385,lowercase_single_word,exact,float,n|v,16,exact,float,exact,float,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fluency,1,1392,lowercase_single_word,exact,fluency,n,3,exact,fluency,exact,fluency,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fog,1,1397,lowercase_single_word,exact,fog,n|v,4,exact,fog,exact,fog,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
following,1,1402,lowercase_single_word,exact,following,a|n,6,exact,following,exact,following,A|N,follow,follow:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fool,1,1405,lowercase_single_word,exact,fool,n|v,7,exact,fool,exact,fool,A|N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
foolish,1,1406,lowercase_single_word,exact,foolish,a,2,exact,foolish,exact,foolish,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
forbid,1,1410,lowercase_single_word,exact,forbid,v,2,exact,forbid,exact,forbid,V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
foreigner,1,1415,lowercase_single_word,exact,foreigner,n,2,exact,foreigner,exact,foreigner,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
foresee,1,1416,lowercase_single_word,exact,foresee,v,3,exact,foresee,exact,foresee,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
forgetful,1,1420,lowercase_single_word,exact,forgetful,a,3,exact,forgetful,exact,forgetful,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fortnight,1,1426,lowercase_single_word,exact,fortnight,n,1,exact,fortnight,exact,fortnight,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fortunate,1,1427,lowercase_single_word,exact,fortunate,a,3,exact,fortunate,exact,fortunate,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fortune,1,1428,lowercase_single_word,exact,fortune,n,4,exact,fortune,exact,fortune,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
founding,1,1432,lowercase_single_word,exact,founding,n,1,none,,none,,,found,found:OEWN+MobyWords+MobyPOS,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
fragile,1,1440,lowercase_single_word,exact,fragile,a,3,exact,fragile,exact,fragile,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fragrant,1,1441,lowercase_single_word,exact,fragrant,a,1,exact,fragrant,exact,fragrant,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
framework,1,1442,lowercase_single_word,exact,framework,n,3,exact,framework,exact,framework,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
franc,1,1438,lowercase_single_word,exact,franc,n,1,exact,franc,exact,franc,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
freeway,1,1445,lowercase_single_word,exact,freeway,n,1,exact,freeway,exact,freeway,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
freezing,1,1447,lowercase_single_word,exact,freezing,n,1,exact,freezing,exact,freezing,A|V,freeze,freeze:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Frenchman,1,1449,initial_uppercase,exact,Frenchman,n,1,exact,Frenchman,exact,Frenchman,N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
frequent,1,1450,lowercase_single_word,exact,frequent,a|v,4,exact,frequent,exact,frequent,A|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fried,1,1455,lowercase_single_word,exact,fried,a,1,exact,fried,exact,fried,V,fri,fri:OEWN+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fright,1,1459,lowercase_single_word,exact,fright,n|v,2,exact,fright,exact,fright,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
frighten,1,1460,lowercase_single_word,exact,frighten,v,1,exact,frighten,exact,frighten,t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
from mouth to mouth,1,2154,multiword,none,,,0,none,,none,,,,,none,0,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
fruit juice,1,1467,multiword,exact,fruit juice,n,1,none,,none,,,,,none,1,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
funeral,1,1474,lowercase_single_word,exact,funeral,n,1,exact,funeral,exact,funeral,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
fur,1,1476,lowercase_single_word,exact,fur,n,3,exact,fur,exact,fur,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
furnished,1,1477,lowercase_single_word,exact,furnished,a,1,none,,none,,,furnish,furnish:OEWN+MobyWords+MobyPOS,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
gale,1,1481,lowercase_single_word,exact,gale,n,1,exact,gale,exact,gale,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
gallon,1,1483,lowercase_single_word,exact,gallon,n,2,exact,gallon,exact,gallon,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
garage,1,1485,lowercase_single_word,exact,garage,n|v,3,exact,garage,exact,garage,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
garbage can,1,582,multiword,exact,garbage can,n,1,exact,garbage can,exact,garbage can,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
gardening,1,1488,lowercase_single_word,exact,gardening,n,1,exact,gardening,exact,gardening,N,garden,garden:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
garment,1,1490,lowercase_single_word,exact,garment,n|v,2,exact,garment,exact,garment,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
gay,1,1494,lowercase_single_word,exact,gay,a|n,7,exact,gay,exact,gay,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
gesture,1,1504,lowercase_single_word,exact,gesture,n|v,4,exact,gesture,exact,gesture,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
get-together,1,1506,hyphenated,none,,,0,exact,get-together,exact,get-together,N|V,,,none,2,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
glance,1,1513,lowercase_single_word,exact,glance,n|v,3,exact,glance,exact,glance,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
glare,1,1514,lowercase_single_word,exact,glare,n|v,6,exact,glare,exact,glare,A|N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
glasshouse,1,1516,lowercase_single_word,exact,glasshouse,n,1,exact,glasshouse,exact,glasshouse,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
glory,1,1518,lowercase_single_word,exact,glory,n|v,4,exact,glory,exact,glory,!|N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
god,1,1524,lowercase_single_word,exact,god,n,3,exact,god,exact,god,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
gold medal,1,2049,multiword,exact,gold medal,n,1,none,,exact,gold medal,h,,,none,2,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
golden,1,1526,lowercase_single_word,exact,golden,a,6,exact,golden,exact,golden,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
