record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed,meaning_zh,usage_note_zh,example_en,example_zh,content_method,content_qa_status,view_sequence
PH-J-0104,fall over,fall over,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_over%2:29:00::,True,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,摔倒；倒下,强调失去平衡而倒下，可用于人或直立物体。,The chair may fall over if you lean back too far.,如果你向后仰得太多，椅子可能会翻倒。,original_project_authored,draft_auto_validated,104
PH-J-0105,feed on,feed on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,feed_on%2:34:00::,False,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,以某物为食,主语通常是动物，后接其食物。,Many small birds feed on seeds and insects.,许多小鸟以种子和昆虫为食。,original_project_authored,draft_auto_validated,105
PH-J-0106,feel like,feel like,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,feel_like%2:37:00::,False,13,independently selected for learning value and first-introduction level,english_scope_frozen,False,想要；感觉像,后接名词或动名词可表示想做某事，也可表示某种感受。,I feel like taking a short walk after dinner.,晚饭后我想散一会儿步。,original_project_authored,draft_auto_validated,106
PH-J-0107,fill in,fill in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fill-in%1:18:00::|fill_in%2:32:00::|fill_in%2:32:02::|fill_in%2:36:00::|fill_in%2:40:00::,True,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,填写；填补,可表示填写表格中的信息，也可表示临时代替某人。,Please fill in your name and class on this form.,请在这张表格上填写你的姓名和班级。,original_project_authored,draft_auto_validated,107
PH-J-0108,fill up,fill up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fill_up%2:30:00::|fill_up%2:30:01::|fill_up%2:34:00::|fill_up%2:35:03::,True,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,装满；充满,表示容器或空间变满，也可接宾语表示把某物装满。,We need to fill up the water bottles before the hike.,徒步前我们需要把水瓶装满。,original_project_authored,draft_auto_validated,108
PH-J-0109,find out,find out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,find_out%2:31:00::|find_out%2:31:01::|find_out%2:32:00::|find_out%2:32:01::,False,17,independently selected for learning value and first-introduction level,english_scope_frozen,False,查明；弄清楚,表示通过询问、调查或观察获得未知信息。,Let us find out why the computer will not start.,我们来查明电脑为什么无法启动。,original_project_authored,draft_auto_validated,109
PH-J-0110,get along,get along,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_along%2:30:00::|get_along%2:41:00::|get_along%2:42:00::,True,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,相处；进展,常与 with 连用表示与某人相处，也可说明事情进展情况。,The new classmates get along well with one another.,新同学们彼此相处得很好。,original_project_authored,draft_auto_validated,110
PH-J-0111,get away,get away,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_away%2:32:00::|get_away%2:38:00::|get_away%2:41:00::,True,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,离开；逃脱,表示离开某地，或从危险和控制中逃脱。,The thief tried to get away through the crowded market.,小偷试图穿过拥挤的市场逃走。,original_project_authored,draft_auto_validated,111
PH-J-0112,get back,get back,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_back%2:33:00::|get_back%2:33:01::|get_back%2:33:13::,True,16,independently selected for learning value and first-introduction level,english_scope_frozen,False,返回；取回,可表示回到原处，也可表示重新得到某物。,We should get back to camp before sunset.,我们应该在日落前返回营地。,original_project_authored,draft_auto_validated,112
PH-J-0113,get down,get down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_down%2:30:00::|get_down%2:32:00::|get_down%2:34:00::|get_down%2:37:00::|get_down%2:38:00::|get_down%2:38:01::|get_down%2:38:02::,True,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,下来；写下；使沮丧,可表示移动到低处、记下内容或使人情绪低落。,Use the ladder to get down from the roof safely.,用梯子安全地从屋顶下来。,original_project_authored,draft_auto_validated,113
PH-J-0114,get in,get in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_in%2:38:00::|get_in%2:38:01::|get_in%2:40:01::|get_in%2:41:00::,True,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,进入；到达,表示进入车辆或场所，也可表示交通工具到达。,We can get in through the side door.,我们可以从侧门进去。,original_project_authored,draft_auto_validated,114
PH-J-0115,get into,get into,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_into%2:29:00::|get_into%2:32:00::|get_into%2:38:00::|get_into%2:40:00::|get_into%2:42:00::,True,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,进入；陷入；开始从事,后接地点、状态或活动，含义取决于宾语。,Do not get into a car with a stranger.,不要上陌生人的车。,original_project_authored,draft_auto_validated,115
PH-J-0116,get off,get off,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_off%2:32:00::|get_off%2:32:01::|get_off%2:32:04::|get_off%2:32:05::|get_off%2:34:00::|get_off%2:35:00::|get_off%2:38:00::|get_off%2:38:01::|get_off%2:38:02::|get_off%2:39:00::|get_off%2:41:00::,True,10,independently selected for learning value and first-introduction level,english_scope_frozen,False,下车；离开；脱下,常表示离开公共交通工具，也可表示从某物上下来。,We need to get off the bus at the next stop.,我们需要在下一站下车。,original_project_authored,draft_auto_validated,116
PH-J-0117,get on,get on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_on%2:30:00::|get_on%2:30:01::|get_on%2:30:03::|get_on%2:38:00::|get_on%2:38:02::|get_on%2:38:03::|get_on%2:41:00::,True,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,上车；进展；相处,可表示登上公共交通工具，也可与 with 连用表示进展或相处。,"Hurry, or we will not get on the train in time.",快点，否则我们不能及时上火车。,original_project_authored,draft_auto_validated,117
PH-J-0118,get out,get out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_out%2:32:00::|get_out%2:32:01::|get_out%2:32:03::|get_out%2:35:00::|get_out%2:38:00::|get_out%2:38:01::|get_out%2:38:02::,False,19,independently selected for learning value and first-introduction level,english_scope_frozen,False,出去；离开,表示从室内、车辆或某种处境中离开。,Use the rear door to get out of the building.,请从后门离开这栋楼。,original_project_authored,draft_auto_validated,118
PH-J-0119,get over,get over,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_over%2:30:00::|get_over%2:33:00::|get_over%2:36:00::|get_over%2:38:00::,True,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,克服；从疾病中恢复,表示成功处理困难、情绪或疾病带来的影响。,"With enough rest, you will soon get over the cold.",充分休息后，你很快就会从感冒中恢复。,original_project_authored,draft_auto_validated,119
PH-J-0120,get through,get through,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_through%2:30:00::|get_through%2:31:00::|get_through%2:32:00::|get_through%2:38:00::|get_through%2:42:00::,True,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,通过；完成；接通电话,可表示通过考试或困难阶段、做完任务，也可表示电话接通。,We worked together to get through the difficult task.,我们共同努力完成了这项困难的任务。,original_project_authored,draft_auto_validated,120
PH-J-0121,get together,get together,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_together%1:14:00::|get_together%2:41:01::|get_together%2:41:02::|get_together%2:41:03::,True,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,聚会；相聚,表示人们来到一起参加活动或共同做事。,Our whole family will get together during the holiday.,假期里我们全家会团聚。,original_project_authored,draft_auto_validated,121
PH-J-0122,get up,get up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_up%2:29:00::|get_up%2:29:01::|get_up%2:29:02::|get_up%2:29:03::|get_up%2:31:00::|get_up%2:36:00::|get_up%2:38:00::|get_up%2:38:01::,True,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,起床；站起来,通常表示离开床铺，也可表示从坐姿或卧姿站起。,I usually get up at half past six on school days.,上学日我通常六点半起床。,original_project_authored,draft_auto_validated,122
PH-J-0123,give up,give up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,give_up%2:31:00::|give_up%2:33:00::|give_up%2:33:01::|give_up%2:34:00::|give_up%2:40:00::|give_up%2:40:01::|give_up%2:40:02::|give_up%2:40:03::|give_up%2:40:05::|give_up%2:41:00::|give_up%2:41:05::|give_up%2:42:00::,True,11,independently selected for learning value and first-introduction level,english_scope_frozen,False,放弃；戒除,后接名词或动名词，表示停止尝试或不再保持某种习惯。,Do not give up when the first attempt fails.,第一次尝试失败时不要放弃。,original_project_authored,draft_auto_validated,123
PH-J-0124,go ahead,go ahead,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go-ahead%1:07:00::|go-ahead%1:10:00::|go_ahead%2:32:00::,True,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,开始吧；继续；先走,用于允许或鼓励某人开始行动，也可表示继续前进。,"If you are ready, go ahead and open the box.",如果你准备好了，就打开盒子吧。,original_project_authored,draft_auto_validated,124
PH-J-0125,go away,go away,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_away%2:30:00::|go_away%2:38:00::|go_away%2:38:05::|go_away%2:39:00::,True,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,离开；走开,表示离开当前地点，也可指问题或感觉消失。,The pain did not go away after a night's rest.,休息一夜后，疼痛并没有消失。,original_project_authored,draft_auto_validated,125
PH-J-0126,go back,go back,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_back%2:30:00::|go_back%2:32:00::|go_back%2:42:00::,True,28,independently selected for learning value and first-introduction level,english_scope_frozen,False,回去；追溯到,可表示返回原地，也可表示某事物起源于过去某时。,I need to go back home for my notebook.,我得回家拿笔记本。,original_project_authored,draft_auto_validated,126
PH-J-0127,go down,go down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_down%2:30:00::|go_down%2:30:14::|go_down%2:33:00::|go_down%2:34:00::|go_down%2:38:00::|go_down%2:38:01::|go_down%2:38:02::|go_down%2:42:00::,True,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,下降；下去,可指位置、温度、价格或数量降低。,The temperature may go down quickly after sunset.,日落后气温可能迅速下降。,original_project_authored,draft_auto_validated,127
PH-J-0128,go home,go home,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_home%2:38:00::,False,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,回家,home 在这里作副词，前面通常不用介词 to。,Let us go home before the heavy rain starts.,我们在大雨开始前回家吧。,original_project_authored,draft_auto_validated,128
PH-J-0129,go in,go in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_in%2:38:00::,True,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,进去；进入,表示从外部进入某个地方。,"The shop is open, so we can go in now.",商店开门了，我们现在可以进去。,original_project_authored,draft_auto_validated,129
PH-J-0130,go into,go into,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_into%2:38:00::|go_into%2:42:00::,True,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,进入；详细讨论；从事,后接地点可表示进入，也可表示深入讨论或开始某种职业。,The teacher will go into more detail after the break.,休息后老师会讲得更详细。,original_project_authored,draft_auto_validated,130
PH-J-0131,go on,go on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_on%2:30:00::|go_on%2:32:00::|go_on%2:35:00::|go_on%2:38:00::|go_on%2:42:00::,True,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,继续；发生,可表示动作继续进行，也可询问正在发生什么。,The outdoor concert will go on despite the light rain.,尽管下着小雨，露天音乐会仍将继续。,original_project_authored,draft_auto_validated,131
PH-J-0132,go out,go out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_out%2:30:00::|go_out%2:38:00::|go_out%2:38:01::|go_out%2:38:02::|go_out%2:41:00::|go_out%2:42:00::,True,11,independently selected for learning value and first-introduction level,english_scope_frozen,False,外出；熄灭,可表示离开家参加活动，也可指灯或火熄灭。,The lights may go out during the storm.,暴风雨期间可能会停电。,original_project_authored,draft_auto_validated,132
PH-J-0133,go over,go over,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_over%2:29:00::|go_over%2:30:00::|go_over%2:31:00::|go_over%2:31:01::,True,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,复习；仔细检查,表示再次查看学习内容或认真检查细节。,Let us go over the new words before the quiz.,小测验前我们复习一下生词吧。,original_project_authored,draft_auto_validated,133
PH-J-0134,go through,go through,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_through%2:34:00::|go_through%2:34:01::|go_through%2:39:00::,True,10,independently selected for learning value and first-introduction level,english_scope_frozen,False,经历；仔细检查；通过,可表示经历困难、逐项检查或从某处穿过。,We must go through every answer before handing in the paper.,交卷前我们必须检查每个答案。,original_project_authored,draft_auto_validated,134
PH-J-0135,go to bed,go to bed,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_to_bed%2:29:00::,False,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,上床睡觉,表示为了睡觉而上床，通常用于描述作息。,You should go to bed early before an important exam.,重要考试前你应该早点睡觉。,original_project_authored,draft_auto_validated,135
PH-J-0136,go up,go up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_up%2:30:00::|go_up%2:30:04::|go_up%2:38:00::|go_up%2:38:01::|go_up%2:38:02::|go_up%2:38:03::|go_up%2:38:10::,True,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,上升；向上走,可指位置、价格、温度或数量升高。,Food prices sometimes go up before a long holiday.,长假前食品价格有时会上涨。,original_project_authored,draft_auto_validated,136
PH-J-0137,grow up,grow up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,grow_up%2:41:00::,True,13,independently selected for learning value and first-introduction level,english_scope_frozen,False,长大；成长,表示人或动物逐渐成年，也可谈论成长地点或经历。,What do you want to be when you grow up?,你长大后想做什么？,original_project_authored,draft_auto_validated,137
PH-J-0138,hand in,hand in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,approved_dictionary_candidate_pool,Moby,,True,15,independently selected for learning value and first-introduction level,english_scope_frozen,False,提交；上交,表示把作业、文件或物品交给负责人。,Please hand in your homework before Friday.,请在星期五之前交作业。,original_project_authored,draft_auto_validated,138
PH-J-0139,hang on,hang on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hang_on%2:30:00::|hang_on%2:32:00::|hang_on%2:35:00::,True,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,稍等；抓紧；坚持,可用于让人等待，也可表示牢牢抓住或坚持下去。,Hang on for a minute while I find the key.,请稍等一分钟，我找一下钥匙。,original_project_authored,draft_auto_validated,139
PH-J-0140,help out,help out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,help_out%2:41:02::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,帮忙；协助解决困难,表示在别人需要时提供实际帮助。,Could you help out at the school fair this Saturday?,这个星期六你能在学校义卖会上帮忙吗？,original_project_authored,draft_auto_validated,140
PH-J-0141,hold on,hold on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hold_on%2:30:00::|hold_on%2:30:05::|hold_on%2:32:00::|hold_on%2:35:00::|hold_on%2:40:00::,True,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,稍等；抓牢,可用于电话中请对方等待，也可表示紧紧抓住。,Hold on to the rail as you walk down the steps.,下台阶时请抓紧扶手。,original_project_authored,draft_auto_validated,141
PH-J-0142,hurry up,hurry up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,赶快,用于催促某人加快动作，也可表示自己加快速度。,"Hurry up, or the movie will begin without us.",快点，否则电影开始时我们还没到。,original_project_authored,draft_auto_validated,142
PH-J-0143,keep in,keep in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_in%2:41:00::,True,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,使留在里面；抑制,可表示让人或物留在某处，也可表示控制情绪不表露。,The teacher may keep in students who have not finished the task.,老师可能会让没有完成任务的学生留在教室里。,original_project_authored,draft_auto_validated,143
PH-J-0144,keep on,keep on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_on%2:41:00::,True,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,继续,后接动名词，强调反复或持续做某事。,"If you keep on practicing, your pronunciation will improve.",如果你继续练习，发音会有所提高。,original_project_authored,draft_auto_validated,144
PH-J-0145,keep up,keep up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_up%2:29:00::|keep_up%2:30:00::|keep_up%2:33:00::|keep_up%2:40:00::|keep_up%2:42:00::,True,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,保持；跟上,可表示保持某种水平，也可与 with 连用表示跟上进度。,Walk faster so that you can keep up with the group.,走快一点，这样你就能跟上队伍。,original_project_authored,draft_auto_validated,145
PH-J-0146,know how,know how,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,know-how%1:09:00::,True,42,independently selected for learning value and first-introduction level,english_scope_frozen,False,知道怎样；懂得方法,后常接带 to 的动词不定式，说明具备做某事的方法或技能。,Do you know how to use this fire extinguisher?,你知道怎样使用这个灭火器吗？,original_project_authored,draft_auto_validated,146
PH-J-0147,lay down,lay down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,lay_down%2:31:00::,True,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,放下；制定,lay 是及物动词，后接宾语，可指放置物品或制定规则。,Please lay down the tools when you finish the job.,完成工作后，请把工具放下。,original_project_authored,draft_auto_validated,147
PH-J-0148,learn from,learn from,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,向某人学习；从某事中吸取经验,后接学习的对象、经历或错误。,We can learn from our mistakes and do better next time.,我们可以从错误中吸取经验，下次做得更好。,original_project_authored,draft_auto_validated,148
PH-J-0149,let go,let go,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,let_go%2:35:00::|let_go%2:42:00::,False,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,松手；放开,可表示不再抓住某物，也可表示放下某种情绪。,Do not let go of the rope until I tell you.,在我告诉你之前不要松开绳子。,original_project_authored,draft_auto_validated,149
PH-J-0150,let in,let in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,let_in%2:41:00::|let_in%2:41:02::,True,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,让某人或某物进入,let 与 in 之间可放代词或名词作宾语。,Please open the curtains and let in some sunlight.,请拉开窗帘，让阳光照进来。,original_project_authored,draft_auto_validated,150
PH-J-0151,let out,let out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,let_out%2:30:00::|let_out%2:32:00::|let_out%2:32:02::|let_out%2:35:00::,True,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,放出；泄露；发出声音,可表示让人或动物出去、泄露信息，或发出叫声。,Please open the gate and let out the dog.,请打开大门，让狗出去。,original_project_authored,draft_auto_validated,151
PH-J-0152,lie down,lie down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,lie_down%2:38:00::,True,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,躺下,lie 表示“躺”时是不及物动词，过去式为 lay。,You should lie down and rest if you feel dizzy.,如果你感到头晕，应该躺下休息。,original_project_authored,draft_auto_validated,152
PH-J-0153,listen to,listen to,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,38,independently selected for learning value and first-introduction level,english_scope_frozen,False,听；倾听,to 后接所听的人、声音或内容，listen 本身不能直接接宾语。,Please listen to the instructions before you begin.,开始之前请听清说明。,original_project_authored,draft_auto_validated,153
PH-J-0154,live in,live in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,live_in%2:34:00::,False,96,independently selected for learning value and first-introduction level,english_scope_frozen,False,居住在,后接国家、城市、建筑物等居住地点。,My grandparents live in a quiet village near the sea.,我的祖父母住在海边一个安静的村庄里。,original_project_authored,draft_auto_validated,154
PH-J-0155,live on,live on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,live_on%2:42:00::,False,26,independently selected for learning value and first-introduction level,english_scope_frozen,False,以某物为食；靠某物生活,可说明食物来源，也可说明赖以生活的收入或资源。,"In this area, many families live on fishing.",在这个地区，许多家庭靠捕鱼为生。,original_project_authored,draft_auto_validated,155
PH-J-0156,look after,look after,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_after%2:39:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,照顾；照料,后接需要照顾的人、动物或事物。,Can you look after my cat while I am away?,我不在时你能照顾我的猫吗？,original_project_authored,draft_auto_validated,156
PH-J-0157,look at,look at,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_at%2:31:00::|look_at%2:39:01::,False,50,independently selected for learning value and first-introduction level,english_scope_frozen,False,看；查看,后接观看或检查的对象，强调把视线转向某物。,Look at the clouds and tell me what shapes you see.,看看这些云，告诉我你看到了什么形状。,original_project_authored,draft_auto_validated,157
PH-J-0158,look back,look back,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_back%2:31:00::|look_back%2:39:00::,True,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,回头看；回顾,可表示向身后看，也可与 on 连用表示回顾往事。,"When I look back on the trip, I remember the kind people most.",回顾那次旅行时，我最记得那些善良的人。,original_project_authored,draft_auto_validated,158
PH-J-0159,look for,look for,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_for%2:35:00::|look_for%2:37:00::,False,13,independently selected for learning value and first-introduction level,english_scope_frozen,False,寻找,后接想找到的人或事物，强调寻找的过程。,We need to look for a safe place to cross the road.,我们需要找一个安全的地方过马路。,original_project_authored,draft_auto_validated,159
PH-J-0160,look like,look like,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_like%2:42:00::,False,47,independently selected for learning value and first-introduction level,english_scope_frozen,False,看起来像,后接名词或代词，询问外貌时常用 what 作宾语。,That island can look like a sleeping bear from here.,从这里看，那座岛可能像一只熟睡的熊。,original_project_authored,draft_auto_validated,160
PH-J-0161,look out,look out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_out%2:33:10::|look_out%2:39:00::,False,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,当心；向外看,单独使用常表示警告，也可与 of 连用表示从某处向外看。,Look out! A bicycle is coming around the corner.,当心！一辆自行车正从拐角处过来。,original_project_authored,draft_auto_validated,161
PH-J-0162,look up,look up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_up%2:32:00::,True,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,查阅；抬头看,可表示在资料中查找信息，也可表示向上看。,You can look up the word in an online dictionary.,你可以在在线词典中查这个单词。,original_project_authored,draft_auto_validated,162
PH-J-0163,make sense,make sense,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,make_sense%2:42:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,有道理；讲得通,表示观点可以理解、符合逻辑，常用于否定句或疑问句。,Your plan will make sense if we have enough time.,如果我们有足够的时间，你的计划就行得通。,original_project_authored,draft_auto_validated,163
PH-J-0164,make sure,make sure,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,make_sure%2:41:00::,False,40,independently selected for learning value and first-introduction level,english_scope_frozen,False,确保；查明,后接 that 从句或 of 短语，表示确认某事无误。,Please make sure that every window is closed.,请确保每扇窗户都关好了。,original_project_authored,draft_auto_validated,164
