sequence,phrase,normalized_phrase,introduced_level,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,minimum_lexical_level,editorial_status,human_review_claimed
165,make up,make up,junior,approved_dictionary_candidate_pool,OEWN,make-up%1:06:00::|make-up%1:07:00::|make-up%1:11:00::|make_up%2:29:00::|make_up%2:30:00::|make_up%2:32:00::|make_up%2:36:01::|make_up%2:36:03::|make_up%2:40:00::|make_up%2:41:00::|make_up%2:42:00::|make_up%2:42:03::,false,23,junior,selected_for_cross_level_review,false
166,move around,move around,junior,approved_dictionary_candidate_pool,OEWN,move_around%2:38:00::|move_around%2:38:03::,false,5,junior,selected_for_cross_level_review,false
167,move in,move in,junior,approved_dictionary_candidate_pool,OEWN,move_in%2:38:00::|move_in%2:38:01::|move_in%2:38:02::,true,5,junior,selected_for_cross_level_review,false
168,move on,move on,junior,approved_dictionary_candidate_pool,OEWN,move_on%2:38:00::,false,5,junior,selected_for_cross_level_review,false
169,move out,move out,junior,approved_dictionary_candidate_pool,OEWN,move_out%2:38:00::|move_out%2:41:00::,true,2,junior,selected_for_cross_level_review,false
170,pay for,pay for,junior,approved_dictionary_candidate_pool,OEWN,pay_for%2:41:00::,true,13,junior,selected_for_cross_level_review,false
171,pick out,pick out,junior,approved_dictionary_candidate_pool,OEWN,pick_out%2:31:00::|pick_out%2:39:00::,true,2,junior,selected_for_cross_level_review,false
172,pick up,pick up,junior,approved_dictionary_candidate_pool,OEWN,pick_up%2:29:00::|pick_up%2:30:00::|pick_up%2:30:01::|pick_up%2:31:00::|pick_up%2:34:00::|pick_up%2:35:00::|pick_up%2:35:01::|pick_up%2:37:00::|pick_up%2:38:00::|pick_up%2:38:01::|pick_up%2:39:00::|pick_up%2:39:01::|pick_up%2:40:00::|pick_up%2:40:01::|pick_up%2:40:02::|pick_up%2:41:00::,false,20,junior,selected_for_cross_level_review,false
173,play with,play with,junior,approved_dictionary_candidate_pool,Moby,,true,7,junior,selected_for_cross_level_review,false
174,point out,point out,junior,approved_dictionary_candidate_pool,OEWN,point_out%2:32:01::|point_out%2:32:02::|point_out%2:32:03::,true,8,junior,selected_for_cross_level_review,false
175,prepare for,prepare for,junior,approved_dictionary_candidate_pool,OEWN,prepare_for%2:30:00::,false,8,junior,selected_for_cross_level_review,false
176,pull out,pull out,junior,approved_dictionary_candidate_pool,OEWN,pull_out%2:35:00::|pull_out%2:38:00::|pull_out%2:38:03::|pull_out%2:41:00::,true,2,junior,selected_for_cross_level_review,false
177,put down,put down,junior,approved_dictionary_candidate_pool,OEWN,put-down%1:10:00::|put_down%2:32:00::|put_down%2:32:05::|put_down%2:35:00::|put_down%2:35:01::|put_down%2:35:02::|put_down%2:35:03::|put_down%2:37:00::|put_down%2:38:00::,true,4,junior,selected_for_cross_level_review,false
178,put in,put in,junior,approved_dictionary_candidate_pool,OEWN,put_in%2:30:00::|put_in%2:32:00::|put_in%2:32:02::|put_in%2:33:00::|put_in%2:35:00::|put_in%2:40:00::,true,6,junior,selected_for_cross_level_review,false
179,put on,put on,junior,approved_dictionary_candidate_pool,OEWN,put-on%1:04:00::|put-on%1:04:01::|put-on%1:10:00::|put_on%2:29:00::|put_on%2:29:03::|put_on%2:30:00::|put_on%2:30:01::|put_on%2:32:00::|put_on%2:35:00::|put_on%2:36:00::|put_on%2:36:01::|put_on%2:36:02::|put_on%5:00:00:counterfeit:00,true,22,junior,selected_for_cross_level_review,false
180,put out,put out,junior,approved_dictionary_candidate_pool,OEWN,put_out%2:29:00::|put_out%2:29:01::|put_out%2:32:00::|put_out%2:33:00::|put_out%2:35:00::|put_out%2:35:01::|put_out%2:36:00::|put_out%2:41:00::|put_out%2:42:00::|put_out%2:43:00::,true,6,junior,selected_for_cross_level_review,false
181,put together,put together,junior,approved_dictionary_candidate_pool,OEWN,put_together%2:36:00::,false,12,junior,selected_for_cross_level_review,false
182,put up,put up,junior,approved_dictionary_candidate_pool,OEWN,put-up%5:00:00:planned:00|put_up%2:30:00::|put_up%2:31:00::|put_up%2:32:00::|put_up%2:35:00::|put_up%2:36:00::|put_up%2:40:00::|put_up%2:40:01::|put_up%2:41:00::|put_up%2:41:01::,true,5,junior,selected_for_cross_level_review,false
183,run away,run away,junior,approved_dictionary_candidate_pool,OEWN,run_away%2:38:00::|run_away%2:38:04::,true,6,junior,selected_for_cross_level_review,false
184,run into,run into,junior,approved_dictionary_candidate_pool,OEWN,run_into%2:35:00::|run_into%2:35:01::|run_into%2:38:01::|run_into%2:42:01::,true,5,junior,selected_for_cross_level_review,false
185,run out,run out,junior,approved_dictionary_candidate_pool,OEWN,run_out%2:29:00::|run_out%2:30:02::|run_out%2:30:03::|run_out%2:30:12::|run_out%2:38:00::|run_out%2:38:01::|run_out%2:38:02::|run_out%2:42:00::,true,4,junior,selected_for_cross_level_review,false
186,set out,set out,junior,approved_dictionary_candidate_pool,OEWN,set_out%2:30:00::|set_out%2:35:00::|set_out%2:38:00::,true,6,junior,selected_for_cross_level_review,false
187,set up,set up,junior,approved_dictionary_candidate_pool,OEWN,set_up%2:30:00::|set_up%2:30:02::|set_up%2:30:03::|set_up%2:31:00::|set_up%2:35:00::|set_up%2:35:01::|set_up%2:35:02::|set_up%2:35:04::|set_up%2:36:00::|set_up%2:36:01::|set_up%2:36:02::|set_up%2:36:03::|set_up%2:41:00::|set_up%2:41:01::|set_up%2:41:02::,true,20,junior,selected_for_cross_level_review,false
188,show up,show up,junior,approved_dictionary_candidate_pool,OEWN,show_up%2:30:00::|show_up%2:39:00::,true,8,junior,selected_for_cross_level_review,false
189,shut down,shut down,junior,approved_dictionary_candidate_pool,OEWN,shut_down%2:41:00::,false,8,junior,selected_for_cross_level_review,false
190,sign in,sign in,junior,approved_dictionary_candidate_pool,OEWN,sign_in%2:32:00::,true,2,junior,selected_for_cross_level_review,false
191,sit down,sit down,junior,approved_dictionary_candidate_pool,OEWN,sit-down%1:04:00::|sit_down%2:35:00::|sit_down%2:35:03::|sit_down%2:38:00::,true,3,junior,selected_for_cross_level_review,false
192,slow down,slow down,junior,approved_dictionary_candidate_pool,OEWN,slow_down%2:29:00::|slow_down%2:30:00::|slow_down%2:30:01::|slow_down%2:30:02::|slow_down%2:30:04::,false,4,junior,selected_for_cross_level_review,false
193,speak to,speak to,junior,approved_dictionary_candidate_pool,Moby,,true,15,junior,selected_for_cross_level_review,false
194,speak up,speak up,junior,approved_dictionary_candidate_pool,OEWN,speak_up%2:32:00::|speak_up%2:32:03::,true,4,junior,selected_for_cross_level_review,false
195,stand up,stand up,junior,approved_dictionary_candidate_pool,OEWN,stand-up%5:00:00:erect:00|stand_up%2:32:00::|stand_up%2:33:00::|stand_up%2:35:00::|stand_up%2:35:03::|stand_up%2:38:00::|stand_up%2:38:06::|stand_up%2:42:00::,true,8,junior,selected_for_cross_level_review,false
196,stay up,stay up,junior,approved_dictionary_candidate_pool,OEWN,stay_up%2:29:00::,false,3,junior,selected_for_cross_level_review,false
197,step in,step in,junior,approved_dictionary_candidate_pool,OEWN,step-in%1:06:00::|step_in%2:41:00::|step_in%2:41:09::,true,5,junior,selected_for_cross_level_review,false
198,stick to,stick to,junior,approved_dictionary_candidate_pool,OEWN,stick_to%2:30:00::|stick_to%2:35:03::,true,4,junior,selected_for_cross_level_review,false
199,switch off,switch off,junior,approved_dictionary_candidate_pool,OEWN,switch_off%2:35:00::,true,1,senior_high,selected_for_cross_level_review,false
200,switch on,switch on,junior,approved_dictionary_candidate_pool,OEWN,switch_on%2:35:00::,true,1,senior_high,selected_for_cross_level_review,false
201,take care,take care,junior,approved_dictionary_candidate_pool,OEWN,take_care%2:41:00::|take_care%2:41:11::|take_care%2:41:12::,false,23,junior,selected_for_cross_level_review,false
202,take down,take down,junior,approved_dictionary_candidate_pool,OEWN,take_down%2:32:00::|take_down%2:36:00::|take_down%2:37:00::|take_down%2:38:00::,true,5,junior,selected_for_cross_level_review,false
203,take off,take off,junior,approved_dictionary_candidate_pool,OEWN,take_off%2:29:03::|take_off%2:30:00::|take_off%2:31:00::|take_off%2:35:00::|take_off%2:36:00::|take_off%2:38:00::|take_off%2:38:01::|take_off%2:38:02::|take_off%2:41:00::,true,8,junior,selected_for_cross_level_review,false
204,take part,take part,junior,approved_dictionary_candidate_pool,OEWN,take_part%2:41:00::,false,7,junior,selected_for_cross_level_review,false
205,take place,take place,junior,approved_dictionary_candidate_pool,OEWN,take_place%2:30:00::,false,11,junior,selected_for_cross_level_review,false
206,take up,take up,junior,approved_dictionary_candidate_pool,OEWN,take-up%1:04:00::|take-up%1:06:00::|take_up%2:30:00::|take_up%2:30:01::|take_up%2:31:00::|take_up%2:34:00::|take_up%2:35:00::|take_up%2:35:01::|take_up%2:35:03::|take_up%2:35:04::|take_up%2:38:03::|take_up%2:40:00::|take_up%2:41:00::|take_up%2:41:01::|take_up%2:42:00::,true,4,junior,selected_for_cross_level_review,false
207,talk about,talk about,junior,approved_dictionary_candidate_pool,OEWN,talk_about%2:32:00::|talk_about%2:32:01::,true,47,junior,selected_for_cross_level_review,false
208,talk to,talk to,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,26,manual_stage_check,selected_for_cross_level_review,false
209,think about,think about,junior,approved_dictionary_candidate_pool,OEWN,think_about%2:31:03::|think_about%2:31:05::,false,26,junior,selected_for_cross_level_review,false
210,think of,think of,junior,approved_dictionary_candidate_pool,OEWN,think_of%2:31:00::|think_of%2:31:01::|think_of%2:31:02::|think_of%2:31:03::|think_of%2:31:04::|think_of%2:36:00::,false,30,junior,selected_for_cross_level_review,false
211,throw away,throw away,junior,approved_dictionary_candidate_pool,OEWN,throw_away%2:35:00::|throw_away%2:40:00::,false,2,junior,selected_for_cross_level_review,false
212,turn off,turn off,junior,approved_dictionary_candidate_pool,OEWN,turn_off%2:35:00::|turn_off%2:37:00::|turn_off%2:38:00::,false,5,junior,selected_for_cross_level_review,false
213,turn on,turn on,junior,approved_dictionary_candidate_pool,OEWN,turn-on%1:09:00::|turn_on%2:30:00::|turn_on%2:34:00::|turn_on%2:35:00::|turn_on%2:37:00::|turn_on%2:37:02::|turn_on%2:39:00::|turn_on%2:42:00::,true,9,junior,selected_for_cross_level_review,false
214,turn out,turn out,junior,approved_dictionary_candidate_pool,OEWN,turn_out%2:29:00::|turn_out%2:30:00::|turn_out%2:35:00::|turn_out%2:35:01::|turn_out%2:36:00::|turn_out%2:36:01::|turn_out%2:38:00::|turn_out%2:40:03::|turn_out%2:41:03::|turn_out%2:42:00::|turn_out%2:42:01::|turn_out%2:42:02::,true,6,junior,selected_for_cross_level_review,false
215,turn to,turn to,junior,approved_dictionary_candidate_pool,OEWN,turn_to%2:32:01::,true,8,junior,selected_for_cross_level_review,false
216,wake up,wake up,junior,approved_dictionary_candidate_pool,OEWN,wake_up%2:29:00::|wake_up%2:29:01::,true,12,junior,selected_for_cross_level_review,false
217,warm up,warm up,junior,approved_dictionary_candidate_pool,OEWN,warm-up%1:04:00::|warm_up%1:04:00::|warm_up%2:29:00::|warm_up%2:29:01::|warm_up%2:30:00::|warm_up%2:30:01::|warm_up%2:41:00::,true,4,junior,selected_for_cross_level_review,false
218,watch out,watch out,junior,approved_dictionary_candidate_pool,OEWN,watch_out%2:39:00::,false,3,junior,selected_for_cross_level_review,false
219,work in,work in,junior,approved_dictionary_candidate_pool,OEWN,work-in%1:04:00::|work_in%2:30:00::,false,29,junior,selected_for_cross_level_review,false
220,work on,work on,junior,approved_dictionary_candidate_pool,OEWN,work_on%2:36:00::|work_on%2:41:00::,true,12,junior,selected_for_cross_level_review,false
221,work out,work out,junior,approved_dictionary_candidate_pool,OEWN,work_out%2:29:00::|work_out%2:29:01::|work_out%2:30:00::|work_out%2:30:01::|work_out%2:31:04::|work_out%2:31:06::|work_out%2:31:07::|work_out%2:42:00::,false,6,junior,selected_for_cross_level_review,false
222,write down,write down,junior,approved_dictionary_candidate_pool,OEWN,write-down%1:21:00::|write_down%2:30:10::|write_down%2:32:01::,false,1,junior,selected_for_cross_level_review,false
223,close to,close to,junior,approved_dictionary_candidate_pool,OEWN,close_to%4:02:00::,false,30,junior,selected_for_cross_level_review,false
224,far from,far from,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,29,manual_stage_check,selected_for_cross_level_review,false
225,in front of,in front of,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,37,manual_stage_check,selected_for_cross_level_review,false
226,look forward to,look forward to,junior,approved_dictionary_candidate_pool,Moby,,true,3,junior,selected_for_cross_level_review,false
227,on earth,on earth,junior,approved_dictionary_candidate_pool,OEWN,on_earth%4:02:00::,false,38,junior,selected_for_cross_level_review,false
228,used to,used to,junior,approved_dictionary_candidate_pool,OEWN,used_to%3:00:03::|used_to%5:00:00:accustomed_to:00,true,210,senior_high,selected_for_cross_level_review,false
229,would like,would like,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,13,manual_stage_check,selected_for_cross_level_review,false
230,be able to,be able to,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,66,manual_stage_check,selected_for_cross_level_review,false
231,be afraid of,be afraid of,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,manual_stage_check,selected_for_cross_level_review,false
232,be different from,be different from,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,manual_stage_check,selected_for_cross_level_review,false
233,be full of,be full of,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,manual_stage_check,selected_for_cross_level_review,false
234,be good at,be good at,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,manual_stage_check,selected_for_cross_level_review,false
235,be interested in,be interested in,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,manual_stage_check,selected_for_cross_level_review,false
236,be late for,be late for,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,manual_stage_check,selected_for_cross_level_review,false
237,be proud of,be proud of,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,4,manual_stage_check,selected_for_cross_level_review,false
238,come from,come from,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,29,manual_stage_check,selected_for_cross_level_review,false
239,go swimming,go swimming,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,7,manual_stage_check,selected_for_cross_level_review,false
240,go with,go with,junior,approved_dictionary_candidate_pool,OEWN,go_with%2:42:00::|go_with%2:42:01::,true,3,junior,selected_for_cross_level_review,false
241,good morning,good morning,junior,approved_dictionary_candidate_pool,OEWN,good_morning%1:10:00::,true,5,junior,selected_for_cross_level_review,false
242,have a good time,have a good time,junior,approved_dictionary_candidate_pool,OEWN,have_a_good_time%2:34:00::,false,1,junior,selected_for_cross_level_review,false
243,have fun,have fun,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,2,manual_stage_check,selected_for_cross_level_review,false
244,hear from,hear from,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,4,manual_stage_check,selected_for_cross_level_review,false
245,laugh at,laugh at,junior,approved_dictionary_candidate_pool,OEWN,laugh_at%2:32:00::,false,2,junior,selected_for_cross_level_review,false
246,smile at,smile at,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,manual_stage_check,selected_for_cross_level_review,false
247,take after,take after,junior,approved_dictionary_candidate_pool,OEWN,take_after%2:36:00::|take_after%2:42:00::,true,2,junior,selected_for_cross_level_review,false
248,take photos,take photos,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,manual_stage_check,selected_for_cross_level_review,false
249,wait for,wait for,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,11,manual_stage_check,selected_for_cross_level_review,false
250,worry about,worry about,junior,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,6,manual_stage_check,selected_for_cross_level_review,false
