record_id,word,dataset_layer,parts_of_speech,pos_evidence_source,pos_status
release-word-0764,dessert,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0765,destination,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0766,destroy,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0767,detail,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0768,detect,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0769,detective,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0770,determine,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0771,develop,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0772,development,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0773,device,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0774,devote,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0775,diagram,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0776,dialogue,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0777,diamond,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0778,diary,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0779,dictionary,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0780,die,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0781,diet,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0782,differ,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0783,difference,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0784,different,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0785,difficult,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0786,difficulty,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0787,dig,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0788,digest,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0789,digital,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0790,dignity,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0791,dimension,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0792,dining,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0793,dinner,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0794,dinosaur,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0795,direct,curriculum,adjective|adverb|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0796,direction,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0797,director,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0798,directory,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0799,dirty,curriculum,adjective|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0800,disability,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0801,disabled,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0802,disappear,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0803,disappointed,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0804,disaster,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0805,discipline,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0806,discount,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0807,discover,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0808,discovery,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0809,discrimination,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0810,discuss,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0811,discussion,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0812,disease,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0813,dish,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0814,disk,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0815,dismiss,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0816,display,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0817,distance,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0818,distant,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0819,distinct,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0820,distinguish,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0821,distribution,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0822,district,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0823,disturb,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0824,dive,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0825,diverse,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0826,divide,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0827,division,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0828,dizzy,curriculum,adjective|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0829,do,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0830,doctor,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0831,document,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0832,dog,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0833,dollar,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0834,dolphin,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0835,domain,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0836,domestic,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0837,dominate,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0838,donate,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0839,door,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0840,dormitory,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0841,double,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0842,doubt,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0843,down,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0844,download,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0845,downstairs,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0846,downtown,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0847,dozen,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0848,draft,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0849,drag,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0850,dragon,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0851,drama,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0852,dramatic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0853,draw,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0854,drawer,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0855,dream,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0856,dress,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0857,drill,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0858,drink,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0859,drive,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0860,driver,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0861,drop,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0862,drought,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0863,drug,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0864,dry,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0865,duck,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0866,due to,curriculum,multiword_preposition,Moby POS and/or rule-documented fallback,supplement_pos_ready
release-word-0867,dumpling,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0868,duration,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0869,during,curriculum,preposition,Moby POS and/or rule-documented fallback,supplement_pos_ready
release-word-0870,dust,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0871,duty,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0872,dynamic,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0873,dynasty,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0874,each,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0875,eager,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0876,eagle,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0877,ear,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0878,early,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0879,earn,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0880,earth,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0881,earthquake,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0882,ease,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0883,east,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0884,eastern,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0885,easy,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0886,eat,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0887,ecology,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0888,economic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0889,edge,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0890,editor,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0891,education,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0892,educator,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0893,effect,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0894,efficient,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0895,effort,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0896,egg,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0897,eight,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0898,eighteen,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0899,eighth,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0900,eighty,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0901,either,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0902,elder,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0903,elderly,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0904,election,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0905,electricity,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0906,electronic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0907,elegant,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0908,element,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0909,elephant,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0910,eleven,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0911,else,curriculum,adverb|determiner_or_article,Moby POS and/or rule-documented fallback,supplement_pos_ready
release-word-0912,elsewhere,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0913,email,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0914,embarrassed,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0915,emerge,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0916,emergency,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0917,emotion,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0918,emperor,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0919,emphasis,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0920,employ,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0921,empty,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0922,enable,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0923,encounter,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0924,encourage,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0925,end,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0926,enemy,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0927,energetic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0928,energy,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0929,engage,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0930,engine,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0931,engineer,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0932,England,curriculum,noun|proper_noun,Moby POS and/or rule-documented fallback,supplement_pos_ready
release-word-0933,English,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0934,enhance,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0935,enjoy,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0936,enormous,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0937,enough,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0938,ensure,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0939,enter,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0940,enterprise,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0941,entertainment,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0942,enthusiastic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0943,entirely,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0944,entitle,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0945,entrance,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0946,entry,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0947,envelope,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0948,environment,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0949,envy,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0950,episode,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0951,equal,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0952,equator,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0953,equipment,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0954,era,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0955,eraser,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0956,error,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0957,erupt,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0958,escape,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0959,especially,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0960,essay,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0961,essential,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0962,establish,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0963,estate,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0964,estimate,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0965,Europe,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0966,European,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-0967,evaluate,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0968,eve,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0969,even,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0970,evening,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0971,event,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0972,eventually,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0973,ever,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0974,every,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0975,everybody,curriculum,pronoun,Moby POS and/or rule-documented fallback,supplement_pos_ready
release-word-0976,everyday,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0977,everyone,curriculum,pronoun,Moby POS and/or rule-documented fallback,supplement_pos_ready
release-word-0978,everything,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0979,everywhere,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0980,evidence,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0981,exactly,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-0982,exam,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0983,examine,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0984,example,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0985,excellent,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0986,except,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0987,exceptional,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0988,exchange,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0989,excited,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0990,exciting,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-0991,excuse,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0992,exercise,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0993,exhibition,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0994,exist,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0995,exit,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-0996,expand,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0997,expansion,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-0998,expect,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-0999,expectation,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1000,expense,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1001,expensive,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1002,experience,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1003,experiment,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1004,expert,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1005,explain,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-1006,explode,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-1007,explore,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-1008,export,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1009,expose,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1010,exposure,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1011,express,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1012,extend,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-1013,extension,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1014,extent,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1015,external,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1016,extinction,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1017,extra,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1018,extraordinary,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1019,extremely,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-1020,eye,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1021,fabric,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1022,face,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1023,facilitate,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-1024,facility,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1025,fact,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1026,factor,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1027,factory,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1028,fail,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-1029,failure,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1030,fair,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1031,faith,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1032,fall,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1033,false,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-1034,familiar,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1035,family,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1036,famous,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1037,fan,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1038,fancy,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1039,fantastic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1040,fantasy,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1041,far,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-1042,farm,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1043,farmer,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1044,fashion,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1045,fast,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1046,fat,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1047,father,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1048,fault,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1049,favour,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1050,favourite,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1051,fear,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1052,feature,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1053,February,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1054,fee,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1055,feed,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1056,feel,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1057,feeling,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1058,fellow,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1059,female,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1060,fence,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1061,festival,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1062,fetch,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1063,fever,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1064,few,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1065,fibre,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1066,fiction,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1067,field,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1068,fifteen,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1069,fifth,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1070,fifty,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1071,fight,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1072,figure,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1073,file,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1074,fill,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1075,film,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1076,finally,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-1077,finance,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1078,financial,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1079,find,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1080,finding,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1081,fine,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1082,finger,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1083,finish,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1084,fire,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1085,firm,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1086,first,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1087,fish,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1088,fisherman,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1089,fist,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1090,fit,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1091,five,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1092,fix,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1093,flag,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1094,flash,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1095,flat,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1096,flavour,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1097,flexible,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1098,flight,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1099,flood,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
