record_id,word,dataset_layer,match_status,matched_lemmas,parts_of_speech,sense_count,lexicographer_classes,english_definitions,semantic_status
release-word-0324,boat,curriculum,exact_headword,boat,noun|verb,3,noun.artifact|verb.motion,a small vessel for travel on water || a dish (often boat-shaped) for serving gravy or sauce || ride in a boat on water,oewn_semantic_base_ready
release-word-0325,body,curriculum,exact_headword,body,noun|verb,12,noun.artifact|noun.attribute|noun.body|noun.communication|noun.group|noun.object|verb.stative,"the entire physical structure of an organism (an animal, plant, or human being) || a group of persons associated by some common tie or occupation and regarded as an entity || a natural object consisting of a dead animal or person || an individual 3-dimensional object that has mass and that is distinguishable from other objects || the body excluding the head and neck and limbs || a collection of particulars considered as a system || the property of holding together and retaining its shape || the central message of a communication || the main mass of a thing || a resonating chamber in a musical instrument (as the body of a violin) || the external structure of a vehicle || invest with or as with a body; give body to",oewn_semantic_base_ready
release-word-0326,boil,curriculum,exact_headword,boil,noun|verb,7,noun.attribute|noun.state|verb.change|verb.emotion|verb.motion,"a painful sore with a hard core filled with pus || the temperature at which a liquid boils at sea level || come to the boiling point and change from a liquid to vapor || immerse or be immersed in a boiling liquid, often for cooking purposes || bring to, or maintain at, the boiling point || be agitated || be in an agitated emotional state",oewn_semantic_base_ready
release-word-0327,bomb,curriculum,exact_headword,bomb,noun|verb,5,noun.artifact|noun.event|verb.competition|verb.social,an explosive device fused to explode under specific conditions || strong sealed vessel for measuring heat of combustion || an event that fails badly or is totally ineffectual || throw bombs at or attack with bombs || fail to get a passing grade,oewn_semantic_base_ready
release-word-0328,bond,curriculum,exact_headword,bond,noun|verb,12,noun.artifact|noun.attribute|noun.phenomenon|noun.possession|noun.relation|noun.substance|verb.contact|verb.possession|verb.social,an electrical force linking atoms || a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal || a connection based on kinship or marriage or common interest || (criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial || a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner) || a connection that fastens things together || a superior quality of strong durable white writing paper; originally made for printing documents || the property of sticking together (as of glue and wood) or the joining of surfaces of different composition || stick to firmly || create social or emotional ties || issue bonds on || bring together in a common cause or emotion,oewn_semantic_base_ready
release-word-0329,bone,curriculum,exact_headword,bone,adjective|noun|verb,6,adj.all|noun.attribute|noun.body|noun.substance|verb.change|verb.cognition,"consisting of or made up of bone || rigid connective tissue that makes up the skeleton of vertebrates || the porous calcified substance from which bones are made || a shade of white the color of bleached bones || study intensively, as before an exam || remove the bones from",oewn_semantic_base_ready
release-word-0330,bonus,curriculum,exact_headword,bonus,noun,2,noun.cognition|noun.possession,anything that tends to arouse || an additional payment (or other remuneration) to employees as a means of increasing output,oewn_semantic_base_ready
release-word-0331,book,curriculum,exact_headword,book,noun|verb,13,noun.artifact|noun.communication|noun.group|noun.possession|verb.cognition|verb.social,a written work or composition that has been published (printed on pages bound together) || physical objects consisting of a number of pages bound together || a compilation of the known facts regarding something or someone || a written version of a play or other dramatic composition; used in preparing for a performance || a record in which commercial accounts are recorded || a collection of playing cards satisfying the rules of a card game || a collection of rules or prescribed standards on the basis of which decisions are made || a major division of a long written composition || a number of sheets (ticket or stamps etc.) bound together on one edge || engage for a performance || arrange for and reserve (something for someone else) in advance || record a charge in a police register || register in a hotel booker,oewn_semantic_base_ready
release-word-0332,boost,curriculum,exact_headword,boost,noun|verb,8,noun.act|noun.attribute|verb.change|verb.contact|verb.motion|verb.social,"the act of giving hope or support to someone || an increase in cost || the act of giving a push || increase || give a boost to; be beneficial to || contribute to the progress or growth of || push or shove upward, as if from below or behind || increase or raise",oewn_semantic_base_ready
release-word-0333,boot,curriculum,exact_headword,boot,noun|verb,9,noun.act|noun.artifact|noun.feeling|verb.body|verb.contact,footwear that covers the whole foot and lower leg || compartment in an automobile that carries luggage or shopping or tools || the swift release of a store of affective force || protective casing for something that resembles a leg || an instrument of torture that is used to heat or crush the foot and leg || a form of foot torture in which the feet are encased in iron and slowly crushed || the act of delivering a blow with the foot || kick; give a boot to || cause to load (an operating system) and start the initial processes,oewn_semantic_base_ready
release-word-0334,border,curriculum,exact_headword,border,noun|verb,10,noun.artifact|noun.location|noun.shape|verb.contact|verb.possession|verb.stative,a line that indicates a boundary || the boundary line or the area immediately inside the boundary || the boundary of a surface || a decorative recessed or relieved surface on an edge || a strip forming the outer edge of something || extend on all sides of simultaneously; encircle || form the boundary of; be contiguous to || enclose in or as if in a frame || provide with a border or edge || lie adjacent to another or share a boundary,oewn_semantic_base_ready
release-word-0335,bored,curriculum,exact_headword,bored,adjective,2,adj.all,tired of the world || uninterested because of frequent exposure or indulgence,oewn_semantic_base_ready
release-word-0336,boring,curriculum,exact_headword,boring,adjective|noun,3,adj.all|noun.act,so lacking in interest as to cause mental weariness || the act of drilling || the act of drilling a hole in the earth in the hope of producing petroleum,oewn_semantic_base_ready
release-word-0337,born,curriculum,exact_headword,born,adjective,2,adj.all,brought into existence || being talented through inherited qualities,oewn_semantic_base_ready
release-word-0338,borrow,curriculum,exact_headword,borrow,verb,2,verb.possession,get temporarily || take up and practice as one's own,oewn_semantic_base_ready
release-word-0339,boss,curriculum,exact_headword,boss,adjective|noun|verb,7,adj.all|noun.artifact|noun.person|verb.contact,exceptionally good || a person who exercises control over workers || a person responsible for hiring workers || a person who exercises control and makes decisions || a leader in a political party who controls votes and dictates appointments || a circular rounded projection or protuberance || raise in a relief,oewn_semantic_base_ready
release-word-0340,botanical,curriculum,exact_headword,botanical,adjective|noun,2,adj.pert|noun.artifact,of or relating to plants or botany || a drug made from part of a plant (as the bark or root or leaves),oewn_semantic_base_ready
release-word-0341,both,curriculum,exact_headword,both,adjective,1,adj.all,(used with count nouns) two considered together; the two,oewn_semantic_base_ready
release-word-0342,bother,curriculum,exact_headword,bother,noun|verb,8,noun.cognition|noun.event|verb.emotion|verb.motion|verb.social,"an angry disturbance || something or someone that causes trouble; a source of unhappiness || take the trouble to do something; concern oneself || cause annoyance in; disturb, especially by minor irritations || to cause inconvenience or discomfort to || intrude or enter uninvited || make nervous or agitated || make confused or perplexed or puzzled",oewn_semantic_base_ready
release-word-0343,bottle,curriculum,exact_headword,bottle,noun|verb,5,noun.artifact|noun.quantity|verb.contact|verb.possession,a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped || the quantity contained in a bottle || a vessel fitted with a flexible teat and filled with milk or formula; used as a substitute for breast feeding infants and very young children || store (liquids or gases) in bottles || put into bottles,oewn_semantic_base_ready
release-word-0344,bottom,curriculum,exact_headword,bottom,adjective|noun|verb,12,adj.all|noun.artifact|noun.body|noun.location|noun.object|noun.time|verb.cognition|verb.contact|verb.possession,"situated at the bottom or lowest position || the lowest rank || the lower side of anything || the lowest part of anything || the fleshy part of the human body that you sit on || the second half of an inning; while the home team is at bat || a depression forming the ground under a body of water || low-lying alluvial land near a river || a cargo ship || provide with a bottom or a seat || strike the ground, as with a ship's bottom || come to understand",oewn_semantic_base_ready
release-word-0345,bounce,curriculum,exact_headword,bounce,noun|verb,10,noun.act|noun.attribute|noun.event|verb.contact|verb.motion|verb.possession,"the quality of a substance that is able to rebound || a light, self-propelled movement upwards or forwards || rebounding from an impact (or series of impacts) || spring back; spring away from an impact || hit something so that it bounces || move up and down repeatedly || come back after being refused || leap suddenly || refuse to accept and send back || eject from the premises",oewn_semantic_base_ready
release-word-0346,bound,curriculum,exact_headword,bound,adjective|noun|verb,17,adj.all|noun.act|noun.attribute|noun.location|noun.shape|verb.change|verb.motion|verb.stative,"confined by bonds || held with another element, substance or material in chemical or physical union || secured with a cover or binding; often used as a combining form || (usually followed by ‘to’) governed by fate || covered or wrapped with a bandage || headed or intending to head in a certain direction; often used as a combining form as in ‘college-bound students’ || bound by an oath || bound by contract || confined in the bowels || a line determining the limits of an area || the line or plane indicating the limit or extent of something || the greatest possible degree of something || a light, self-propelled movement upwards or forwards || move forward by leaps and bounds || form the boundary of; be contiguous to || place limits on (extent or amount or access) || spring back; spring away from an impact",oewn_semantic_base_ready
release-word-0347,boundary,curriculum,exact_headword,boundary,noun,3,noun.attribute|noun.location|noun.shape,the line or plane indicating the limit or extent of something || a line determining the limits of an area || the greatest possible degree of something,oewn_semantic_base_ready
release-word-0348,bow,curriculum,exact_headword,bow,noun|verb,14,noun.act|noun.artifact|noun.communication|noun.shape|verb.communication|verb.creation|verb.motion,"a knot with two loops and loose ends; used to tie shoelaces || a slightly curved piece of resilient wood with taut horsehair strands; used in playing certain stringed instruments || a weapon for shooting arrows, composed of a curved piece of resilient wood with a taut cord to propel the arrow || something curved in shape || a decorative interlacing of ribbons || a stroke with a curved piece of wood with taut horsehair strands that is used in playing stringed instruments || front part of a vessel or aircraft || bending the head or body or knee as a sign of reverence or submission or shame or greeting || an appearance by actors or performers at the end of the concert or play in order to acknowledge the applause of the audience || bend one's knee or body, or lower one's head || yield to another's wish or opinion || bend the head or the upper part of the body in a gesture of respect or greeting || bend one's back forward from the waist on down || play on a stringed instrument with a bow",oewn_semantic_base_ready
release-word-0349,bowl,curriculum,exact_headword,bowl,noun|verb,12,noun.act|noun.artifact|noun.quantity|noun.shape|verb.competition|verb.contact|verb.motion,a round vessel that is open at the top; used chiefly for holding grains or liquids || a concave shape with an open top || a dish that is round and open at the top for serving foods || the quantity contained in a bowl || a large structure for open-air sports or entertainments || a large ball with finger holes used in the sport of bowling || a wooden ball (with flattened sides so that it rolls on a curved course) used in the game of lawn bowling || a small round container that is open at the top for holding tobacco || the act of rolling something (as the ball in bowling) || roll (a ball) || hurl a cricket ball from one end of the pitch towards the batsman at the other end || engage in the sport of bowling,oewn_semantic_base_ready
release-word-0350,bowling,curriculum,exact_headword,bowling,noun,3,noun.act,a game in which balls are rolled at an object or group of objects with the aim of knocking them over or moving them || (cricket) the act of delivering a cricket ball to the batsman || the playing of a game of tenpins or duckpins etc,oewn_semantic_base_ready
release-word-0351,box,curriculum,exact_headword,box,noun|verb,13,noun.act|noun.artifact|noun.plant|noun.quantity|noun.shape|noun.state|verb.contact,a (usually rectangular) container; may have a lid || private area in a theater or grandstand where a small group can watch the performance || the quantity contained in a box || a predicament from which a skillful or graceful escape is impossible || a rectangular drawing || evergreen shrubs or small trees || any one of several designated areas on a ball field where the batter or catcher or coaches are positioned || the driver's seat on a coach || separate partitioned area in a public place for a few people || a blow with the hand (usually on the ear) || put into a box || hit with the fist || engage in a boxing match,oewn_semantic_base_ready
release-word-0352,boxing,curriculum,exact_headword,boxing,noun,2,noun.act,fighting with the fists || the enclosure of something in a package or box,oewn_semantic_base_ready
release-word-0353,boy,curriculum,exact_headword,boy,noun,4,noun.person,a youthful male person || a friendly informal reference to a grown man || a male human offspring || (ethnic slur) offensive and disparaging term for Black man,oewn_semantic_base_ready
release-word-0354,brain,curriculum,exact_headword,brain,noun|verb,7,noun.body|noun.cognition|noun.food|noun.person|verb.contact,"that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord || mental ability || that which is responsible for one's thoughts, feelings, and conscious brain functions; the seat of the faculty of reason || someone who has exceptional intellectual ability and originality || the brain of certain animals used as meat || hit on the head || kill by smashing someone's skull",oewn_semantic_base_ready
release-word-0355,branch,curriculum,exact_headword,branch,noun|verb,8,noun.artifact|noun.group|noun.object|noun.phenomenon|noun.plant|noun.shape|verb.change,"a division of some larger or more complex organization || a division of a stem, or secondary stem arising from the main stem of a plant || a part of a forked or branching shape || a natural consequence of development || a stream or river connected to a larger one || any projection that is thought to resemble a human arm || grow and send out branches or branch-like structures || divide into two or more branches so as to form a fork",oewn_semantic_base_ready
release-word-0356,brave,curriculum,exact_headword,brave,adjective|noun|verb,6,adj.all|noun.group|noun.person|verb.stative,possessing or displaying courage; able to face and deal with danger or fear without flinching || invulnerable to fear or intimidation || brightly colored and showy || a North American Indian warrior || people who are brave || face and withstand with courage,oewn_semantic_base_ready
release-word-0357,bread,curriculum,exact_headword,bread,noun|verb,3,noun.food|noun.possession|verb.contact,food made from dough of flour or meal and usually raised with yeast or baking powder and then baked || informal terms for money || cover with bread crumbs,oewn_semantic_base_ready
release-word-0358,break,curriculum,exact_headword,break,noun|verb,75,noun.act|noun.event|noun.object|noun.state|noun.time|verb.body|verb.change|verb.cognition|verb.communication|verb.competition|verb.contact|verb.emotion|verb.motion|verb.possession|verb.social|verb.stative,"some abrupt occurrence that interrupts an ongoing activity || an unexpected piece of good luck || (geology) a crack in the earth's crust resulting from the displacement of one side with respect to the other || a personal or social separation (as between opposing factions) || a pause from doing something (as work) || the act of breaking something || a time interval during which there is a temporary cessation of something || breaking of hard tissue such as bone || the occurrence of breaking || an abrupt change in the tone or register of the voice (as at puberty or due to emotion) || the opening shot that scatters the balls in billiards or pool || (tennis) a score consisting of winning a game when your opponent was serving || an act of delaying or interrupting the continuity || a sudden dash || any frame in which a bowler fails to make a strike or spare || an escape from jail || terminate or end || become separated into pieces or fragments || render inoperable or ineffective || ruin completely || destroy the integrity of; usually by force; cause to separate into pieces or fragments || act in disregard of laws, rules, contracts, or promises || move away or escape suddenly || scatter or part || force out or release suddenly and often violently something pent up || enter someone's (virtual or real) property in an unauthorized manner, usually with the intent to steal or commit a violent act || make submissive, obedient, or useful || fail to agree with; be in violation of; as of rules or patterns || surpass in excellence || make known to the public information that was previously known only to a few people or that was meant to be kept a secret || come into being || stop operating or functioning || interrupt a continued activity || make a rupture in the ranks of the enemy or one's own by quitting or fleeing || curl over and fall apart in surf or foam, of waves || lessen in force or effect || be broken in || come to an end (of an event) || vary or interrupt a uniformity or continuity || cause to give up a habit || give up || come forth or begin from a state of latency || happen or take place || cause the failure or ruin of || invalidate by judicial action || discontinue an association or relation; go different ways || assign to a lower position; reduce in rank || reduce to bankruptcy || change directions suddenly || emerge from the surface of a body of water || break down, literally or metaphorically || do a break dance || exchange for smaller units of money || destroy the completeness of a set of related items || make the opening shot that scatters the balls || separate from a clinch, in boxing || go to pieces || break a piece from a whole || become punctured or penetrated || pierce or penetrate || be released or become known; of news || cease an action temporarily || interrupt the flow of current in || undergo breaking || find a flaw in || find the solution or key to || change suddenly from one tone quality or register to another || happen || become fractured; break or crack on the surface only || crack; of the male voice in puberty || fall sharply || fracture a bone of || diminish or discontinue abruptly || weaken or destroy in spirit or body || put an end to a state or an activity",oewn_semantic_base_ready
release-word-0359,breakfast,curriculum,exact_headword,breakfast,noun|verb,3,noun.food|verb.consumption,the first meal of the day (usually in the morning) || eat an early morning meal || provide breakfast for,oewn_semantic_base_ready
release-word-0360,breast,curriculum,exact_headword,breast,noun|verb,7,noun.animal|noun.body|noun.food|verb.competition|verb.motion|verb.stative,the front of the trunk from the neck to the abdomen || either of two soft fleshy milk-secreting glandular organs on the chest of a woman || meat carved from the breast of a fowl || the part of an animal's body that corresponds to a person's chest || meet at breast level || reach the summit (of a mountain) || confront bodily,oewn_semantic_base_ready
release-word-0361,breath,curriculum,exact_headword,breath,noun,5,noun.act|noun.communication|noun.phenomenon|noun.substance|noun.time,the process of taking in and expelling air during breathing || the air that is inhaled and exhaled in respiration || a short respite || an indirect suggestion || a slight movement of the air,oewn_semantic_base_ready
release-word-0362,breathe,curriculum,exact_headword,breathe,verb,9,verb.body|verb.change|verb.communication|verb.possession|verb.stative,"draw air into, and expel out of, the lungs || be alive || impart as if by breathing || allow the passage of air through || utter or tell || manifest or evince || take a short break from one's activities in order to relax || reach full flavor by absorbing air and being let to stand after having been uncorked || expel (gases or odors)",oewn_semantic_base_ready
release-word-0363,brick,curriculum,exact_headword,brick,noun|verb,3,noun.artifact|noun.person|verb.contact,rectangular block of clay baked by the sun or in a kiln; used as a building or paving material || a good fellow; helpful and trustworthy || To stop working (of an electronic device),oewn_semantic_base_ready
release-word-0364,bride,curriculum,exact_headword,bride,noun,2,noun.person,a woman who has recently been married || a woman participant in her own marriage ceremony,oewn_semantic_base_ready
release-word-0365,bridegroom,curriculum,exact_headword,bridegroom,noun,2,noun.person,a man who has recently been married || a man participant in his own marriage ceremony,oewn_semantic_base_ready
release-word-0366,bridge,curriculum,exact_headword,bridge,noun|verb,12,noun.act|noun.artifact|noun.body|noun.relation|verb.contact|verb.motion|verb.stative,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc. || a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected || something resembling a bridge in form or function || the hard ridge that forms the upper part of the nose || any of various card games based on whist for four players || a wooden support that holds the strings up || a denture anchored to teeth on either side of missing teeth || the link between two lenses; rests on the nose || an upper deck where a ship is steered and the captain stands || connect or reduce the distance between || make a bridge across || cross over on a bridge,oewn_semantic_base_ready
release-word-0367,brief,curriculum,exact_headword,brief,adjective|noun|verb,6,adj.all|noun.communication|verb.communication,of short duration or distance || concise and succinct || (of clothing) very short || a document stating the facts and points of law of a client's case || a condensed written summary or abstract || give essential information to someone,oewn_semantic_base_ready
release-word-0368,bright,curriculum,exact_headword,bright,adjective|adverb,11,adj.all|adv.all,emitting or reflecting light readily or in large amounts || having strong or striking color || characterized by quickness and ease in learning || having lots of light either natural or artificial || made smooth and bright by or as if by rubbing; reflecting a sheen or glow || splendid || not made dim or less bright || clear and sharp and ringing || characterized by happiness or gladness || likely to turn out well in the future || with brightness,oewn_semantic_base_ready
release-word-0369,brilliant,curriculum,exact_headword,brilliant,adjective,6,adj.all,of surpassing excellence || having or marked by unusual and impressive intelligence || characterized by grandeur || having strong or striking color || full of light; shining intensely || clear and sharp and ringing,oewn_semantic_base_ready
release-word-0370,bring,curriculum,exact_headword,bring,verb,11,verb.change|verb.communication|verb.contact|verb.creation|verb.emotion|verb.motion|verb.possession,take something or somebody with oneself somewhere || cause to come into a particular state or condition || cause to happen or to occur as a consequence || go or come after and bring or take back || bring into a different state || be accompanied by || advance or set forth in court || bestow a quality on || be sold for a certain price || attract the attention of || induce or persuade,oewn_semantic_base_ready
release-word-0371,Britain,curriculum,no_oewn_match,,,0,,,needs_non_oewn_review
release-word-0372,British,curriculum,exact_headword,British,adjective|noun,2,adj.pert|noun.person,of or relating to or characteristic of Great Britain or its people or culture || the people of Great Britain,oewn_semantic_base_ready
release-word-0373,broad,curriculum,exact_headword,broad,adjective|noun,9,adj.all|noun.person,having great (or a certain) extent from one side to the other || broad in scope or content || not detailed or specific || lacking subtlety; obvious || being at a peak or culminating point || very large in expanse or scope || (of speech) heavily and noticeably regional || showing or characterized by broad-mindedness || slang term for a woman,oewn_semantic_base_ready
release-word-0374,broadcast,curriculum,exact_headword,broadcast,noun|verb,5,noun.communication|verb.communication|verb.contact,"message that is transmitted by radio or television || a radio or television show || broadcast over the airwaves, as in radio or television || sow over a wide area, especially by hand || cause to become widely known",oewn_semantic_base_ready
release-word-0375,brochure,curriculum,exact_headword,brochure,noun,1,noun.communication,a small book usually having a paper cover,oewn_semantic_base_ready
release-word-0376,brother,curriculum,exact_headword,brother,noun,4,noun.person,a male with the same parents as someone else || a male person who is a fellow member (of a fraternity or religion or other group) || used as a term of address for those male persons engaged in the same movement || a close male friend who accompanies his buddies in their activities,oewn_semantic_base_ready
release-word-0377,brown,curriculum,exact_headword,brown,adjective|noun|verb,5,adj.all|noun.attribute|verb.change,of a color similar to that of wood or earth || (of skin) deeply suntanned || an orange of low brightness and saturation || fry in a pan until it changes color || make brown in color,oewn_semantic_base_ready
release-word-0378,brush,curriculum,exact_headword,brush,noun|verb,15,noun.act|noun.animal|noun.artifact|noun.event|noun.group|verb.change|verb.contact|verb.motion,"a dense growth of bushes || an implement that has hairs or bristles firmly set into a handle || momentary contact || conducts current between rotating and stationary parts of a generator or motor || a bushy tail or part of a bushy tail (especially of the fox) || a minor short-term fight || the act of brushing your teeth || the act of brushing your hair || contact with something dangerous or undesirable || rub with a brush, or as if with a brush || touch lightly and briefly || clean with a brush || sweep across or over || remove with or as if with a brush || cover by brushing",oewn_semantic_base_ready
release-word-0379,budget,curriculum,exact_headword,budget,noun|verb,3,noun.possession|verb.cognition,a sum of money allocated for a particular purpose || a summary of intended expenditures along with proposals for how to meet them || make a budget,oewn_semantic_base_ready
release-word-0380,buffet,curriculum,exact_headword,buffet,noun|verb,5,noun.artifact|noun.food|verb.contact,"a piece of furniture that stands at the side of a dining room; has shelves and drawers || a meal set out on a buffet at which guests help themselves || usually inexpensive bar || strike against forcefully || strike, beat repeatedly",oewn_semantic_base_ready
release-word-0381,build,curriculum,exact_headword,build,noun|verb,12,noun.attribute|noun.body|verb.change|verb.cognition|verb.creation|verb.social,"constitution of the human body || alternative names for the body of a human being || make by combining materials and parts || form or accumulate steadily || build or establish something abstract || improve the cleansing action of || order, supervise, or finance the construction of || give form to, according to a plan || be engaged in building || found or ground || bolster or strengthen || develop and grow",oewn_semantic_base_ready
release-word-0382,building,curriculum,exact_headword,building,noun,4,noun.act|noun.artifact|noun.group,a structure that has a roof and walls and stands more or less permanently in one place || the act of constructing something || the commercial activity involved in repairing old structures or constructing new ones || the occupants of a building,oewn_semantic_base_ready
release-word-0383,bunch,curriculum,exact_headword,bunch,noun|verb,5,noun.group|verb.contact|verb.motion,a grouping of a number of similar things || an informal body of friends || any collection in its entirety || form into a bunch || gather or cause to gather into a cluster,oewn_semantic_base_ready
release-word-0384,burn,curriculum,exact_headword,burn,noun|verb,19,noun.act|noun.attribute|noun.state|verb.body|verb.change|verb.consumption|verb.creation|verb.emotion|verb.perception|verb.possession|verb.social|verb.weather,"pain that feels hot as if it were on fire || an injury caused by exposure to heat or chemicals or radiation || a place or area that has been burned (especially on a person's body) || damage inflicted by fire || destroy by fire || shine intensely, as if with heat || undergo combustion || cause a sharp or stinging pain or discomfort || cause to burn or combust || feel strong emotion, especially anger or passion || cause to undergo combustion || execute by tying to a stake and setting alight || spend (significant amounts of money) || feel hot or painful || burn, sear, or freeze (tissue) using a hot iron or electric current or a caustic agent || get a sunburn by overexposure to the sun || create by duplicating data || use up (energy) || damage by burning with heat, fire, or radiation",oewn_semantic_base_ready
release-word-0385,bury,curriculum,exact_headword,bury,verb,6,verb.cognition|verb.contact|verb.perception|verb.social,"cover from sight || place in a grave or tomb || place in the earth and cover with soil || enclose or envelop completely, as if by swallowing || embed deeply || dismiss from the mind; stop remembering",oewn_semantic_base_ready
release-word-0386,bus,curriculum,exact_headword,bus,noun|verb,7,noun.artifact|noun.cognition|verb.change|verb.motion,a vehicle carrying many passengers; used for public transport || the topology of a network whose components are connected by a busbar || an electrical conductor that makes a common connection between several circuits || a car that is old and unreliable || send or move around by bus || ride in a bus || remove used dishes from the table in restaurants,oewn_semantic_base_ready
release-word-0387,business,curriculum,exact_headword,business,noun,9,noun.act|noun.cognition|noun.group,a commercial or industrial enterprise and the people who constitute it || the activity of providing goods and services involving financial and commercial and industrial aspects || the principal activity in your life that you do to earn money || a rightful concern or responsibility || an immediate objective || the volume of commercial activity || business concerns collectively || customers collectively || incidental activity performed by an actor for dramatic effect,oewn_semantic_base_ready
release-word-0388,busy,curriculum,exact_headword,busy,adjective|verb,6,adj.all|verb.social,actively or fully engaged or occupied || overcrowded or cluttered with detail || intrusive in a meddling or offensive manner || crowded with or characterized by much activity || (of facilities such as telephones or lavatories) unavailable for use by anyone else or indicating unavailability; (‘engaged’ is a British term for a busy telephone line) || keep busy with,oewn_semantic_base_ready
release-word-0389,but,curriculum,exact_headword,but,adverb,1,adv.all,and nothing more,oewn_semantic_base_ready
release-word-0390,butcher,curriculum,exact_headword,butcher,noun|verb,5,noun.person|verb.contact,a retailer of meat || a brutal indiscriminate murderer || a person who slaughters or dresses meat for market || someone who makes mistakes because of incompetence || kill (animals) usually for food consumption,oewn_semantic_base_ready
release-word-0391,butter,curriculum,exact_headword,butter,noun|verb,3,noun.food|noun.person|verb.contact,an edible emulsion of fat globules made by churning milk or cream; for cooking and table use || a fighter who strikes the opponent with their head || spread butter on,oewn_semantic_base_ready
release-word-0392,button,curriculum,exact_headword,button,noun|verb,10,noun.artifact|noun.body|noun.communication|noun.plant|verb.contact,a round fastener sewn to shirts and coats etc. to fit through buttonholes || an electrical switch operated by pressing || any of various plant parts that resemble buttons || a round flat badge displaying information and suitable for pinning onto a garment || a female sexual organ homologous to the penis || a device that when pressed will release part of a mechanism || any artifact that resembles a button || a specific area or icon in graphical user interface systems that is clicked or pressed in order to select a command or perform an action || provide with buttons || fasten with buttons,oewn_semantic_base_ready
release-word-0393,buy,curriculum,exact_headword,buy,noun|verb,6,noun.possession|verb.cognition|verb.possession|verb.stative,an advantageous purchase || obtain by purchase; acquire by means of a financial transaction || make illegal payments to in exchange for favors or influence || be worth or be capable of buying || acquire by trade or sacrifice or exchange || accept as true,oewn_semantic_base_ready
release-word-0394,by,curriculum,exact_headword,by,adverb,2,adv.all,so as to pass a given point || in reserve; not for immediate use,oewn_semantic_base_ready
release-word-0395,cabbage,curriculum,exact_headword,cabbage,noun|verb,4,noun.food|noun.plant|noun.possession|verb.possession,any of various types of cabbage || informal terms for money || any of various cultivars of the genus Brassica oleracea grown for their edible leaves or flowers || make off with belongings of others,oewn_semantic_base_ready
release-word-0396,café,curriculum,no_oewn_match,,,0,,,needs_non_oewn_review
release-word-0397,cafeteria,curriculum,exact_headword,cafeteria,noun,1,noun.artifact,a restaurant where you serve yourself and pay a cashier,oewn_semantic_base_ready
release-word-0398,cage,curriculum,exact_headword,cage,noun|verb,5,noun.artifact|noun.state|verb.social,an enclosure made or wire or metal bars in which birds or animals can be kept || something that restricts freedom as a cage restricts movement || the net that is the goal in ice hockey || a movable screen placed behind home base to catch balls during batting practice || confine in a cage,oewn_semantic_base_ready
release-word-0399,cake,curriculum,exact_headword,cake,noun|verb,4,noun.artifact|noun.food|verb.contact,"a block of solid substance (such as soap or wax) || small flat mass of chopped or ground food || food made from or based on a mixture of flour, sugar, eggs, and fat, typically cooked in an oven || form a coat over",oewn_semantic_base_ready
release-word-0400,calculate,curriculum,exact_headword,calculate,verb,6,verb.cognition|verb.communication|verb.possession,"make a mathematical calculation or computation || judge to be probable || keep an account of || predict in advance || specifically design a product, event, or activity for a certain public || have faith or confidence in",oewn_semantic_base_ready
release-word-0401,calendar,curriculum,exact_headword,calendar,noun|verb,4,noun.communication|noun.group|noun.time|verb.cognition,a system of timekeeping that defines the beginning and length and divisions of the year || a list or register of events (appointments or social events or court cases etc.) || a tabular array of the days (usually for one year) || enter into a calendar,oewn_semantic_base_ready
