queue_id,word,legacy_candidate_form,queue_route,relevance_score,bnc_rank,contemporary_rank,part_of_speech,oewn_lexicographer_classes,theme_candidates,review_focus,current_status,definitions_zh,phonetic_uk,phonetic_us
secondary-review-0142,pianist,pianist,original_medium_frequency,6,10127,8252,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0143,pineapple,pineapple,original_medium_frequency,6,12015,9086,n,noun.food|noun.plant,人与自我|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0144,pint,pint,original_medium_frequency,4,3977,,n,noun.quantity,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0145,playmate,playmate,original_medium_frequency,4,21857,14534,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0146,poisonous,poisonous,original_medium_frequency,6,9555,10074,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0147,popcorn,popcorn,original_medium_frequency,5,25500,8839,n,noun.food|noun.plant,人与自我|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0148,porridge,porridge,original_medium_frequency,5,11936,18724,n,noun.food,人与自我,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0149,porter,porter,original_medium_frequency,6,6464,11418,n|v,noun.food|noun.person|verb.contact,人与自我|人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0150,postage,postage,original_medium_frequency,6,9763,13293,n,noun.communication|noun.possession,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0151,postcode,postcode,promoted_from_low_frequency_semantic_review,1,22564,,n,noun.communication,人与社会,地址、邮政和英式生活场景中实用,pending_explicit_semantic_decision,,,
secondary-review-0152,prairie,prairie,original_medium_frequency,5,20980,6846,n,noun.location,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0153,preview,preview,original_medium_frequency,6,11861,7529,n|v,noun.communication|verb.perception,人与自我|人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0154,punctual,punctual,promoted_from_low_frequency_semantic_review,3,20448,25334,a,adj.all,人与自我,时间管理和人物品质主题中的常用形容词,pending_explicit_semantic_decision,,,
secondary-review-0155,punctuate,punctuate,original_medium_frequency,6,11199,9198,v,verb.change|verb.communication,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0156,punctuation,punctuation,original_medium_frequency,5,12610,15876,n,noun.act|noun.communication|noun.event,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0157,quake,quake,original_medium_frequency,5,23257,8561,n|v,noun.event|verb.motion,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0158,quarrel,quarrel,original_medium_frequency,6,7746,11177,n|v,noun.artifact|noun.communication|verb.communication,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0159,quilt,quilt,original_medium_frequency,6,12326,6124,n|v,noun.artifact|verb.creation,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0160,raincoat,raincoat,original_medium_frequency,5,12667,15201,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0161,rainfall,rainfall,original_medium_frequency,6,10343,9169,n,noun.phenomenon,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0162,rectangle,rectangle,original_medium_frequency,5,10208,10058,n,noun.shape,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0163,redirect,redirect,original_medium_frequency,5,14745,11425,v,verb.motion,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0164,refreshment,refreshments,normalized_legacy_surface_form,6,7812,14418,n,noun.act|noun.food,人与自我|人与社会,确认规范词头的主题价值；不得恢复旧复数形式,pending_explicit_semantic_decision,,,
secondary-review-0165,retell,retell,original_medium_frequency,4,34354,19549,v,verb.communication|verb.creation,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0166,reuse,reuse,original_medium_frequency,4,22536,12946,v,verb.consumption,人与自我,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0167,reviewer,reviewer,original_medium_frequency,6,10297,8282,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0168,rewind,rewind,promoted_from_low_frequency_semantic_review,3,26999,20177,v,verb.contact,人与社会,媒体操作及比喻性表达中仍有识别价值,pending_explicit_semantic_decision,,,
secondary-review-0169,ripen,ripen,original_medium_frequency,5,14908,14750,v,verb.change,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0170,rooster,rooster,original_medium_frequency,4,35410,11564,n,noun.animal,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0171,roundabout,roundabout,original_medium_frequency,5,7908,21821,a|n,adj.all|noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0172,sailing,sailing,original_medium_frequency,6,5717,10027,n,noun.act,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0173,salute,salute,original_medium_frequency,6,11386,8974,n|v,noun.communication|verb.communication|verb.consumption|verb.perception,人与自我|人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0174,savage,savage,original_medium_frequency,6,7623,10011,a|n|v,adj.all|noun.person|verb.communication|verb.competition,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0175,sceptical,sceptical,original_medium_frequency,5,6418,37694,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0176,schoolmate,schoolmate,original_medium_frequency,4,33562,19024,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0177,scold,scold,original_medium_frequency,5,15769,10246,n|v,noun.person|verb.communication,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0178,seaman,seaman,original_medium_frequency,6,7264,17406,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0179,seashell,seashell,promoted_from_low_frequency_semantic_review,3,42970,19554,n,noun.animal,人与自然,海洋、生物和自然观察主题中有明确价值,pending_explicit_semantic_decision,,,
secondary-review-0180,seaside,seaside,original_medium_frequency,6,7563,12240,n,noun.object,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0181,seaweed,seaweed,original_medium_frequency,5,14677,13198,n,noun.animal,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0182,secondhand,secondhand,promoted_from_low_frequency_semantic_review,2,15042,,a|r,adj.all|adv.all,人与社会,消费、环保和信息来源语境均常用,pending_explicit_semantic_decision,,,
secondary-review-0183,semicircle,semicircle,original_medium_frequency,4,33785,19191,n,noun.shape,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0184,shabby,shabby,original_medium_frequency,5,10226,10996,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0185,shopkeeper,shopkeeper,original_medium_frequency,6,8491,12729,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0186,sidewalk,sidewalk,original_medium_frequency,6,22023,3770,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0187,sixteenth,sixteenth,original_medium_frequency,6,5786,10249,a|n,adj.all|noun.quantity|noun.relation,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0188,skillful,skillful,promoted_from_low_frequency_semantic_review,3,43429,12290,a,adj.all,人与自我,能力和表现描述中常用，需与英式拼写 skilful 对照,pending_explicit_semantic_decision,,,
secondary-review-0189,skyscraper,skyscraper,original_medium_frequency,4,20049,10626,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0190,smelly,smelly,original_medium_frequency,5,11848,14701,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0191,sneaker,sneaker,promoted_from_low_frequency_semantic_review,1,33208,,n,noun.artifact|noun.person,人与社会,服饰、运动和美式英语生活场景中常见,pending_explicit_semantic_decision,,,
secondary-review-0192,snowball,snowball,original_medium_frequency,5,19913,13612,n|v,noun.artifact|noun.food|noun.plant|verb.change|verb.contact,人与自我|人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0193,snowman,snowman,original_medium_frequency,4,24155,18086,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0194,softball,softball,promoted_from_low_frequency_semantic_review,3,,8130,n,noun.act|noun.artifact,人与社会,体育和跨文化阅读中的常见运动名词,pending_explicit_semantic_decision,,,
secondary-review-0195,spaceship,spaceship,original_medium_frequency,5,16374,11577,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0196,spade,spade,original_medium_frequency,6,8703,13365,n|v,noun.artifact|verb.contact,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0197,spaghetti,spaghetti,original_medium_frequency,6,12398,9189,n,noun.food,人与自我,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0198,sparrow,sparrow,original_medium_frequency,5,14590,14123,n,noun.animal,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0199,spoken,spoken,original_medium_frequency,6,6629,11639,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0200,spoonful,spoonful,original_medium_frequency,5,15630,14845,n,noun.quantity,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0201,squid,squid,original_medium_frequency,5,16736,11582,n,noun.animal|noun.food,人与自我|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0202,squirrel,squirrel,original_medium_frequency,6,10225,6904,n,noun.animal|noun.substance,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0203,stainless,stainless,original_medium_frequency,6,11524,8262,a|n,adj.all|noun.substance,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0204,statesman,statesman,original_medium_frequency,6,8718,10075,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0205,stewardess,stewardess,original_medium_frequency,4,22477,17096,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0206,stopwatch,stopwatch,promoted_from_low_frequency_semantic_review,3,34023,20916,n,noun.artifact,人与社会,体育计时和实验测量场景中实用,pending_explicit_semantic_decision,,,
secondary-review-0207,stout,stout,original_medium_frequency,6,9786,13326,a|n,adj.all|noun.attribute|noun.food,人与自我,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0208,subtraction,subtraction,promoted_from_low_frequency_semantic_review,3,21520,21980,n,noun.act,人与自然,数学学科阅读中的基础术语,pending_explicit_semantic_decision,,,
secondary-review-0209,sunglasses,sunglasses,promoted_from_low_frequency_semantic_review,3,,7032,n,noun.artifact,人与自我,虽为固定复数形式，但属于常见生活和健康词,pending_explicit_semantic_decision,,,
secondary-review-0210,sunrise,sunrise,original_medium_frequency,6,11920,7313,a|n,adj.all|noun.event|noun.phenomenon|noun.time,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0211,tasteless,tasteless,original_medium_frequency,5,18938,17733,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0212,teamwork,teamwork,original_medium_frequency,5,15491,11799,n,noun.act,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0213,telegram,telegram,original_medium_frequency,6,9971,12224,n,noun.communication,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0214,telegraph,telegraph,original_medium_frequency,6,4974,26182,n|v,noun.artifact|verb.communication,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0215,thermos,thermos,original_medium_frequency,4,24637,17096,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0216,thirst,thirst,original_medium_frequency,5,11770,10813,n|v,noun.attribute|noun.state|verb.consumption|verb.perception,人与自我,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0217,thunderstorm,thunderstorm,original_medium_frequency,5,18737,10620,n,noun.phenomenon,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0218,tiresome,tiresome,original_medium_frequency,5,13772,17944,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0219,toothbrush,toothbrush,original_medium_frequency,5,15334,13896,n,noun.artifact|noun.body,人与自我|人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0220,toothpaste,toothpaste,original_medium_frequency,5,15700,14165,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0221,tortoise,tortoise,original_medium_frequency,5,12178,13299,n,noun.animal,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0222,tram,tram,original_medium_frequency,6,6704,14885,n|v,noun.artifact|verb.motion,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0223,translator,translator,original_medium_frequency,6,12093,6785,n,noun.communication|noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0224,traveler,traveler,original_medium_frequency,4,,3795,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0225,typist,typist,original_medium_frequency,4,14970,22849,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0226,tyre,tyre,original_medium_frequency,4,4491,,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0227,unbearable,unbearable,original_medium_frequency,6,9826,10284,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0228,unconditional,unconditional,original_medium_frequency,5,10278,11570,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0229,undivided,undivided,original_medium_frequency,4,19323,20480,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0230,unfit,unfit,original_medium_frequency,6,9543,13433,a|v,adj.all|verb.change,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0231,unhealthy,unhealthy,original_medium_frequency,6,11127,9533,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0232,unimportant,unimportant,original_medium_frequency,6,9487,12727,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0233,untrue,untrue,original_medium_frequency,5,11112,11958,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0234,vain,vain,original_medium_frequency,6,9731,10144,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0235,vanilla,vanilla,original_medium_frequency,6,16038,5374,a|n,adj.all|adj.pert|noun.cognition|noun.food|noun.plant,人与自我|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0236,veal,veal,original_medium_frequency,4,21553,12617,n,noun.food,人与自我,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0237,vinegar,vinegar,original_medium_frequency,6,10241,5106,n,noun.food|noun.substance,人与自我|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0238,violinist,violinist,original_medium_frequency,4,20187,13694,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0239,wag,wag,original_medium_frequency,5,14798,11879,n|v,noun.act|noun.person|verb.motion,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0240,waitress,waitress,original_medium_frequency,6,10243,6390,n|v,noun.person|verb.social,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0241,wayside,wayside,original_medium_frequency,5,18440,17420,n,noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0242,weatherman,weatherman,original_medium_frequency,4,34137,19246,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0243,westerner,westerner,original_medium_frequency,4,15728,23903,n,noun.person,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0244,windbreaker,windbreaker,promoted_from_low_frequency_semantic_review,2,,18855,n,noun.artifact,人与社会,服饰和天气场景中具有实际阅读价值,pending_explicit_semantic_decision,,,
secondary-review-0245,woollen,woollen,original_medium_frequency,4,8656,41582,a|n,adj.pert|noun.artifact,人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0246,workday,workday,promoted_from_low_frequency_semantic_review,3,42847,13488,n,noun.time,人与社会,工作制度和日常生活阅读中的常用复合词,pending_explicit_semantic_decision,,,
secondary-review-0247,worn,worn,original_medium_frequency,6,14757,9882,a,adj.all,一般阅读,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0248,yawn,yawn,original_medium_frequency,5,10509,10649,n|v,noun.act|verb.body|verb.stative,人与自我|人与社会,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0249,zebra,zebra,original_medium_frequency,5,15998,13912,n,noun.animal,人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0250,zip,zip,original_medium_frequency,6,10485,8896,n|v,noun.artifact|noun.attribute|noun.quantity|verb.contact|verb.motion,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0251,zipper,zipper,original_medium_frequency,4,27054,10432,n|v,noun.artifact|verb.contact,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
secondary-review-0252,zoom,zoom,original_medium_frequency,6,11707,8608,n|v,noun.act|noun.event|verb.motion,人与社会|人与自然,结合高中阅读主题、词族冗余和英美变体决定是否纳入,pending_explicit_semantic_decision,,,
