record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed
PH-J-0219,work in,work in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,work-in%1:04:00::|work_in%2:30:00::,false,29,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0220,work on,work on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,work_on%2:36:00::|work_on%2:41:00::,true,12,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0221,work out,work out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,work_out%2:29:00::|work_out%2:29:01::|work_out%2:30:00::|work_out%2:30:01::|work_out%2:31:04::|work_out%2:31:06::|work_out%2:31:07::|work_out%2:42:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0222,write down,write down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,write-down%1:21:00::|write_down%2:30:10::|write_down%2:32:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0223,close to,close to,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,close_to%4:02:00::,false,30,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0224,far from,far from,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,29,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0225,in front of,in front of,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,37,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0226,look forward to,look forward to,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,approved_dictionary_candidate_pool,Moby,,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0227,on earth,on earth,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_earth%4:02:00::,false,38,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0228,used to,used to,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,used_to%3:00:03::|used_to%5:00:00:accustomed_to:00,true,210,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0229,would like,would like,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,13,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0230,be able to,be able to,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,66,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0231,be afraid of,be afraid of,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0232,be different from,be different from,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0233,be full of,be full of,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0234,be good at,be good at,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0235,be interested in,be interested in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0236,be late for,be late for,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0237,be proud of,be proud of,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0238,come from,come from,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,29,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0239,go swimming,go swimming,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0240,go with,go with,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_with%2:42:00::|go_with%2:42:01::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0241,good morning,good morning,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,good_morning%1:10:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0242,have a good time,have a good time,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,have_a_good_time%2:34:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0243,have fun,have fun,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0244,hear from,hear from,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0245,laugh at,laugh at,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,laugh_at%2:32:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0246,smile at,smile at,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0247,take after,take after,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_after%2:36:00::|take_after%2:42:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0248,take photos,take photos,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0249,wait for,wait for,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,11,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0250,worry about,worry about,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0001,sort of,sort of,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,sort_of%4:02:00::,false,40,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0002,in addition,in addition,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_addition%4:02:01::,false,31,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0003,in particular,in particular,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_particular%4:02:00::,false,13,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0004,for instance,for instance,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,for_instance%4:02:00::,false,11,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0005,in advance,in advance,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_advance%4:02:00::|in_advance%5:00:00:front:00,false,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0006,in reality,in reality,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_reality%4:02:00::,false,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0007,in detail,in detail,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_detail%4:02:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0008,on the contrary,on the contrary,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_the_contrary%4:02:02::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0009,on the spot,on the spot,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on-the-spot%5:00:00:on-site:00|on_the_spot%4:02:00::|on_the_spot%4:02:01::|on_the_spot%4:02:02::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0010,out of sight,out of sight,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,out_of_sight%4:02:00::|out_of_sight%4:02:01::|out_of_sight%5:00:00:invisible:00,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0011,at random,at random,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,at_random%4:02:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0012,by no means,by no means,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,by_no_means%4:02:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0013,in theory,in theory,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_theory%4:02:01::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0014,at any rate,at any rate,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,at_any_rate%4:02:00::|at_any_rate%4:02:01::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0015,free of charge,free of charge,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,free_of_charge%4:02:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0016,in full swing,in full swing,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_full_swing%4:02:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0017,on a regular basis,on a regular basis,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_a_regular_basis%4:02:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0018,for the time being,for the time being,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,for_the_time_being%4:02:02::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0019,at bay,at bay,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,at_bay%5:00:00:unfree:00,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0020,in operation,in operation,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,in_operation%5:00:01:operative:00,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0021,on the loose,on the loose,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,on_the_loose%5:00:00:free:00,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0022,on trial,on trial,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,on_trial%5:00:00:unproved:00,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0023,at length,at length,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,at_length%4:02:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0024,on occasion,on occasion,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_occasion%4:02:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0025,on the other hand,on the other hand,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_the_other_hand%4:02:00::,false,11,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0026,figure out,figure out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,figure_out%2:31:00::,true,14,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0027,stand firm,stand firm,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,stand_firm%2:32:00::|stand_firm%2:33:00::,false,18,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0028,rely on,rely on,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,rely_on%2:42:00::|rely_on%2:42:02::,false,11,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0029,bounce back,bounce back,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bounce_back%2:30:00::,true,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0030,seek out,seek out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,seek_out%2:35:00::,true,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0031,escape from,escape from,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,escape_from%2:38:00::,false,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0032,ward off,ward off,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,ward_off%2:33:00::|ward_off%2:41:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0033,set aside,set aside,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,set-aside%5:00:00:reserved:02|set_aside%2:30:00::|set_aside%2:31:00::|set_aside%2:41:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0034,get used to,get used to,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_used_to%2:30:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0035,cave in,cave in,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cave_in%1:11:00::|cave_in%2:38:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0036,plug in,plug in,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,plug-in%1:06:00::|plug-in%1:10:00::|plug_in%2:35:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0037,put aside,put aside,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,put_aside%2:32:00::|put_aside%2:35:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0038,track down,track down,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,track_down%2:33:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0039,carve out,carve out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,carve_out%2:30:00::|carve_out%2:36:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0040,fall apart,fall apart,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_apart%2:30:03::|fall_apart%2:30:04::|fall_apart%2:35:00::|fall_apart%2:37:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0041,break apart,break apart,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,break_apart%2:30:01::|break_apart%2:35:00::|break_apart%2:36:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0042,factor in,factor in,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,factor_in%2:31:00::|factor_in%2:31:01::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0043,keep track,keep track,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_track%2:31:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0044,link up,link up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,link_up%2:31:00::|link_up%2:35:00::|link_up%2:42:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0045,log in,log in,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,log-in%2:40:00::|log_in%2:40:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0046,log on,log on,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,log_on%2:40:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0047,log out,log out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,log_out%2:40:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0048,pan out,pan out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pan_out%2:35:00::|pan_out%2:41:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0049,think twice,think twice,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,think_twice%2:32:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0050,drag in,drag in,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,drag_in%2:42:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0051,drag on,drag on,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,drag_on%2:30:00::|drag_on%2:42:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0052,roll up,roll up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,roll_up%2:30:00::|roll_up%2:30:01::|roll_up%2:30:02::|roll_up%2:35:00::|roll_up%2:35:01::|roll_up%2:38:03::|roll_up%2:40:03::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0053,roll over,roll over,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,roll_over%2:38:00::|roll_over%2:40:00::|roll_over%2:40:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0054,sink in,sink in,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,sink_in%2:31:00::|sink_in%2:35:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0055,split up,split up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,split_up%1:04:00::|split_up%2:30:00::|split_up%2:41:00::|split_up%2:41:01::|split_up%2:41:02::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0056,tear down,tear down,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tear_down%2:36:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0057,burst out,burst out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,burst_out%2:30:00::|burst_out%2:32:00::|burst_out%2:39:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0058,cast aside,cast aside,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cast_aside%2:40:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0059,cast off,cast off,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cast-off%5:00:00:unwanted:00|cast_off%2:35:00::|cast_off%2:36:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0060,gather up,gather up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,gather_up%2:38:00::|gather_up%2:40:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0061,lean on,lean on,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,lean_on%2:35:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0062,phase out,phase out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,phase-out%1:04:00::|phase_out%2:36:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0063,pipe down,pipe down,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pipe_down%2:39:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0064,regard as,regard as,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,regard_as%2:31:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0065,settle on,settle on,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,settle_on%2:30:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0066,strike back,strike back,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,strike_back%2:33:04::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0067,take flight,take flight,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_flight%2:38:00::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0068,take root,take root,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_root%2:30:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0069,bow out,bow out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bow_out%2:41:00::|bow_out%2:41:01::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0070,branch out,branch out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,branch_out%2:30:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0071,brush aside,brush aside,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,brush_aside%2:32:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0072,carve up,carve up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,carve_up%2:41:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0073,cast about,cast about,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cast_about%2:31:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0074,chew over,chew over,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,chew_over%2:31:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0075,choke up,choke up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,choke_up%2:35:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0076,crop up,crop up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,crop_up%2:39:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0077,drag up,drag up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,drag_up%2:32:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
