record_id,word,legacy_candidate_form,dataset_layer,selection_status,relevance_score,bnc_rank,contemporary_rank,part_of_speech,oewn_lexicographer_classes,theme_candidates,inclusion_reason,selection_sources,definitions_zh,phonetic_uk,phonetic_us
extension-draft-0171,consult,consult,extension,draft_priority_needs_semantic_review,9,2826,3591,v,verb.communication,人与社会,独立语料频率支持较强（BNC 2826；当代语料 3591；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0172,container,container,extension,draft_priority_needs_semantic_review,9,4126,3361,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 4126；当代语料 3361；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0173,contradict,contradict,extension,draft_priority_needs_semantic_review,7,6870,6863,v,verb.cognition|verb.communication|verb.stative,人与自我|人与社会,独立语料频率支持较强（BNC 6870；当代语料 6863；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0174,contribute,contribute,extension,draft_priority_needs_semantic_review,9,1483,1312,v,verb.possession|verb.social,人与社会,独立语料频率支持较强（BNC 1483；当代语料 1312；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0175,controversial,controversial,extension,draft_priority_needs_semantic_review,9,3444,3090,a,adj.all,一般阅读,独立语料频率支持较强（BNC 3444；当代语料 3090；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0176,convenience,convenience,extension,draft_priority_needs_semantic_review,8,5559,4892,n,noun.artifact|noun.attribute|noun.state,人与社会,独立语料频率支持较强（BNC 5559；当代语料 4892；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0177,convey,convey,extension,draft_priority_needs_semantic_review,9,3682,3756,v,verb.communication|verb.contact|verb.motion|verb.possession,人与社会|人与自然,独立语料频率支持较强（BNC 3682；当代语料 3756；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0178,coral,coral,extension,draft_priority_needs_semantic_review,7,5793,6040,a|n,adj.all|noun.animal|noun.attribute|noun.food|noun.substance,人与自我|人与自然,独立语料频率支持较强（BNC 5793；当代语料 6040；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0179,corporation,corporation,extension,draft_priority_needs_semantic_review,9,2025,2602,n,noun.body|noun.group,人与自我|人与社会,独立语料频率支持较强（BNC 2025；当代语料 2602；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0180,correction,correction,extension,draft_priority_needs_semantic_review,7,5971,5966,n,noun.act|noun.attribute|noun.communication|noun.quantity,人与社会|人与自然,独立语料频率支持较强（BNC 5971；当代语料 5966；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0181,corrupt,corrupt,extension,draft_priority_needs_semantic_review,7,7571,5850,a|v,adj.all|verb.change|verb.contact|verb.possession|verb.social,人与社会|人与自然,独立语料频率支持较强（BNC 7571；当代语料 5850；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0182,counter,counter,extension,draft_priority_needs_semantic_review,9,3493,2830,a|n|r|v,adj.all|adv.all|noun.act|noun.artifact|noun.communication|noun.person|verb.communication|verb.social,人与社会,独立语料频率支持较强（BNC 3493；当代语料 2830；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0183,courtyard,courtyard,extension,draft_priority_needs_semantic_review,7,5755,5825,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 5755；当代语料 5825；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0184,cowboy,cowboy,extension,draft_priority_needs_semantic_review,7,8757,5048,n,noun.person,人与社会,独立语料频率支持较强（BNC 8757；当代语料 5048；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0185,criminal,criminal,extension,draft_priority_needs_semantic_review,9,2063,1953,a|n,adj.all|noun.person,人与社会,独立语料频率支持较强（BNC 2063；当代语料 1953；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0186,crossing,crossing,extension,draft_priority_needs_semantic_review,8,4935,6302,n,noun.act|noun.artifact|noun.location|noun.object,人与社会|人与自然,独立语料频率支持较强（BNC 4935；当代语料 6302；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0187,crossroads,crossroads,extension,draft_priority_needs_semantic_review,7,8633,9096,n,noun.cognition|noun.group|noun.state,人与自我|人与社会,独立语料频率支持较强（BNC 8633；当代语料 9096；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0188,crowded,crowded,extension,draft_priority_needs_semantic_review,8,5946,4738,a,adj.all,一般阅读,独立语料频率支持较强（BNC 5946；当代语料 4738；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0189,cube,cube,extension,draft_priority_needs_semantic_review,7,7702,5725,n|v,noun.artifact|noun.plant|noun.quantity|noun.shape|verb.cognition|verb.contact,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 7702；当代语料 5725；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0190,currency,currency,extension,draft_priority_needs_semantic_review,9,2114,3738,n,noun.attribute|noun.possession,人与社会,独立语料频率支持较强（BNC 2114；当代语料 3738；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0191,curriculum,curriculum,extension,draft_priority_needs_semantic_review,9,1694,2077,n,noun.communication,人与社会,独立语料频率支持较强（BNC 1694；当代语料 2077；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0192,cushion,cushion,extension,draft_priority_needs_semantic_review,7,6092,6893,n|v,noun.artifact|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 6092；当代语料 6893；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0193,cyclist,cyclist,extension,draft_priority_needs_semantic_review,7,6689,9646,n,noun.person,人与社会,独立语料频率支持较强（BNC 6689；当代语料 9646；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0194,dam,dam,extension,draft_priority_needs_semantic_review,8,6532,4399,n|v,noun.animal|noun.artifact|noun.quantity|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 6532；当代语料 4399；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0195,darkness,darkness,extension,draft_priority_needs_semantic_review,9,2508,2649,n,noun.attribute|noun.cognition|noun.location|noun.state,人与自我|人与自然,独立语料频率支持较强（BNC 2508；当代语料 2649；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0196,dash,dash,extension,draft_priority_needs_semantic_review,7,5634,6336,n|v,noun.act|noun.attribute|noun.communication|noun.event|verb.change|verb.contact|verb.emotion|verb.motion|verb.social,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 5634；当代语料 6336；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0197,dawn,dawn,extension,draft_priority_needs_semantic_review,9,4374,4004,n|v,noun.event|noun.time|verb.change|verb.cognition|verb.stative,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 4374；当代语料 4004；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0198,daylight,daylight,extension,draft_priority_needs_semantic_review,7,5270,5997,n,noun.phenomenon|noun.time,人与自然,独立语料频率支持较强（BNC 5270；当代语料 5997；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0199,decoration,decoration,extension,draft_priority_needs_semantic_review,8,4554,6136,n,noun.act|noun.artifact|noun.communication,人与社会,独立语料频率支持较强（BNC 4554；当代语料 6136；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0200,deed,deed,extension,draft_priority_needs_semantic_review,8,4742,5766,n,noun.Tops|noun.communication,人与社会,独立语料频率支持较强（BNC 4742；当代语料 5766；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0201,deeply,deeply,extension,draft_priority_needs_semantic_review,9,2327,2122,r,adv.all,一般阅读,独立语料频率支持较强（BNC 2327；当代语料 2122；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0202,deliberately,deliberately,extension,draft_priority_needs_semantic_review,9,2806,4592,r,adv.all,一般阅读,独立语料频率支持较强（BNC 2806；当代语料 4592；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0203,delight,delight,extension,draft_priority_needs_semantic_review,9,3393,4890,n|v,noun.cognition|noun.feeling|verb.consumption|verb.emotion,人与自我,独立语料频率支持较强（BNC 3393；当代语料 4890；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0204,delighted,delighted,extension,draft_priority_needs_semantic_review,8,2938,6609,a,adj.all,一般阅读,独立语料频率支持较强（BNC 2938；当代语料 6609；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0205,deposit,deposit,extension,draft_priority_needs_semantic_review,9,2384,4692,n|v,noun.act|noun.artifact|noun.communication|noun.object|noun.phenomenon|noun.possession|noun.process|verb.contact|verb.possession,人与社会|人与自然,独立语料频率支持较强（BNC 2384；当代语料 4692；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0206,determination,determination,extension,draft_priority_needs_semantic_review,9,2788,3846,n,noun.act|noun.attribute|noun.cognition,人与自我|人与社会,独立语料频率支持较强（BNC 2788；当代语料 3846；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0207,devotion,devotion,extension,draft_priority_needs_semantic_review,7,6937,6466,n,noun.act|noun.feeling,人与自我|人与社会,独立语料频率支持较强（BNC 6937；当代语料 6466；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0208,dial,dial,extension,draft_priority_needs_semantic_review,7,8621,6092,n|v,noun.artifact|verb.cognition|verb.communication,人与自我|人与社会,独立语料频率支持较强（BNC 8621；当代语料 6092；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0209,dilemma,dilemma,extension,draft_priority_needs_semantic_review,9,4551,4118,n,noun.cognition,人与自我,独立语料频率支持较强（BNC 4551；当代语料 4118；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0210,dine,dine,extension,draft_priority_needs_semantic_review,7,7900,7360,v,verb.consumption,人与自我,独立语料频率支持较强（BNC 7900；当代语料 7360；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0211,dioxide,dioxide,extension,draft_priority_needs_semantic_review,8,4653,5712,n,noun.substance,人与自然,独立语料频率支持较强（BNC 4653；当代语料 5712；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0212,dip,dip,extension,draft_priority_needs_semantic_review,9,4987,4532,n|v,noun.act|noun.artifact|noun.attribute|noun.event|noun.food|noun.person|noun.shape|verb.change|verb.consumption|verb.contact|verb.creation|verb.motion|verb.perception|verb.possession,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 4987；当代语料 4532；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0213,diploma,diploma,extension,draft_priority_needs_semantic_review,7,6259,8453,n,noun.communication,人与社会,独立语料频率支持较强（BNC 6259；当代语料 8453；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0214,dirt,dirt,extension,draft_priority_needs_semantic_review,8,5597,2737,a|n,adj.all|noun.communication|noun.state|noun.substance,人与社会|人与自然,独立语料频率支持较强（BNC 5597；当代语料 2737；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0215,disadvantage,disadvantage,extension,draft_priority_needs_semantic_review,8,3518,6291,n|v,noun.attribute|verb.social,人与社会,独立语料频率支持较强（BNC 3518；当代语料 6291；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0216,disagree,disagree,extension,draft_priority_needs_semantic_review,9,4677,2679,v,verb.communication|verb.stative,人与社会,独立语料频率支持较强（BNC 4677；当代语料 2679；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0217,disagreement,disagreement,extension,draft_priority_needs_semantic_review,7,5048,5117,n,noun.attribute|noun.communication|noun.state,人与社会,独立语料频率支持较强（BNC 5048；当代语料 5117；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0218,disappoint,disappoint,extension,draft_priority_needs_semantic_review,7,9539,8204,v,verb.emotion,人与自我,独立语料频率支持较强（BNC 9539；当代语料 8204；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0219,disappointment,disappointment,extension,draft_priority_needs_semantic_review,9,3927,4566,n,noun.act|noun.feeling,人与自我|人与社会,独立语料频率支持较强（BNC 3927；当代语料 4566；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0220,discourage,discourage,extension,draft_priority_needs_semantic_review,8,5260,4211,v,verb.communication|verb.emotion,人与自我|人与社会,独立语料频率支持较强（BNC 5260；当代语料 4211；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0221,disgusting,disgusting,extension,draft_priority_needs_semantic_review,7,6544,8938,a,adj.all,一般阅读,独立语料频率支持较强（BNC 6544；当代语料 8938；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0222,dislike,dislike,extension,draft_priority_needs_semantic_review,8,4949,6813,n|v,noun.cognition|noun.feeling|verb.emotion,人与自我,独立语料频率支持较强（BNC 4949；当代语料 6813；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0223,distinction,distinction,extension,draft_priority_needs_semantic_review,9,1865,2921,n,noun.attribute|noun.cognition|noun.communication|noun.state,人与自我|人与社会,独立语料频率支持较强（BNC 1865；当代语料 2921；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0224,distribute,distribute,extension,draft_priority_needs_semantic_review,9,2662,2944,v,verb.communication|verb.contact|verb.motion|verb.possession|verb.social|verb.stative,人与社会|人与自然,独立语料频率支持较强（BNC 2662；当代语料 2944；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0225,disturbing,disturbing,extension,draft_priority_needs_semantic_review,8,5532,4827,a,adj.all,一般阅读,独立语料频率支持较强（BNC 5532；当代语料 4827；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0226,divorce,divorce,extension,draft_priority_needs_semantic_review,9,3853,2978,n|v,noun.act|verb.social,人与社会,独立语料频率支持较强（BNC 3853；当代语料 2978；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0227,doll,doll,extension,draft_priority_needs_semantic_review,8,5101,3823,n,noun.artifact|noun.person,人与社会,独立语料频率支持较强（BNC 5101；当代语料 3823；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0228,dot,dot,extension,draft_priority_needs_semantic_review,9,4132,4480,n|v,noun.artifact|noun.communication|noun.shape|verb.change|verb.communication|verb.contact|verb.stative,人与社会|人与自然,独立语料频率支持较强（BNC 4132；当代语料 4480；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0229,downward,downward,extension,draft_priority_needs_semantic_review,7,8499,8257,a|r,adj.all|adv.all,一般阅读,独立语料频率支持较强（BNC 8499；当代语料 8257；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0230,drawback,drawback,extension,draft_priority_needs_semantic_review,7,7710,8563,n,noun.attribute,一般阅读,独立语料频率支持较强（BNC 7710；当代语料 8563；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0231,drawing,drawing,extension,draft_priority_needs_semantic_review,9,1892,2521,n,noun.act|noun.artifact|noun.communication,人与社会,独立语料频率支持较强（BNC 1892；当代语料 2521；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0232,drown,drown,extension,draft_priority_needs_semantic_review,9,4492,4927,v,verb.change|verb.contact|verb.motion|verb.stative,人与自然,独立语料频率支持较强（BNC 4492；当代语料 4927；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0233,drum,drum,extension,draft_priority_needs_semantic_review,9,4171,4116,n|v,noun.animal|noun.artifact|noun.event|noun.shape|verb.cognition|verb.creation|verb.perception,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 4171；当代语料 4116；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0234,drunk,drunk,extension,draft_priority_needs_semantic_review,9,4187,3701,a|n,adj.all|noun.person,人与社会,独立语料频率支持较强（BNC 4187；当代语料 3701；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0235,due,due,extension,draft_priority_needs_semantic_review,9,1280,1796,a|n|r,adj.all|adv.all|noun.attribute|noun.possession,人与社会,独立语料频率支持较强（BNC 1280；当代语料 1796；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0236,dull,dull,extension,draft_priority_needs_semantic_review,8,3799,5094,a|v,adj.all|verb.change|verb.contact|verb.perception,人与自我|人与自然,独立语料频率支持较强（BNC 3799；当代语料 5094；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0237,dusk,dusk,extension,draft_priority_needs_semantic_review,7,7861,7212,n|v,noun.time|verb.change,人与自然,独立语料频率支持较强（BNC 7861；当代语料 7212；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0238,dusty,dusty,extension,draft_priority_needs_semantic_review,7,6602,5298,a,adj.all,一般阅读,独立语料频率支持较强（BNC 6602；当代语料 5298；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0239,easily,easily,extension,draft_priority_needs_semantic_review,9,1004,1211,r,adv.all,一般阅读,独立语料频率支持较强（BNC 1004；当代语料 1211；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0240,edition,edition,extension,draft_priority_needs_semantic_review,9,2537,3155,n,noun.cognition|noun.communication|noun.group,人与自我|人与社会,独立语料频率支持较强（BNC 2537；当代语料 3155；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0241,educate,educate,extension,draft_priority_needs_semantic_review,9,3663,3033,v,verb.cognition|verb.social,人与自我|人与社会,独立语料频率支持较强（BNC 3663；当代语料 3033；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0242,elect,elect,extension,draft_priority_needs_semantic_review,9,1794,2265,a|n|v,adj.all|noun.group|verb.cognition|verb.social,人与自我|人与社会,独立语料频率支持较强（BNC 1794；当代语料 2265；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0243,electric,electric,extension,draft_priority_needs_semantic_review,9,2469,2696,a|n,adj.all|adj.pert|noun.artifact,人与社会,独立语料频率支持较强（BNC 2469；当代语料 2696；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0244,electrical,electrical,extension,draft_priority_needs_semantic_review,9,3190,3789,a,adj.pert,一般阅读,独立语料频率支持较强（BNC 3190；当代语料 3789；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0245,embarrass,embarrass,extension,draft_priority_needs_semantic_review,7,9521,7138,v,verb.emotion|verb.social,人与自我|人与社会,独立语料频率支持较强（BNC 9521；当代语料 7138；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0246,embassy,embassy,extension,draft_priority_needs_semantic_review,8,4389,5731,n,noun.artifact|noun.group,人与社会,独立语料频率支持较强（BNC 4389；当代语料 5731；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0247,empire,empire,extension,draft_priority_needs_semantic_review,9,2251,4218,n,noun.group|noun.location,人与社会|人与自然,独立语料频率支持较强（BNC 2251；当代语料 4218；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0248,encouragement,encouragement,extension,draft_priority_needs_semantic_review,8,4267,6193,n,noun.act|noun.communication|noun.feeling,人与自我|人与社会,独立语料频率支持较强（BNC 4267；当代语料 6193；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0249,ending,ending,extension,draft_priority_needs_semantic_review,7,5246,5188,n,noun.act|noun.communication|noun.event|noun.time,人与社会|人与自然,独立语料频率支持较强（BNC 5246；当代语料 5188；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0250,endless,endless,extension,draft_priority_needs_semantic_review,9,4095,3722,a,adj.all,一般阅读,独立语料频率支持较强（BNC 4095；当代语料 3722；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0251,enjoyable,enjoyable,extension,draft_priority_needs_semantic_review,7,6001,9019,a,adj.all,一般阅读,独立语料频率支持较强（BNC 6001；当代语料 9019；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0252,enlarge,enlarge,extension,draft_priority_needs_semantic_review,7,6348,7530,v,verb.change|verb.communication,人与社会|人与自然,独立语料频率支持较强（BNC 6348；当代语料 7530；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0253,entire,entire,extension,draft_priority_needs_semantic_review,9,1876,868,a|n,adj.all|noun.animal,人与自然,独立语料频率支持较强（BNC 1876；当代语料 868；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0254,equality,equality,extension,draft_priority_needs_semantic_review,9,4197,4590,n,noun.attribute|noun.state,一般阅读,独立语料频率支持较强（BNC 4197；当代语料 4590；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0255,equip,equip,extension,draft_priority_needs_semantic_review,9,3643,4145,v,verb.change|verb.possession,人与社会|人与自然,独立语料频率支持较强（BNC 3643；当代语料 4145；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0256,evident,evident,extension,draft_priority_needs_semantic_review,9,2975,3466,a,adj.all,一般阅读,独立语料频率支持较强（BNC 2975；当代语料 3466；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0257,evolution,evolution,extension,draft_priority_needs_semantic_review,9,3069,2946,n,noun.process,一般阅读,独立语料频率支持较强（BNC 3069；当代语料 2946；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0258,exact,exact,extension,draft_priority_needs_semantic_review,9,3270,3341,a|v,adj.all|verb.communication,人与社会,独立语料频率支持较强（BNC 3270；当代语料 3341；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0259,excite,excite,extension,draft_priority_needs_semantic_review,7,7567,5328,v,verb.change|verb.emotion|verb.perception,人与自我|人与自然,独立语料频率支持较强（BNC 7567；当代语料 5328；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0260,existence,existence,extension,draft_priority_needs_semantic_review,9,1454,2213,n,noun.object|noun.state,人与自然,独立语料频率支持较强（BNC 1454；当代语料 2213；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0261,explanation,explanation,extension,draft_priority_needs_semantic_review,9,1492,2054,n,noun.cognition|noun.communication,人与自我|人与社会,独立语料频率支持较强（BNC 1492；当代语料 2054；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0262,explicit,explicit,extension,draft_priority_needs_semantic_review,9,3722,4826,a,adj.all,一般阅读,独立语料频率支持较强（BNC 3722；当代语料 4826；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0263,exploit,exploit,extension,draft_priority_needs_semantic_review,9,3034,4374,n|v,noun.act|verb.consumption|verb.social,人与自我|人与社会,独立语料频率支持较强（BNC 3034；当代语料 4374；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
