phrase,normalized_phrase,word_count,oewn_match,oewn_pos,oewn_sense_ids,oewn_forms,moby_match,moby_forms,tatoeba_cc0_sentence_count,all_components_in_junior_boundary,candidate_status,priority_score,introduced_level_candidate,human_review_claimed
drink in,drink in,2,true,v,drink_in%2:31:00::,drink in,false,,2,true,evidence_ready_review,25.85,junior,false
eat at,eat at,2,true,v,eat_at%2:30:00::,eat at,false,,2,true,evidence_ready_review,25.85,junior,false
face up,face up,2,true,v,face_up%2:32:03::,face up,false,,2,true,evidence_ready_review,25.85,junior,false
feel for,feel for,2,true,v,feel_for%2:37:00::,feel for,false,,2,true,evidence_ready_review,25.85,junior,false
fly by,fly by,2,true,n|v,fly-by%1:04:00::|fly_by%2:38:00::|fly_by%2:38:01::,fly by|fly-by,false,,2,true,evidence_ready_review,25.85,junior,false
fresh water,fresh water,2,true,n,fresh_water%1:27:00::,fresh water,false,,5,true,evidence_ready_review,25.85,junior,false
get along with,get along with,3,true,v,get_along_with%2:41:00::,get along with,false,,2,true,evidence_ready_review,25.85,junior,false
get behind,get behind,2,true,v,get_behind%2:38:00::,get behind,false,,2,true,evidence_ready_review,25.85,junior,false
get worse,get worse,2,true,v,get_worse%2:30:00::,get worse,false,,2,true,evidence_ready_review,25.85,junior,false
give back,give back,2,true,v,give_back%2:40:00::,give back,false,,2,true,evidence_ready_review,25.85,junior,false
give way,give way,2,true,v,give_way%2:30:00::|give_way%2:30:01::|give_way%2:38:00::|give_way%2:38:01::,give way,false,,2,true,evidence_ready_review,25.85,junior,false
good for you,good for you,3,true,a,good_for_you%5:00:00:wholesome:00,good for you,false,,5,true,evidence_ready_review,25.85,junior,false
good person,good person,2,true,n,good_person%1:18:00::,good person,false,,5,true,evidence_ready_review,25.85,junior,false
good time,good time,2,true,a|n,good-time%5:00:00:sociable:00|good_time%1:11:00::,good time|good-time,false,,5,true,evidence_ready_review,25.85,junior,false
hang around,hang around,2,true,v,hang_around%2:42:00::,hang around,false,,2,true,evidence_ready_review,25.85,junior,false
happen upon,happen upon,2,true,v,happen_upon%2:40:00::,happen upon,false,,2,true,evidence_ready_review,25.85,junior,false
high energy,high energy,2,true,a,high-energy%3:01:00::|high-energy%5:00:00:dynamic:00|high-energy%5:00:00:energetic:00,high-energy,false,,5,true,evidence_ready_review,25.85,junior,false
human race,human race,2,true,n,human_race%1:05:00::,human race,false,,5,true,evidence_ready_review,25.85,junior,false
in between,in between,2,true,a,in-between%5:00:00:intermediate:00,in-between,false,,5,true,evidence_ready_review,25.85,junior,false
know as,know as,2,true,v,know_as%2:31:01::|know_as%2:32:00::,know as,false,,2,true,evidence_ready_review,25.85,junior,false
laugh at,laugh at,2,true,v,laugh_at%2:32:00::,laugh at,false,,2,true,evidence_ready_review,25.85,junior,false
lift up,lift up,2,true,v,lift_up%2:37:00::|lift_up%2:38:00::,lift up,false,,2,true,evidence_ready_review,25.85,junior,false
live down,live down,2,true,v,live_down%2:42:00::,live down,false,,2,true,evidence_ready_review,25.85,junior,false
live out,live out,2,true,v,live_out%2:34:00::|live_out%2:42:00::,live out,false,,2,true,evidence_ready_review,25.85,junior,false
look down on,look down on,3,true,v,look_down_on%2:37:00::,look down on,false,,2,true,evidence_ready_review,25.85,junior,false
look up to,look up to,3,true,v,look_up_to%2:37:00::,look up to,false,,2,true,evidence_ready_review,25.85,junior,false
low cost,low cost,2,true,a,low-cost%5:00:00:cheap:00,low-cost,false,,5,true,evidence_ready_review,25.85,junior,false
medical center,medical center,2,true,n,medical_center%1:15:00::,medical center,false,,5,true,evidence_ready_review,25.85,junior,false
move back,move back,2,true,v,move_back%2:38:00::,move back,false,,2,true,evidence_ready_review,25.85,junior,false
phone in,phone in,2,true,n,phone-in%1:10:00::,phone-in,false,,5,true,evidence_ready_review,25.85,junior,false
pour out,pour out,2,true,v,pour_out%2:32:00::|pour_out%2:38:00::|pour_out%2:38:01::|pour_out%2:38:02::,pour out,false,,2,true,evidence_ready_review,25.85,junior,false
pull over,pull over,2,true,v,pull_over%2:38:00::,pull over,false,,2,true,evidence_ready_review,25.85,junior,false
rabbit hole,rabbit hole,2,true,n,rabbit_hole%1:17:00::,rabbit hole,false,,5,true,evidence_ready_review,25.85,junior,false
raise up,raise up,2,true,v,raise_up%2:35:00::,raise up,false,,2,true,evidence_ready_review,25.85,junior,false
save up,save up,2,true,v,save_up%2:40:00::,save up,false,,2,true,evidence_ready_review,25.85,junior,false
shut off,shut off,2,true,v,shut_off%2:35:00::|shut_off%2:38:00::|shut_off%2:42:00::,shut off,false,,2,true,evidence_ready_review,25.85,junior,false
sign off,sign off,2,true,v,sign_off%2:32:00::,sign off,false,,2,true,evidence_ready_review,25.85,junior,false
spread out,spread out,2,true,a|v,spread-out%5:00:00:distributed:00|spread_out%2:35:00::|spread_out%2:35:03::|spread_out%2:38:00::|spread_out%2:38:01::|spread_out%2:38:02::|spread_out%2:38:03::|spread_out%2:38:04::,spread out|spread-out,false,,2,true,evidence_ready_review,25.85,junior,false
spread over,spread over,2,true,v,spread_over%2:35:00::,spread over,false,,2,true,evidence_ready_review,25.85,junior,false
stand alone,stand alone,2,true,a,stand-alone%5:00:00:complete:00,stand-alone,false,,5,true,evidence_ready_review,25.85,junior,false
stand still,stand still,2,true,v,stand_still%2:38:00::,stand still,false,,2,true,evidence_ready_review,25.85,junior,false
stay at,stay at,2,true,v,stay_at%2:42:01::,stay at,false,,2,true,evidence_ready_review,25.85,junior,false
stay away,stay away,2,true,v,stay_away%2:42:00::,stay away,false,,2,true,evidence_ready_review,25.85,junior,false
stick around,stick around,2,true,v,stick_around%2:38:00::|stick_around%2:42:00::,stick around,false,,2,true,evidence_ready_review,25.85,junior,false
throw away,throw away,2,true,v,throw_away%2:35:00::|throw_away%2:40:00::,throw away,false,,2,true,evidence_ready_review,25.85,junior,false
turn down,turn down,2,true,v,turn_down%2:30:00::|turn_down%2:30:03::|turn_down%2:32:00::|turn_down%2:40:00::|turn_down%2:41:00::,turn down,false,,2,true,evidence_ready_review,25.85,junior,false
wash off,wash off,2,true,v,wash_off%2:30:00::,wash off,false,,2,true,evidence_ready_review,25.85,junior,false
well over,well over,2,true,v,well_over%2:38:00::,well over,false,,2,true,evidence_ready_review,25.85,junior,false
wind power,wind power,2,true,n,wind_power%1:19:00::,wind power,false,,5,true,evidence_ready_review,25.85,junior,false
middle of the road,middle of the road,4,true,a,middle-of-the-road%5:00:00:center:00|middle-of-the-road%5:00:00:moderate:00,middle-of-the-road,true,middle-of-the-road,4,true,evidence_ready_review,25.219,junior,false
across the nation,across the nation,3,true,r,across_the_nation%4:02:00::,across the nation,false,,3,true,evidence_ready_review,25.0,junior,false
again and again,again and again,3,true,r,again_and_again%4:02:00::,again and again,false,,3,true,evidence_ready_review,25.0,junior,false
all in all,all in all,3,true,r,all_in_all%4:02:00::,all in all,false,,3,true,evidence_ready_review,25.0,junior,false
all together,all together,2,true,r,all_together%4:02:00::|all_together%4:02:01::,all together,false,,3,true,evidence_ready_review,25.0,junior,false
at long last,at long last,3,true,r,at_long_last%4:02:00::,at long last,false,,3,true,evidence_ready_review,25.0,junior,false
by chance,by chance,2,true,r,by_chance%4:02:00::|by_chance%4:02:02::|by_chance%4:02:03::,by chance,false,,3,true,evidence_ready_review,25.0,junior,false
day by day,day by day,3,true,a|r,day-by-day%5:00:00:periodic:00|day_by_day%4:02:00::,day by day|day-by-day,false,,3,true,evidence_ready_review,25.0,junior,false
deep down,deep down,2,true,r,deep_down%4:02:00::,deep down,false,,3,true,evidence_ready_review,25.0,junior,false
even so,even so,2,true,r,even_so%4:02:00::,even so,false,,3,true,evidence_ready_review,25.0,junior,false
for certain,for certain,2,true,r,for_certain%4:02:00::,for certain,false,,3,true,evidence_ready_review,25.0,junior,false
for the moment,for the moment,3,true,r,for_the_moment%4:02:00::,for the moment,false,,3,true,evidence_ready_review,25.0,junior,false
high and low,high and low,3,true,r,high_and_low%4:02:00::,high and low,false,,3,true,evidence_ready_review,25.0,junior,false
in concert,in concert,2,true,r,in_concert%4:02:00::,in concert,false,,3,true,evidence_ready_review,25.0,junior,false
in effect,in effect,2,true,a|r,in_effect%4:02:00::|in_effect%5:00:00:operative:00,in effect,false,,3,true,evidence_ready_review,25.0,junior,false
in private,in private,2,true,r,in_private%4:02:00::,in private,false,,3,true,evidence_ready_review,25.0,junior,false
in truth,in truth,2,true,r,in_truth%4:02:01::,in truth,false,,3,true,evidence_ready_review,25.0,junior,false
just in case,just in case,3,true,r,just_in_case%4:02:00::,just in case,false,,3,true,evidence_ready_review,25.0,junior,false
just now,just now,2,true,r,just_now%4:02:00::,just now,false,,3,true,evidence_ready_review,25.0,junior,false
of a sudden,of a sudden,3,true,r,of_a_sudden%4:02:01::,of a sudden,false,,3,true,evidence_ready_review,25.0,junior,false
on and off,on and off,3,true,r,on_and_off%4:02:00::,on and off,false,,3,true,evidence_ready_review,25.0,junior,false
on camera,on camera,2,true,r,on_camera%4:02:00::,on camera,false,,3,true,evidence_ready_review,25.0,junior,false
right down,right down,2,true,a|r,right-down%4:02:00::|right-down%5:00:00:complete:00,right-down,false,,3,true,evidence_ready_review,25.0,junior,false
right on,right on,2,true,r,right_on%4:02:01::,right on,false,,3,true,evidence_ready_review,25.0,junior,false
soon enough,soon enough,2,true,r,soon_enough%4:02:00::,soon enough,false,,3,true,evidence_ready_review,25.0,junior,false
this night,this night,2,true,r,this_night%4:02:00::,this night,false,,3,true,evidence_ready_review,25.0,junior,false
to be sure,to be sure,3,true,r,to_be_sure%4:02:00::,to be sure,false,,3,true,evidence_ready_review,25.0,junior,false
too soon,too soon,2,true,r,too_soon%4:02:00::,too soon,false,,3,true,evidence_ready_review,25.0,junior,false
cross country,cross country,2,true,n|r,cross-country%4:02:00::|cross-country%4:02:01::|cross_country%1:11:00::,cross country|cross-country,true,cross-country,2,true,evidence_ready_review,24.85,junior,false
age old,age old,2,true,a,age-old%5:00:00:old:01,age-old,true,age-old,3,true,evidence_ready_review,24.0,junior,false
back out,back out,2,true,v,back_out%2:32:00::|back_out%2:38:00::,back out,true,back out,1,true,evidence_ready_review,24.0,junior,false
black market,black market,2,true,a|n|v,black-market%5:00:00:illegal:00|black_market%1:04:00::|black_market%1:14:00::|black_market%2:40:00::,black market|black-market,true,black market|black-market,1,true,evidence_ready_review,24.0,junior,false
blue green,blue green,2,true,a|n,blue-green%5:00:00:chromatic:00|blue_green%1:07:00::,blue green|blue-green,true,blue-green,3,true,evidence_ready_review,24.0,junior,false
break through,break through,2,true,v,break_through%2:30:00::|break_through%2:30:01::|break_through%2:30:02::,break through,true,break through,1,true,evidence_ready_review,24.0,junior,false
bring out,bring out,2,true,v,bring_out%2:30:00::|bring_out%2:32:00::|bring_out%2:32:01::|bring_out%2:32:06::|bring_out%2:35:00::|bring_out%2:35:01::|bring_out%2:37:00::|bring_out%2:39:00::|bring_out%2:39:01::,bring out,true,bring out,1,true,evidence_ready_review,24.0,junior,false
bring to,bring to,2,false,,,,true,bring to,3,true,moby_corpus_review,24.0,junior,false
bring up,bring up,2,true,v,bring_up%2:29:00::|bring_up%2:32:00::|bring_up%2:32:06::|bring_up%2:36:00::|bring_up%2:38:00::|bring_up%2:38:02::|bring_up%2:41:00::|bring_up%2:41:01::,bring up,true,bring up,1,true,evidence_ready_review,24.0,junior,false
build up,build up,2,true,v,build_up%2:30:00::|build_up%2:30:02::|build_up%2:30:03::|build_up%2:30:06::|build_up%2:33:00::,build up,true,build up,1,true,evidence_ready_review,24.0,junior,false
burn off,burn off,2,true,v,burn_off%2:30:00::|burn_off%2:34:00::,burn off,true,burn off,1,true,evidence_ready_review,24.0,junior,false
buy into,buy into,2,true,v,buy_into%2:40:00::,buy into,true,buy into,1,true,evidence_ready_review,24.0,junior,false
buy up,buy up,2,true,v,buy_up%2:40:00::,buy up,true,buy up,1,true,evidence_ready_review,24.0,junior,false
call in,call in,2,true,n|v,call-in%1:10:00::|call_in%2:32:00::|call_in%2:32:02::|call_in%2:35:00::|call_in%2:40:00::|call_in%2:40:02::|call_in%2:41:00::|call_in%2:41:02::,call in|call-in,true,call in,1,true,evidence_ready_review,24.0,junior,false
cash in,cash in,2,true,v,cash_in%2:40:00::,cash in,true,cash in,1,true,evidence_ready_review,24.0,junior,false
catch up,catch up,2,true,v,catch_up%2:31:00::|catch_up%2:38:00::,catch up,true,catch up,1,true,evidence_ready_review,24.0,junior,false
chicken out,chicken out,2,true,v,chicken_out%2:41:00::,chicken out,true,chicken out,1,true,evidence_ready_review,24.0,junior,false
clear away,clear away,2,true,v,clear_away%2:30:00::,clear away,true,clear away,1,true,evidence_ready_review,24.0,junior,false
clear cut,clear cut,2,true,a|v,clear-cut%2:30:00::|clear-cut%5:00:00:clear:00|clear-cut%5:00:00:cleared:00|clear-cut%5:00:00:distinct:00,clear-cut,true,clear-cut,1,true,evidence_ready_review,24.0,junior,false
clear off,clear off,2,true,v,clear_off%2:30:00::,clear off,true,clear off,1,true,evidence_ready_review,24.0,junior,false
clear out,clear out,2,true,v,clear_out%2:30:00::|clear_out%2:30:03::|clear_out%2:38:00::,clear out,true,clear out,1,true,evidence_ready_review,24.0,junior,false
clear up,clear up,2,true,v,clear_up%2:30:00::|clear_up%2:30:02::|clear_up%2:31:00::|clear_up%2:32:00::|clear_up%2:43:00::,clear up,true,clear up,1,true,evidence_ready_review,24.0,junior,false
climb down,climb down,2,true,n|v,climb-down%1:10:00::|climb_down%2:38:00::,climb down|climb-down,true,climb down,1,true,evidence_ready_review,24.0,junior,false
close down,close down,2,true,v,close_down%2:41:00::,close down,true,close down,1,true,evidence_ready_review,24.0,junior,false
coast guard,coast guard,2,false,,,,true,coast guard,3,true,moby_corpus_review,24.0,junior,false
coffee shop,coffee shop,2,true,n,coffee_shop%1:06:00::,coffee shop,true,coffee shop,3,true,evidence_ready_review,24.0,junior,false
come upon,come upon,2,true,v,come_upon%2:40:01::|come_upon%2:40:09::,come upon,true,come upon,1,true,evidence_ready_review,24.0,junior,false
cut in,cut in,2,true,n|v,cut-in%1:04:00::|cut-in%1:04:01::|cut_in%2:30:00::|cut_in%2:30:01::|cut_in%2:32:00::|cut_in%2:38:00::|cut_in%2:40:00::,cut in|cut-in,true,cut in,1,true,evidence_ready_review,24.0,junior,false
cut up,cut up,2,true,a|n|v,cut-up%1:18:00::|cut_up%2:30:00::|cut_up%2:30:01::|cut_up%2:30:02::|cut_up%2:35:00::|cut_up%5:00:00:cut:01,cut up|cut-up,true,cut up,1,true,evidence_ready_review,24.0,junior,false
die hard,die hard,2,true,a|v,die-hard%5:00:00:inflexible:02|die_hard%2:42:00::,die hard|die-hard,true,die-hard,1,true,evidence_ready_review,24.0,junior,false
dig in,dig in,2,true,v,dig_in%2:34:00::|dig_in%2:35:00::,dig in,true,dig in,1,true,evidence_ready_review,24.0,junior,false
do away with,do away with,3,true,v,do_away_with%2:30:00::,do away with,true,do away with,1,true,evidence_ready_review,24.0,junior,false
do by,do by,2,true,v,do_by%2:41:00::,do by,true,do by,1,true,evidence_ready_review,24.0,junior,false
eat out,eat out,2,true,v,eat_out%2:34:00::,eat out,true,eat out,1,true,evidence_ready_review,24.0,junior,false
fair trade,fair trade,2,true,n,fair_trade%1:04:00::|fair_trade%1:04:01::,fair trade,true,fair trade|fair-trade,3,true,evidence_ready_review,24.0,junior,false
fall behind,fall behind,2,true,v,fall_behind%2:33:00::|fall_behind%2:38:00::,fall behind,true,fall behind,1,true,evidence_ready_review,24.0,junior,false
fall down,fall down,2,true,v,fall_down%2:38:15::,fall down,true,fall down,1,true,evidence_ready_review,24.0,junior,false
fall off,fall off,2,true,v,fall_off%2:30:00::|fall_off%2:30:01::|fall_off%2:35:00::,fall off,true,fall off,1,true,evidence_ready_review,24.0,junior,false
folk dance,folk dance,2,true,n|v,folk_dance%1:04:00::|folk_dance%2:38:00::,folk dance,true,folk dance,1,true,evidence_ready_review,24.0,junior,false
follow through,follow through,2,true,n|v,follow-through%1:04:00::|follow-through%1:04:01::|follow_through%2:30:00::|follow_through%2:35:00::,follow through|follow-through,true,follow through|follow-through,1,true,evidence_ready_review,24.0,junior,false
full moon,full moon,2,true,n,full_moon%1:28:00::,full moon,true,full moon,3,true,evidence_ready_review,24.0,junior,false
gas station,gas station,2,true,n,gas_station%1:06:00::,gas station,true,gas station,3,true,evidence_ready_review,24.0,junior,false
get across,get across,2,true,v,get_across%2:31:00::|get_across%2:32:00::|get_across%2:38:00::,get across,true,get across,1,true,evidence_ready_review,24.0,junior,false
get ahead,get ahead,2,true,v,get_ahead%2:33:00::,get ahead,true,get ahead,1,true,evidence_ready_review,24.0,junior,false
get at,get at,2,true,v,get_at%2:37:00::|get_at%2:38:00::|get_at%2:41:00::,get at,true,get at,1,true,evidence_ready_review,24.0,junior,false
give away,give away,2,true,v,give_away%2:32:00::|give_away%2:32:01::|give_away%2:40:00::|give_away%2:40:01::,give away,true,give away,1,true,evidence_ready_review,24.0,junior,false
give off,give off,2,true,v,give_off%2:42:00::|give_off%2:43:00::,give off,true,give off,1,true,evidence_ready_review,24.0,junior,false
go along,go along,2,true,v,go_along%2:38:02::|go_along%2:41:00::|go_along%2:42:00::,go along,true,go along,1,true,evidence_ready_review,24.0,junior,false
go around,go around,2,true,n|v,go-around%1:04:00::|go_around%2:32:00::|go_around%2:32:01::|go_around%2:38:00::|go_around%2:38:01::|go_around%2:42:00::,go around|go-around,true,go around,1,true,evidence_ready_review,24.0,junior,false
go under,go under,2,true,v,go_under%2:32:00::|go_under%2:38:00::|go_under%2:38:08::,go under,true,go under,1,true,evidence_ready_review,24.0,junior,false
good day,good day,2,true,n,good_day%1:10:00::,good day,true,good day,3,true,evidence_ready_review,24.0,junior,false
graduate school,graduate school,2,true,n,graduate_school%1:14:00::,graduate school,true,graduate school,3,true,evidence_ready_review,24.0,junior,false
hang in,hang in,2,true,v,hang_in%2:30:00::,hang in,true,hang in,1,true,evidence_ready_review,24.0,junior,false
have at,have at,2,false,,,,true,have at,3,true,moby_corpus_review,24.0,junior,false
heat wave,heat wave,2,true,n,heat_wave%1:19:00::,heat wave,true,heat wave,3,true,evidence_ready_review,24.0,junior,false
hot water,hot water,2,true,n,hot_water%1:26:00::,hot water,true,hot water,3,true,evidence_ready_review,24.0,junior,false
ice age,ice age,2,true,n,ice_age%1:28:00::,ice age,true,ice age,3,true,evidence_ready_review,24.0,junior,false
keep down,keep down,2,true,v,keep_down%2:29:00::|keep_down%2:30:00::|keep_down%2:41:00::,keep down,true,keep down,1,true,evidence_ready_review,24.0,junior,false
keep from,keep from,2,false,,,,true,keep from,3,true,moby_corpus_review,24.0,junior,false
keep out,keep out,2,true,v,keep_out%2:30:00::|keep_out%2:41:00::,keep out,true,keep out,1,true,evidence_ready_review,24.0,junior,false
lay off,lay off,2,true,v,lay_off%2:41:00::|lay_off%2:42:00::,lay off,true,lay off,1,true,evidence_ready_review,24.0,junior,false
lay up,lay up,2,true,n|v,lay-up%1:04:00::|lay_up%2:30:00::,lay up|lay-up,true,lay up,1,true,evidence_ready_review,24.0,junior,false
let off,let off,2,true,v,let_off%2:32:00::,let off,true,let off,1,true,evidence_ready_review,24.0,junior,false
light up,light up,2,true,v,light_up%2:30:00::|light_up%2:34:00::|light_up%2:43:00::|light_up%2:43:01::|light_up%2:43:02::,light up,true,light up,1,true,evidence_ready_review,24.0,junior,false
local government,local government,2,true,n,local_government%1:14:00::,local government,true,local government,3,true,evidence_ready_review,24.0,junior,false
lock out,lock out,2,true,v,lock_out%2:41:00::,lock out,true,lock out,1,true,evidence_ready_review,24.0,junior,false
look after,look after,2,true,v,look_after%2:39:00::,look after,true,look after,1,true,evidence_ready_review,24.0,junior,false
look forward to,look forward to,3,false,,,,true,look forward to,3,true,moby_corpus_review,24.0,junior,false
make believe,make believe,2,true,a|n|v,make-believe%1:04:00::|make-believe%1:09:00::|make-believe%5:00:00:unreal:00|make_believe%2:32:01::,make believe|make-believe,true,make believe|make-believe,1,true,evidence_ready_review,24.0,junior,false
mix up,mix up,2,true,n|v,mix-up%1:04:00::|mix_up%2:31:00::|mix_up%2:36:00::,mix up|mix-up,true,mix-up,1,true,evidence_ready_review,24.0,junior,false
old boy,old boy,2,true,n,old_boy%1:18:00::|old_boy%1:18:01::|old_boy%1:18:02::,old boy,true,old boy,3,true,evidence_ready_review,24.0,junior,false
old woman,old woman,2,true,n,old_woman%1:18:00::|old_woman%1:20:00::,old woman,true,old woman,3,true,evidence_ready_review,24.0,junior,false
pass by,pass by,2,true,v,pass_by%2:38:00::,pass by,true,pass by,1,true,evidence_ready_review,24.0,junior,false
play out,play out,2,true,v,play_out%2:30:00::|play_out%2:33:00::|play_out%2:36:00::|play_out%2:40:00::,play out,true,play out,1,true,evidence_ready_review,24.0,junior,false
police station,police station,2,true,n,police_station%1:06:00::,police station,true,police station,3,true,evidence_ready_review,24.0,junior,false
popular song,popular song,2,false,,,,true,popular song,3,true,moby_corpus_review,24.0,junior,false
pull down,pull down,2,true,v,pull_down%2:35:00::|pull_down%2:36:00::,pull down,true,pull down,1,true,evidence_ready_review,24.0,junior,false
pull through,pull through,2,true,n|v,pull-through%1:06:00::|pull_through%2:41:00::|pull_through%2:42:00::,pull through|pull-through,true,pull through,1,true,evidence_ready_review,24.0,junior,false
push through,push through,2,true,v,push_through%2:30:00::,push through,true,push through,1,true,evidence_ready_review,24.0,junior,false
put forward,put forward,2,true,v,put_forward%2:32:00::|put_forward%2:32:01::|put_forward%2:36:00::|put_forward%2:41:00::,put forward,true,put forward,1,true,evidence_ready_review,24.0,junior,false
put over,put over,2,true,v,put_over%2:32:00::|put_over%2:42:00::,put over,true,put over,1,true,evidence_ready_review,24.0,junior,false
put through,put through,2,true,v,put_through%2:30:00::|put_through%2:35:00::,put through,true,put through,1,true,evidence_ready_review,24.0,junior,false
rise above,rise above,2,false,,,,true,rise above,3,true,moby_corpus_review,24.0,junior,false
run over,run over,2,true,v,run_over%2:29:00::|run_over%2:38:00::,run over,true,run over,1,true,evidence_ready_review,24.0,junior,false
set about,set about,2,true,v,set_about%2:30:00::|set_about%2:36:00::|set_about%2:41:00::,set about,true,set about,1,true,evidence_ready_review,24.0,junior,false
set off,set off,2,true,v,set_off%2:30:00::|set_off%2:30:01::|set_off%2:30:02::|set_off%2:32:00::|set_off%2:36:00::|set_off%2:38:00::|set_off%2:42:00::,set off,true,set off,1,true,evidence_ready_review,24.0,junior,false
shake off,shake off,2,true,v,shake_off%2:35:00::|shake_off%2:38:00::,shake off,true,shake off,1,true,evidence_ready_review,24.0,junior,false
shake up,shake up,2,true,n|v,shake-up%1:04:00::|shake_up%2:35:00::|shake_up%2:35:01::|shake_up%2:37:00::|shake_up%2:38:00::|shake_up%2:38:07::|shake_up%2:41:00::,shake up|shake-up,true,shake up|shake-up,1,true,evidence_ready_review,24.0,junior,false
show off,show off,2,true,n|v,show-off%1:18:00::|show_off%2:39:00::,show off|show-off,true,show off|show-off,1,true,evidence_ready_review,24.0,junior,false
side effect,side effect,2,true,n,side_effect%1:19:00::|side_effect%1:26:00::,side effect,true,side effect,3,true,evidence_ready_review,24.0,junior,false
sign on,sign on,2,true,v,sign_on%2:41:00::,sign on,true,sign on,1,true,evidence_ready_review,24.0,junior,false
sleep around,sleep around,2,true,v,sleep_around%2:38:00::,sleep around,true,sleep around,1,true,evidence_ready_review,24.0,junior,false
speak for,speak for,2,true,v,speak_for%2:41:00::,speak for,true,speak for,1,true,evidence_ready_review,24.0,junior,false
speak out,speak out,2,true,v,speak_out%2:32:00::,speak out,true,speak out,1,true,evidence_ready_review,24.0,junior,false
start out,start out,2,true,v,start_out%2:30:00::|start_out%2:38:00::,start out,true,start out,1,true,evidence_ready_review,24.0,junior,false
step down,step down,2,true,n|v,step-down%1:04:00::|step_down%2:30:04::|step_down%2:41:00::,step down|step-down,true,step down,1,true,evidence_ready_review,24.0,junior,false
stick together,stick together,2,true,v,stick_together%2:41:00::,stick together,true,stick together,1,true,evidence_ready_review,24.0,junior,false
take back,take back,2,true,v,take_back%2:31:00::|take_back%2:32:00::|take_back%2:38:00::|take_back%2:38:03::|take_back%2:40:00::|take_back%2:41:00::,take back,true,take back,1,true,evidence_ready_review,24.0,junior,false
take out,take out,2,true,v,take_out%2:30:00::|take_out%2:31:00::|take_out%2:31:01::|take_out%2:34:00::|take_out%2:35:00::|take_out%2:35:01::|take_out%2:35:09::|take_out%2:38:00::|take_out%2:38:10::|take_out%2:40:00::|take_out%2:40:01::|take_out%2:40:02::|take_out%2:41:00::|take_out%2:41:01::,take out,true,take out,1,true,evidence_ready_review,24.0,junior,false
throw out,throw out,2,true,v,throw_out%2:32:00::|throw_out%2:32:01::|throw_out%2:40:00::|throw_out%2:41:00::|throw_out%2:41:01::,throw out,true,throw out,1,true,evidence_ready_review,24.0,junior,false
touch off,touch off,2,true,v,touch_off%2:36:00::,touch off,true,touch off,1,true,evidence_ready_review,24.0,junior,false
turn in,turn in,2,true,v,turn_in%2:29:00::|turn_in%2:36:00::|turn_in%2:38:00::|turn_in%2:40:00::,turn in,true,turn in,1,true,evidence_ready_review,24.0,junior,false
turn up,turn up,2,true,v,turn_up%2:30:00::|turn_up%2:35:00::|turn_up%2:35:03::|turn_up%2:40:00::|turn_up%2:42:03::,turn up,true,turn up,1,true,evidence_ready_review,24.0,junior,false
wear down,wear down,2,true,v,wear_down%2:29:00::|wear_down%2:30:00::,wear down,true,wear down,1,true,evidence_ready_review,24.0,junior,false
write in,write in,2,true,n|v,write-in%1:04:00::|write-in%1:18:00::|write_in%2:32:00::|write_in%2:41:00::,write in|write-in,true,write-in,1,true,evidence_ready_review,24.0,junior,false
art form,art form,2,true,n,art_form%1:09:00::,art form,false,,4,true,evidence_ready_review,23.219,junior,false
bright red,bright red,2,true,a,bright-red%5:00:00:chromatic:00,bright-red,false,,4,true,evidence_ready_review,23.219,junior,false
bus driver,bus driver,2,true,n,bus_driver%1:18:00::,bus driver,false,,4,true,evidence_ready_review,23.219,junior,false
car door,car door,2,true,n,car_door%1:06:00::,car door,false,,4,true,evidence_ready_review,23.219,junior,false
cup of tea,cup of tea,3,true,n,cup_of_tea%1:04:00::,cup of tea,false,,4,true,evidence_ready_review,23.219,junior,false
dollar bill,dollar bill,2,true,n,dollar_bill%1:21:00::,dollar bill,false,,4,true,evidence_ready_review,23.219,junior,false
for sale,for sale,2,true,a,for_sale%5:00:00:available:00,for sale,false,,4,true,evidence_ready_review,23.219,junior,false
game show,game show,2,true,n,game_show%1:10:00::,game show,false,,4,true,evidence_ready_review,23.219,junior,false
good deal,good deal,2,true,n,good_deal%1:23:00::,good deal,false,,4,true,evidence_ready_review,23.219,junior,false
great grandfather,great grandfather,2,true,n,great_grandfather%1:18:00::,great grandfather,false,,4,true,evidence_ready_review,23.219,junior,false
ground beef,ground beef,2,true,n,ground_beef%1:13:00::,ground beef,false,,4,true,evidence_ready_review,23.219,junior,false
left over,left over,2,true,a,left_over%5:00:00:unexhausted:00,left over,false,,4,true,evidence_ready_review,23.219,junior,false
middle name,middle name,2,true,n,middle_name%1:10:00::,middle name,false,,4,true,evidence_ready_review,23.219,junior,false
mobile phone,mobile phone,2,true,n,mobile_phone%1:06:00::,mobile phone,false,,4,true,evidence_ready_review,23.219,junior,false
on the job,on the job,3,true,a,on-the-job%3:01:00::|on_the_job%5:00:00:employed:00,on the job|on-the-job,false,,4,true,evidence_ready_review,23.219,junior,false
phone number,phone number,2,true,n,phone_number%1:10:00::,phone number,false,,4,true,evidence_ready_review,23.219,junior,false
quality of life,quality of life,3,true,n,quality_of_life%1:26:00::,quality of life,false,,4,true,evidence_ready_review,23.219,junior,false
rest stop,rest stop,2,true,n,rest_stop%1:06:00::,rest stop,false,,4,true,evidence_ready_review,23.219,junior,false
