phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
at odds,at odds,2,cet4,true,a,at_odds%5:00:00:inconsistent:00,false,2,evidence_ready_review,15.85,false
beam of light,beam of light,3,cet4,true,n,beam_of_light%1:19:00::,false,2,evidence_ready_review,15.85,false
bony fish,bony fish,2,cet4,true,n,bony_fish%1:05:00::,false,2,evidence_ready_review,15.85,false
cargo ship,cargo ship,2,cet4,true,n,cargo_ship%1:06:00::,false,2,evidence_ready_review,15.85,false
cost effective,cost effective,2,cet4,true,a,cost-effective%5:00:00:efficient:00,false,2,evidence_ready_review,15.85,false
cowboy hat,cowboy hat,2,cet4,true,n,cowboy_hat%1:06:00::,false,2,evidence_ready_review,15.85,false
day of remembrance,day of remembrance,3,cet4,true,n,day_of_remembrance%1:28:00::,false,2,evidence_ready_review,15.85,false
digestive system,digestive system,2,cet4,true,n,digestive_system%1:08:00::,false,2,evidence_ready_review,15.85,false
documentary film,documentary film,2,cet4,true,n,documentary_film%1:10:00::,false,2,evidence_ready_review,15.85,false
dress code,dress code,2,cet4,true,n,dress_code%1:10:00::,false,2,evidence_ready_review,15.85,false
drug dealer,drug dealer,2,cet4,true,n,drug_dealer%1:18:00::,false,2,evidence_ready_review,15.85,false
eighty five,eighty five,2,cet4,true,a,eighty-five%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
eighty one,eighty one,2,cet4,true,a,eighty-one%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
eighty three,eighty three,2,cet4,true,a,eighty-three%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
fifty eight,fifty eight,2,cet4,true,a,fifty-eight%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
fifty one,fifty one,2,cet4,true,a,fifty-one%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
fifty seven,fifty seven,2,cet4,true,a,fifty-seven%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
forty nine,forty nine,2,cet4,true,a,forty-nine%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
forty six,forty six,2,cet4,true,a,forty-six%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
forty two,forty two,2,cet4,true,a,forty-two%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
fuck you,fuck you,2,cet4,true,n,fuck_you%1:04:01::,false,2,evidence_ready_review,15.85,false
gasoline engine,gasoline engine,2,cet4,true,n,gasoline_engine%1:06:00::,false,2,evidence_ready_review,15.85,false
genetic engineering,genetic engineering,2,cet4,true,n,genetic_engineering%1:09:00::,false,2,evidence_ready_review,15.85,false
greeting card,greeting card,2,cet4,true,n,greeting_card%1:10:00::,false,2,evidence_ready_review,15.85,false
gross domestic product,gross domestic product,3,cet4,true,n,gross_domestic_product%1:21:00::,false,2,evidence_ready_review,15.85,false
intensive care unit,intensive care unit,3,cet4,true,n,intensive_care_unit%1:14:00::,false,2,evidence_ready_review,15.85,false
iron ore,iron ore,2,cet4,true,n,iron_ore%1:27:00::,false,2,evidence_ready_review,15.85,false
law enforcement agency,law enforcement agency,3,cet4,true,n,law_enforcement_agency%1:14:00::,false,2,evidence_ready_review,15.85,false
law of gravitation,law of gravitation,3,cet4,true,n,law_of_gravitation%1:09:00::,false,2,evidence_ready_review,15.85,false
light beam,light beam,2,cet4,true,n,light_beam%1:19:00::,false,2,evidence_ready_review,15.85,false
lighting up,lighting up,2,cet4,true,a,lighting-up%5:00:00:light:06,false,2,evidence_ready_review,15.85,false
low tech,low tech,2,cet4,true,a,low-tech%3:00:00::,false,2,evidence_ready_review,15.85,false
monetary fund,monetary fund,2,cet4,true,n,monetary_fund%1:21:00::,false,2,evidence_ready_review,15.85,false
musical scale,musical scale,2,cet4,true,n,musical_scale%1:10:00::,false,2,evidence_ready_review,15.85,false
never ending,never ending,2,cet4,true,a,never-ending%5:00:00:continuous:01,false,2,evidence_ready_review,15.85,false
ninety nine,ninety nine,2,cet4,true,a,ninety-nine%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
ninety seven,ninety seven,2,cet4,true,a,ninety-seven%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
ninety two,ninety two,2,cet4,true,a,ninety-two%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
off the hook,off the hook,3,cet4,true,a,off_the_hook%5:00:00:safe:01,false,2,evidence_ready_review,15.85,false
one hundred eighty,one hundred eighty,3,cet4,true,a,one_hundred_eighty%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
one hundred fifty,one hundred fifty,3,cet4,true,a,one_hundred_fifty%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
one hundred twenty,one hundred twenty,3,cet4,true,a,one_hundred_twenty%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
one quarter,one quarter,2,cet4,true,n,one-quarter%1:23:00::,false,2,evidence_ready_review,15.85,false
one shot,one shot,2,cet4,true,n,one_shot%1:06:00::,false,2,evidence_ready_review,15.85,false
one year old,one year old,3,cet4,true,a,one-year-old%5:00:00:young:00,false,2,evidence_ready_review,15.85,false
organ donor,organ donor,2,cet4,true,n,organ_donor%1:18:00::,false,2,evidence_ready_review,15.85,false
ozone layer,ozone layer,2,cet4,true,n,ozone_layer%1:17:00::,false,2,evidence_ready_review,15.85,false
pirate ship,pirate ship,2,cet4,true,n,pirate_ship%1:06:00::,false,2,evidence_ready_review,15.85,false
pop music,pop music,2,cet4,true,n,pop_music%1:10:00::,false,2,evidence_ready_review,15.85,false
possessive case,possessive case,2,cet4,true,n,possessive_case%1:10:00::,false,2,evidence_ready_review,15.85,false
prescription drug,prescription drug,2,cet4,true,n,prescription_drug%1:06:00::,false,2,evidence_ready_review,15.85,false
prime of life,prime of life,3,cet4,true,n,prime_of_life%1:28:00::,false,2,evidence_ready_review,15.85,false
principal investigator,principal investigator,2,cet4,true,n,principal_investigator%1:18:00::,false,2,evidence_ready_review,15.85,false
pyramid scheme,pyramid scheme,2,cet4,true,n,pyramid_scheme%1:09:00::,false,2,evidence_ready_review,15.85,false
radiation therapy,radiation therapy,2,cet4,true,n,radiation_therapy%1:04:00::,false,2,evidence_ready_review,15.85,false
road rage,road rage,2,cet4,true,n,road_rage%1:04:00::,false,2,evidence_ready_review,15.85,false
ruling class,ruling class,2,cet4,true,n,ruling_class%1:14:00::,false,2,evidence_ready_review,15.85,false
security deposit,security deposit,2,cet4,true,n,security_deposit%1:21:00::,false,2,evidence_ready_review,15.85,false
self aware,self aware,2,cet4,true,a,self-aware%5:00:00:conscious:00,false,2,evidence_ready_review,15.85,false
self worth,self worth,2,cet4,true,n,self-worth%1:07:00::,false,2,evidence_ready_review,15.85,false
seventy five,seventy five,2,cet4,true,a,seventy-five%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
seventy one,seventy one,2,cet4,true,a,seventy-one%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
sexual abuse,sexual abuse,2,cet4,true,n,sexual_abuse%1:04:00::,false,2,evidence_ready_review,15.85,false
shopping cart,shopping cart,2,cet4,true,n,shopping_cart%1:06:00::,false,2,evidence_ready_review,15.85,false
sixty three,sixty three,2,cet4,true,a,sixty-three%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
social justice warrior,social justice warrior,3,cet4,true,n,social_justice_warrior%1:18:01::,false,2,evidence_ready_review,15.85,false
sport utility,sport utility,2,cet4,true,n,sport_utility%1:06:00::,false,2,evidence_ready_review,15.85,false
stem cell research,stem cell research,3,cet4,true,n,stem-cell_research%1:04:00::,false,2,evidence_ready_review,15.85,false
storage room,storage room,2,cet4,true,n,storage_room%1:06:00::,false,2,evidence_ready_review,15.85,false
surgical procedure,surgical procedure,2,cet4,true,n,surgical_procedure%1:04:00::,false,2,evidence_ready_review,15.85,false
ten thousand,ten thousand,2,cet4,true,a|n,ten_thousand%1:23:00::|ten_thousand%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
terrorist group,terrorist group,2,cet4,true,n,terrorist_group%1:14:00::,false,2,evidence_ready_review,15.85,false
third eye,third eye,2,cet4,true,n,third_eye%1:08:00::,false,2,evidence_ready_review,15.85,false
thirty five,thirty five,2,cet4,true,a,thirty-five%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
thirty nine,thirty nine,2,cet4,true,a,thirty-nine%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
triple crown,triple crown,2,cet4,true,n,triple_crown%1:26:00::|triple_crown%1:26:01::,false,2,evidence_ready_review,15.85,false
twentieth century,twentieth century,2,cet4,true,n,twentieth_century%1:28:00::,false,2,evidence_ready_review,15.85,false
twenty first,twenty first,2,cet4,true,a,twenty-first%5:00:00:ordinal:00,false,2,evidence_ready_review,15.85,false
twenty seven,twenty seven,2,cet4,true,a|n,twenty-seven%1:23:00::|twenty-seven%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
twenty three,twenty three,2,cet4,true,a|n,twenty-three%1:23:00::|twenty-three%5:00:00:cardinal:00,false,2,evidence_ready_review,15.85,false
at first sight,at first sight,3,cet4,true,r,at_first_sight%4:02:00::|at_first_sight%4:02:01::,false,1,evidence_ready_review,15.0,false
at stake,at stake,2,cet4,true,r,at_stake%4:02:00::|at_stake%4:02:01::,false,1,evidence_ready_review,15.0,false
from scratch,from scratch,2,cet4,true,r,from_scratch%4:02:00::,false,1,evidence_ready_review,15.0,false
in haste,in haste,2,cet4,true,r,in_haste%4:02:01::,false,1,evidence_ready_review,15.0,false
like hell,like hell,2,cet4,true,r,like_hell%4:02:00::|like_hell%4:02:01::,false,1,evidence_ready_review,15.0,false
like royalty,like royalty,2,cet4,true,r,like_royalty%4:02:00::,false,1,evidence_ready_review,15.0,false
of necessity,of necessity,2,cet4,true,r,of_necessity%4:02:00::,false,1,evidence_ready_review,15.0,false
one on one,one on one,3,cet4,true,a|r,one-on-one%4:02:00::|one-on-one%5:00:00:individual:00|one-on-one%5:00:00:private:00,false,1,evidence_ready_review,15.0,false
ambassador at large,ambassador at large,3,cet4,false,,,true,1,moby_corpus_review,14.0,false
aptitude test,aptitude test,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
army corps,army corps,2,cet4,true,n,army_corps%1:14:00::,true,1,evidence_ready_review,14.0,false
atmospheric pressure,atmospheric pressure,2,cet4,true,n,atmospheric_pressure%1:19:00::,true,1,evidence_ready_review,14.0,false
atom bomb,atom bomb,2,cet4,true,n|v,atom-bomb%2:33:00::|atom_bomb%1:06:00::,true,0,oewn_dictionary_review,14.0,false
automatic pistol,automatic pistol,2,cet4,true,n,automatic_pistol%1:06:00::,true,1,evidence_ready_review,14.0,false
baggage car,baggage car,2,cet4,true,n,baggage_car%1:06:00::,true,1,evidence_ready_review,14.0,false
bang on,bang on,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
bang up,bang up,2,cet4,true,a|v,bang-up%5:00:00:good:01|bang_up%2:29:00::|bang_up%2:35:00::,true,0,oewn_dictionary_review,14.0,false
beg off,beg off,2,cet4,true,v,beg_off%2:32:00::,true,0,oewn_dictionary_review,14.0,false
belly dance,belly dance,2,cet4,true,n|v,belly_dance%1:04:00::|belly_dance%2:36:00::,true,0,oewn_dictionary_review,14.0,false
bind over,bind over,2,cet4,true,v,bind_over%2:41:00::,true,0,oewn_dictionary_review,14.0,false
blast off,blast off,2,cet4,true,v,blast_off%2:35:00::,true,0,oewn_dictionary_review,14.0,false
blood donor,blood donor,2,cet4,true,n,blood_donor%1:18:00::,true,1,evidence_ready_review,14.0,false
brain drain,brain drain,2,cet4,true,n,brain_drain%1:04:00::,true,1,evidence_ready_review,14.0,false
brain stem,brain stem,2,cet4,true,n,brain-stem%1:08:00::|brain_stem%1:08:00::,true,1,evidence_ready_review,14.0,false
buck up,buck up,2,cet4,true,v,buck_up%2:37:00::,true,0,oewn_dictionary_review,14.0,false
buckle down,buckle down,2,cet4,true,v,buckle_down%2:41:00::,true,0,oewn_dictionary_review,14.0,false
bulletin board,bulletin board,2,cet4,true,n,bulletin_board%1:06:00::|bulletin_board%1:06:01::,true,1,evidence_ready_review,14.0,false
bump off,bump off,2,cet4,true,v,bump_off%2:41:00::,true,0,oewn_dictionary_review,14.0,false
bundle up,bundle up,2,cet4,true,v,bundle_up%2:29:00::|bundle_up%2:35:00::,true,0,oewn_dictionary_review,14.0,false
burial ground,burial ground,2,cet4,true,n,burial_ground%1:15:00::,true,1,evidence_ready_review,14.0,false
call forth,call forth,2,cet4,true,v,call_forth%2:36:00::|call_forth%2:36:01::,true,0,oewn_dictionary_review,14.0,false
cane sugar,cane sugar,2,cet4,true,n,cane_sugar%1:13:00::|cane_sugar%1:27:00::,true,1,evidence_ready_review,14.0,false
carbon dating,carbon dating,2,cet4,true,n,carbon_dating%1:04:00::,true,1,evidence_ready_review,14.0,false
carpenter bee,carpenter bee,2,cet4,true,n,carpenter_bee%1:05:00::,true,1,evidence_ready_review,14.0,false
center punch,center punch,2,cet4,true,n|v,center_punch%1:06:00::|center_punch%2:35:00::,true,0,oewn_dictionary_review,14.0,false
coastal plain,coastal plain,2,cet4,true,n,coastal_plain%1:17:00::,true,1,evidence_ready_review,14.0,false
cold storage,cold storage,2,cet4,true,n,cold_storage%1:04:00::|cold_storage%1:26:00::,true,1,evidence_ready_review,14.0,false
collective farm,collective farm,2,cet4,true,n,collective_farm%1:14:00::,true,1,evidence_ready_review,14.0,false
commander in chief,commander in chief,3,cet4,true,n,commander-in-chief%1:18:00::|commander_in_chief%1:18:00::,true,1,evidence_ready_review,14.0,false
cooperative society,cooperative society,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
cop out,cop out,2,cet4,true,v,cop_out%2:31:00::,true,0,oewn_dictionary_review,14.0,false
cosmic ray,cosmic ray,2,cet4,true,n,cosmic_ray%1:19:00::,true,1,evidence_ready_review,14.0,false
crack up,crack up,2,cet4,true,n|v,crack-up%1:26:00::|crack_up%2:29:00::|crack_up%2:32:00::|crack_up%2:37:00::,true,0,oewn_dictionary_review,14.0,false
crane fly,crane fly,2,cet4,true,n,crane_fly%1:05:00::,true,1,evidence_ready_review,14.0,false
cross index,cross index,2,cet4,true,n|v,cross-index%1:10:00::|cross-index%2:41:00::,true,0,oewn_dictionary_review,14.0,false
crossing over,crossing over,2,cet4,true,n,crossing_over%1:22:00::,true,1,evidence_ready_review,14.0,false
crystal ball,crystal ball,2,cet4,true,n,crystal_ball%1:06:00::,true,1,evidence_ready_review,14.0,false
cue ball,cue ball,2,cet4,true,n,cue_ball%1:06:00::,true,1,evidence_ready_review,14.0,false
curl up,curl up,2,cet4,true,v,curl_up%2:38:01::,true,0,oewn_dictionary_review,14.0,false
date palm,date palm,2,cet4,true,n,date_palm%1:20:00::,true,1,evidence_ready_review,14.0,false
deep six,deep six,2,cet4,true,v,deep-six%2:35:00::|deep-six%2:40:00::,true,0,oewn_dictionary_review,14.0,false
definite article,definite article,2,cet4,true,n,definite_article%1:10:00::,true,1,evidence_ready_review,14.0,false
dine out,dine out,2,cet4,true,v,dine_out%2:34:00::,true,0,oewn_dictionary_review,14.0,false
double chin,double chin,2,cet4,true,n,double_chin%1:08:00::,true,1,evidence_ready_review,14.0,false
double tongue,double tongue,2,cet4,true,v,double_tongue%2:36:00::,true,0,oewn_dictionary_review,14.0,false
drip dry,drip dry,2,cet4,true,a|v,drip-dry%2:30:00::|drip-dry%5:00:00:unironed:00|drip-dry%5:00:00:washable:00,true,0,oewn_dictionary_review,14.0,false
drum out,drum out,2,cet4,true,v,drum_out%2:41:00::,true,0,oewn_dictionary_review,14.0,false
dry dock,dry dock,2,cet4,true,n|v,dry-dock%2:35:00::|dry_dock%1:06:00::,true,0,oewn_dictionary_review,14.0,false
elephant seal,elephant seal,2,cet4,true,n,elephant_seal%1:05:00::,true,1,evidence_ready_review,14.0,false
employment agency,employment agency,2,cet4,true,n,employment_agency%1:14:00::,true,1,evidence_ready_review,14.0,false
engagement ring,engagement ring,2,cet4,true,n,engagement_ring%1:06:00::,true,1,evidence_ready_review,14.0,false
executive officer,executive officer,2,cet4,true,n,executive_officer%1:18:00::,true,1,evidence_ready_review,14.0,false
extended family,extended family,2,cet4,true,n,extended_family%1:14:00::,true,1,evidence_ready_review,14.0,false
eye opening,eye opening,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
face harden,face harden,2,cet4,true,v,face-harden%2:30:00::,true,0,oewn_dictionary_review,14.0,false
fade out,fade out,2,cet4,true,v,fade_out%2:30:00::,true,0,oewn_dictionary_review,14.0,false
filling station,filling station,2,cet4,true,n,filling_station%1:06:00::,true,1,evidence_ready_review,14.0,false
first edition,first edition,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
first floor,first floor,2,cet4,true,n,first_floor%1:06:00::,true,1,evidence_ready_review,14.0,false
first foot,first foot,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
five star,five star,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
flesh and blood,flesh and blood,3,cet4,false,,,true,1,moby_corpus_review,14.0,false
flight recorder,flight recorder,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
flour mill,flour mill,2,cet4,true,n,flour_mill%1:06:00::,true,1,evidence_ready_review,14.0,false
four way,four way,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
free agent,free agent,2,cet4,true,n,free_agent%1:18:00::|free_agent%1:18:01::,true,1,evidence_ready_review,14.0,false
freedom rider,freedom rider,2,cet4,true,n,freedom_rider%1:18:00::,true,1,evidence_ready_review,14.0,false
freight train,freight train,2,cet4,true,n,freight_train%1:06:00::,true,1,evidence_ready_review,14.0,false
front runner,front runner,2,cet4,true,n,front-runner%1:18:00::,true,1,evidence_ready_review,14.0,false
funeral home,funeral home,2,cet4,true,n,funeral_home%1:06:00::,true,1,evidence_ready_review,14.0,false
goose step,goose step,2,cet4,true,n|v,goose_step%1:04:00::|goose_step%2:38:00::,true,0,oewn_dictionary_review,14.0,false
graph paper,graph paper,2,cet4,true,n,graph_paper%1:27:00::,true,1,evidence_ready_review,14.0,false
gum up,gum up,2,cet4,true,v,gum_up%2:35:00::,true,0,oewn_dictionary_review,14.0,false
hammer out,hammer out,2,cet4,true,v,hammer_out%2:32:00::,true,0,oewn_dictionary_review,14.0,false
haul off,haul off,2,cet4,true,v,haul_off%2:35:00::,true,0,oewn_dictionary_review,14.0,false
haul up,haul up,2,cet4,true,v,haul_up%2:38:00::,true,0,oewn_dictionary_review,14.0,false
hay fever,hay fever,2,cet4,true,n,hay_fever%1:26:00::,true,1,evidence_ready_review,14.0,false
heal all,heal all,2,cet4,true,n,heal_all%1:20:01::|heal_all%1:20:02::,true,1,evidence_ready_review,14.0,false
hero worship,hero worship,2,cet4,true,n|v,hero-worship%2:37:00::|hero_worship%1:12:00::,true,0,oewn_dictionary_review,14.0,false
high priest,high priest,2,cet4,true,n,high_priest%1:18:00::|high_priest%1:18:01::,true,1,evidence_ready_review,14.0,false
highway robbery,highway robbery,2,cet4,true,n,highway_robbery%1:04:00::|highway_robbery%1:21:00::,true,1,evidence_ready_review,14.0,false
historical materialism,historical materialism,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
hold forth,hold forth,2,cet4,true,v,hold_forth%2:32:00::,true,0,oewn_dictionary_review,14.0,false
horn in,horn in,2,cet4,true,v,horn_in%2:39:00::,true,0,oewn_dictionary_review,14.0,false
hunger strike,hunger strike,2,cet4,true,n,hunger_strike%1:04:00::,true,1,evidence_ready_review,14.0,false
imaginary number,imaginary number,2,cet4,true,n,imaginary_number%1:23:00::,true,1,evidence_ready_review,14.0,false
jet black,jet black,2,cet4,true,a|n,jet-black%5:00:00:achromatic:00|jet_black%1:07:00::,true,1,evidence_ready_review,14.0,false
jump shot,jump shot,2,cet4,true,n,jump_shot%1:04:00::,true,1,evidence_ready_review,14.0,false
land crab,land crab,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
landing gear,landing gear,2,cet4,true,n,landing_gear%1:06:00::,true,1,evidence_ready_review,14.0,false
life span,life span,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
limited liability,limited liability,2,cet4,true,n,limited_liability%1:21:00::,true,1,evidence_ready_review,14.0,false
literary agent,literary agent,2,cet4,true,n,literary_agent%1:18:00::,true,1,evidence_ready_review,14.0,false
long shot,long shot,2,cet4,true,n,long_shot%1:04:00::|long_shot%1:18:00::,true,1,evidence_ready_review,14.0,false
medical examiner,medical examiner,2,cet4,true,n,medical_examiner%1:18:00::,true,1,evidence_ready_review,14.0,false
metric system,metric system,2,cet4,true,n,metric_system%1:23:00::,true,1,evidence_ready_review,14.0,false
metric ton,metric ton,2,cet4,true,n,metric_ton%1:23:00::,true,1,evidence_ready_review,14.0,false
mother of pearl,mother of pearl,3,cet4,true,n,mother-of-pearl%1:27:00::,true,1,evidence_ready_review,14.0,false
mule deer,mule deer,2,cet4,true,n,mule_deer%1:05:00::,true,1,evidence_ready_review,14.0,false
name calling,name calling,2,cet4,true,n,name_calling%1:10:00::,true,1,evidence_ready_review,14.0,false
nursery school,nursery school,2,cet4,true,n,nursery_school%1:14:00::,true,1,evidence_ready_review,14.0,false
oil painting,oil painting,2,cet4,true,n,oil_painting%1:04:00::|oil_painting%1:06:00::,true,1,evidence_ready_review,14.0,false
one to one,one to one,3,cet4,true,a,one-to-one%5:00:00:matched:00,true,1,evidence_ready_review,14.0,false
opt out,opt out,2,cet4,true,v,opt_out%2:31:00::,true,0,oewn_dictionary_review,14.0,false
peanut oil,peanut oil,2,cet4,true,n,peanut_oil%1:13:00::,true,1,evidence_ready_review,14.0,false
pension off,pension off,2,cet4,true,v,pension_off%2:40:01::|pension_off%2:41:00::,true,0,oewn_dictionary_review,14.0,false
personality disorder,personality disorder,2,cet4,true,n,personality_disorder%1:26:00::,true,1,evidence_ready_review,14.0,false
physical therapy,physical therapy,2,cet4,true,n,physical_therapy%1:04:00::,true,1,evidence_ready_review,14.0,false
pitch into,pitch into,2,cet4,true,v,pitch_into%2:35:00::,true,0,oewn_dictionary_review,14.0,false
pop off,pop off,2,cet4,true,v,pop_off%2:30:00::|pop_off%2:38:00::,true,0,oewn_dictionary_review,14.0,false
postage stamp,postage stamp,2,cet4,true,n,postage_stamp%1:10:00::,true,1,evidence_ready_review,14.0,false
preparatory school,preparatory school,2,cet4,true,n,preparatory_school%1:14:00::,true,1,evidence_ready_review,14.0,false
pressure cooker,pressure cooker,2,cet4,true,n,pressure_cooker%1:06:00::,true,1,evidence_ready_review,14.0,false
proportional representation,proportional representation,2,cet4,true,n,proportional_representation%1:04:00::,true,1,evidence_ready_review,14.0,false
public utility,public utility,2,cet4,true,n,public_utility%1:14:00::,true,1,evidence_ready_review,14.0,false
rack up,rack up,2,cet4,true,v,rack_up%2:30:00::|rack_up%2:33:00::|rack_up%2:33:01::|rack_up%2:35:00::,true,0,oewn_dictionary_review,14.0,false
rear end,rear end,2,cet4,true,n|v,rear-end%2:35:00::|rear_end%1:08:00::,true,0,oewn_dictionary_review,14.0,false
reception room,reception room,2,cet4,true,n,reception_room%1:06:00::,true,1,evidence_ready_review,14.0,false
rock crystal,rock crystal,2,cet4,true,n,rock_crystal%1:27:00::,true,1,evidence_ready_review,14.0,false
roller skate,roller skate,2,cet4,true,n|v,roller_skate%1:06:00::|roller_skate%2:38:00::,true,0,oewn_dictionary_review,14.0,false
rub down,rub down,2,cet4,true,v,rub_down%2:35:00::|rub_down%2:35:01::,true,0,oewn_dictionary_review,14.0,false
rub out,rub out,2,cet4,true,v,rub_out%2:35:00::,true,0,oewn_dictionary_review,14.0,false
runner up,runner up,2,cet4,true,n,runner-up%1:18:00::,true,1,evidence_ready_review,14.0,false
sea breeze,sea breeze,2,cet4,true,n,sea_breeze%1:19:00::,true,1,evidence_ready_review,14.0,false
second childhood,second childhood,2,cet4,true,n,second_childhood%1:28:00::,true,1,evidence_ready_review,14.0,false
second guess,second guess,2,cet4,true,v,second-guess%2:32:00::|second-guess%2:32:01::,true,0,oewn_dictionary_review,14.0,false
second person,second person,2,cet4,true,n,second_person%1:10:00::,true,1,evidence_ready_review,14.0,false
second thought,second thought,2,cet4,true,n,second_thought%1:09:00::,true,1,evidence_ready_review,14.0,false
self help,self help,2,cet4,true,n,self-help%1:04:00::,true,1,evidence_ready_review,14.0,false
self mastery,self mastery,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
self restraint,self restraint,2,cet4,true,n,self-restraint%1:07:00::,true,1,evidence_ready_review,14.0,false
shot glass,shot glass,2,cet4,true,n,shot_glass%1:06:00::,true,1,evidence_ready_review,14.0,false
shrug off,shrug off,2,cet4,true,v,shrug_off%2:32:00::,true,0,oewn_dictionary_review,14.0,false
single combat,single combat,2,cet4,true,n,single_combat%1:04:00::,true,1,evidence_ready_review,14.0,false
sitting room,sitting room,2,cet4,true,n,sitting_room%1:06:00::,true,1,evidence_ready_review,14.0,false
six pack,six pack,2,cet4,true,n,six-pack%1:06:00::|six_pack%1:06:00::,true,1,evidence_ready_review,14.0,false
sixty four,sixty four,2,cet4,true,a,sixty-four%5:00:00:cardinal:00,true,1,evidence_ready_review,14.0,false
sixty nine,sixty nine,2,cet4,true,a|n,sixty-nine%1:04:00::|sixty-nine%5:00:00:cardinal:00,true,1,evidence_ready_review,14.0,false
skinny dip,skinny dip,2,cet4,true,n|v,skinny-dip%1:04:00::|skinny-dip%2:38:00::,true,0,oewn_dictionary_review,14.0,false
smash up,smash up,2,cet4,true,n|v,smash-up%1:11:00::|smash_up%2:35:00::,true,0,oewn_dictionary_review,14.0,false
social democracy,social democracy,2,cet4,true,n,social_democracy%1:09:00::,true,1,evidence_ready_review,14.0,false
soda ash,soda ash,2,cet4,true,n,soda_ash%1:27:00::,true,1,evidence_ready_review,14.0,false
soft soap,soft soap,2,cet4,true,n|v,soft-soap%2:32:00::|soft-soap%2:32:01::|soft_soap%1:06:00::|soft_soap%1:10:00::,true,0,oewn_dictionary_review,14.0,false
soul mate,soul mate,2,cet4,true,n,soul_mate%1:18:00::,true,1,evidence_ready_review,14.0,false
spelling bee,spelling bee,2,cet4,true,n,spelling_bee%1:11:00::,true,1,evidence_ready_review,14.0,false
spelling pronunciation,spelling pronunciation,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
spending money,spending money,2,cet4,true,n,spending_money%1:21:00::,true,1,evidence_ready_review,14.0,false
spill over,spill over,2,cet4,true,v,spill_over%2:37:00::|spill_over%2:38:01::,true,0,oewn_dictionary_review,14.0,false
spin dry,spin dry,2,cet4,true,v,spin-dry%2:30:00::,true,0,oewn_dictionary_review,14.0,false
spin out,spin out,2,cet4,true,v,spin_out%2:30:00::,true,0,oewn_dictionary_review,14.0,false
split second,split second,2,cet4,true,n,split_second%1:28:00::,true,1,evidence_ready_review,14.0,false
stainless steel,stainless steel,2,cet4,true,n,stainless_steel%1:27:00::,true,1,evidence_ready_review,14.0,false
stand pat,stand pat,2,cet4,true,v,stand_pat%2:32:00::,true,0,oewn_dictionary_review,14.0,false
stir up,stir up,2,cet4,true,v,stir_up%2:32:00::|stir_up%2:35:00::|stir_up%2:37:00::|stir_up%2:41:00::,true,0,oewn_dictionary_review,14.0,false
straighten out,straighten out,2,cet4,true,v,straighten_out%2:30:00::|straighten_out%2:30:01::|straighten_out%2:30:02::|straighten_out%2:31:00::|straighten_out%2:35:00::|straighten_out%2:35:01::,true,0,oewn_dictionary_review,14.0,false
straighten up,straighten up,2,cet4,true,v,straighten_up%2:38:01::,true,0,oewn_dictionary_review,14.0,false
straw man,straw man,2,cet4,true,n,straw_man%1:06:00::|straw_man%1:10:00::|straw_man%1:18:00::,true,1,evidence_ready_review,14.0,false
