phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
all the way,all the way,3,junior,true,r,all_the_way%4:02:03::|all_the_way%4:02:04::|all_the_way%4:02:09::,false,11,evidence_ready_review,40.85,false
hand in hand,hand in hand,3,junior,true,r,hand_in_hand%4:02:01::|hand_in_hand%4:02:03::,false,11,evidence_ready_review,40.85,false
in turn,in turn,2,junior,true,r,in_turn%4:02:00::,false,11,evidence_ready_review,40.85,false
no doubt,no doubt,2,junior,true,r,no_doubt%4:02:00::,false,11,evidence_ready_review,40.85,false
together with,together with,2,junior,true,r,together_with%4:02:00::,false,11,evidence_ready_review,40.85,false
arrive at,arrive at,2,junior,true,v,arrive_at%2:38:00::,false,7,evidence_ready_review,40.0,false
buy it,buy it,2,junior,true,v,buy_it%2:30:00::,false,7,evidence_ready_review,40.0,false
call for,call for,2,junior,true,v,call_for%2:32:03::|call_for%2:32:04::|call_for%2:40:00::|call_for%2:42:00::,false,7,evidence_ready_review,40.0,false
in for,in for,2,junior,true,a,in_for%5:00:00:certain:03,false,15,evidence_ready_review,40.0,false
let go of,let go of,3,junior,true,v,let_go_of%2:35:00::,false,7,evidence_ready_review,40.0,false
real life,real life,2,junior,true,n,real_life%1:09:00::,false,15,evidence_ready_review,40.0,false
run for,run for,2,junior,true,v,run_for%2:42:00::,false,7,evidence_ready_review,40.0,false
stay on,stay on,2,junior,true,v,stay_on%2:42:00::,false,7,evidence_ready_review,40.0,false
take part,take part,2,junior,true,v,take_part%2:41:00::,false,7,evidence_ready_review,40.0,false
break down,break down,2,junior,true,v,break_down%2:29:00::|break_down%2:30:00::|break_down%2:30:09::|break_down%2:31:00::|break_down%2:33:00::|break_down%2:35:01::|break_down%2:37:00::|break_down%2:38:00::,true,5,evidence_ready_review,39.85,false
come along,come along,2,junior,true,v,come_along%2:30:00::|come_along%2:30:01::,true,5,evidence_ready_review,39.85,false
come on,come on,2,junior,true,n|v,come-on%1:07:00::|come-on%1:09:00::|come_on%2:30:00::|come_on%2:30:01::|come_on%2:30:02::|come_on%2:35:00::|come_on%2:38:00::,true,5,evidence_ready_review,39.85,false
cut down,cut down,2,junior,true,v,cut_down%2:30:00::|cut_down%2:33:00::|cut_down%2:35:00::|cut_down%2:35:01::|cut_down%2:35:02::|cut_down%2:35:03::,true,5,evidence_ready_review,39.85,false
fall back,fall back,2,junior,true,v,fall_back%2:29:00::|fall_back%2:33:00::|fall_back%2:38:00::|fall_back%2:38:01::|fall_back%2:38:03::|fall_back%2:41:00::,true,5,evidence_ready_review,39.85,false
get through,get through,2,junior,true,v,get_through%2:30:00::|get_through%2:31:00::|get_through%2:32:00::|get_through%2:38:00::|get_through%2:42:00::,true,5,evidence_ready_review,39.85,false
go away,go away,2,junior,true,v,go_away%2:30:00::|go_away%2:38:00::|go_away%2:38:05::|go_away%2:39:00::,true,5,evidence_ready_review,39.85,false
hold back,hold back,2,junior,true,v,hold_back%2:30:00::|hold_back%2:33:00::|hold_back%2:39:00::|hold_back%2:40:00::|hold_back%2:42:00::|hold_back%2:42:01::,true,5,evidence_ready_review,39.85,false
keep in,keep in,2,junior,true,v,keep_in%2:41:00::,true,5,evidence_ready_review,39.85,false
let out,let out,2,junior,true,v,let_out%2:30:00::|let_out%2:32:00::|let_out%2:32:02::|let_out%2:35:00::,true,5,evidence_ready_review,39.85,false
look back,look back,2,junior,true,v,look_back%2:31:00::|look_back%2:39:00::,true,5,evidence_ready_review,39.85,false
mother in law,mother in law,3,junior,true,n,mother-in-law%1:18:00::,true,11,evidence_ready_review,39.85,false
move in,move in,2,junior,true,v,move_in%2:38:00::|move_in%2:38:01::|move_in%2:38:02::,true,5,evidence_ready_review,39.85,false
no good,no good,2,junior,true,a,no-good%5:00:00:bad:00|no-good%5:00:00:worthless:00,true,11,evidence_ready_review,39.85,false
put up,put up,2,junior,true,a|v,put-up%5:00:00:planned:00|put_up%2:30:00::|put_up%2:31:00::|put_up%2:32:00::|put_up%2:35:00::|put_up%2:36:00::|put_up%2:40:00::|put_up%2:40:01::|put_up%2:41:00::|put_up%2:41:01::,true,5,evidence_ready_review,39.85,false
run into,run into,2,junior,true,v,run_into%2:35:00::|run_into%2:35:01::|run_into%2:38:01::|run_into%2:42:01::,true,5,evidence_ready_review,39.85,false
step in,step in,2,junior,true,n|v,step-in%1:06:00::|step_in%2:41:00::|step_in%2:41:09::,true,5,evidence_ready_review,39.85,false
take down,take down,2,junior,true,v,take_down%2:32:00::|take_down%2:36:00::|take_down%2:37:00::|take_down%2:38:00::,true,5,evidence_ready_review,39.85,false
all along,all along,2,junior,true,r,all_along%4:02:00::,false,10,evidence_ready_review,39.594,false
in on,in on,2,junior,true,r,in_on%4:02:00::,false,10,evidence_ready_review,39.594,false
in the way,in the way,3,junior,true,r,in_the_way%4:02:00::,false,10,evidence_ready_review,39.594,false
just about,just about,2,junior,true,r,just_about%4:02:00::,false,10,evidence_ready_review,39.594,false
once again,once again,2,junior,true,r,once_again%4:02:00::,false,10,evidence_ready_review,39.594,false
until now,until now,2,junior,true,r,until_now%4:02:00::,false,10,evidence_ready_review,39.594,false
very well,very well,2,junior,true,r,very_well%4:02:00::|very_well%4:02:01::,false,10,evidence_ready_review,39.594,false
in love,in love,2,junior,true,a,in_love%5:00:00:loving:00,false,14,evidence_ready_review,39.069,false
tired of,tired of,2,junior,true,a,tired_of%5:00:00:displeased:00,false,14,evidence_ready_review,39.069,false
under way,under way,2,junior,true,r,under_way%4:02:00::,true,7,evidence_ready_review,39.0,false
on the other hand,on the other hand,4,junior,true,r,on_the_other_hand%4:02:00::,false,11,evidence_ready_review,38.85,false
ice cream,ice cream,2,junior,true,n,ice_cream%1:13:00::,true,10,evidence_ready_review,38.594,false
present day,present day,2,junior,true,a,present-day%5:00:00:current:00,true,10,evidence_ready_review,38.594,false
toilet paper,toilet paper,2,junior,true,n,toilet_paper%1:27:00::,true,10,evidence_ready_review,38.594,false
as it is,as it is,3,junior,true,r,as_it_is%4:02:00::,false,9,evidence_ready_review,38.219,false
as usual,as usual,2,junior,true,r,as_usual%4:02:00::,false,9,evidence_ready_review,38.219,false
in a way,in a way,3,junior,true,r,in_a_way%4:02:00::,false,9,evidence_ready_review,38.219,false
in full,in full,2,junior,true,r,in_full%4:02:00::,false,9,evidence_ready_review,38.219,false
in person,in person,2,junior,true,a|r,in-person%5:00:00:personal:00|in_person%4:02:01::,false,9,evidence_ready_review,38.219,false
per year,per year,2,junior,true,r,per_year%4:02:00::,false,9,evidence_ready_review,38.219,false
to date,to date,2,junior,true,r,to_date%4:02:00::,false,9,evidence_ready_review,38.219,false
be born,be born,2,junior,true,v,be_born%2:30:00::,false,6,evidence_ready_review,38.074,false
bring back,bring back,2,junior,true,v,bring_back%2:29:00::|bring_back%2:38:00::,false,6,evidence_ready_review,38.074,false
center on,center on,2,junior,true,v,center_on%2:42:00::|center_on%2:42:01::,false,6,evidence_ready_review,38.074,false
fall asleep,fall asleep,2,junior,true,v,fall_asleep%2:29:00::,false,6,evidence_ready_review,38.074,false
fall into,fall into,2,junior,true,v,fall_into%2:42:00::,false,6,evidence_ready_review,38.074,false
go far,go far,2,junior,true,v,go_far%2:41:00::|go_far%2:42:00::,false,6,evidence_ready_review,38.074,false
go home,go home,2,junior,true,v,go_home%2:38:00::,false,6,evidence_ready_review,38.074,false
go to bed,go to bed,3,junior,true,v,go_to_bed%2:29:00::,false,6,evidence_ready_review,38.074,false
great deal,great deal,2,junior,true,n,great_deal%1:23:00::,false,13,evidence_ready_review,38.074,false
look out,look out,2,junior,true,v,look_out%2:33:10::|look_out%2:39:00::,false,6,evidence_ready_review,38.074,false
look to,look to,2,junior,true,v,look_to%2:31:01::|look_to%2:37:00::,false,6,evidence_ready_review,38.074,false
sleep in,sleep in,2,junior,true,v,sleep_in%2:29:00::|sleep_in%2:34:00::,false,6,evidence_ready_review,38.074,false
watch over,watch over,2,junior,true,v,watch_over%2:41:00::,false,6,evidence_ready_review,38.074,false
work out,work out,2,junior,true,v,work_out%2:29:00::|work_out%2:29:01::|work_out%2:30:00::|work_out%2:30:01::|work_out%2:31:04::|work_out%2:31:06::|work_out%2:31:07::|work_out%2:42:00::,false,6,evidence_ready_review,38.074,false
add up,add up,2,junior,true,v,add_up%2:32:00::|add_up%2:42:00::|add_up%2:42:01::|add_up%2:42:03::,true,4,evidence_ready_review,37.219,false
break in,break in,2,junior,true,n|v,break-in%1:04:00::|break_in%2:30:00::|break_in%2:30:01::|break_in%2:30:03::|break_in%2:32:00::|break_in%2:35:00::|break_in%2:41:00::,true,4,evidence_ready_review,37.219,false
bring down,bring down,2,junior,true,v,bring_down%2:30:00::|bring_down%2:32:00::|bring_down%2:37:00::|bring_down%2:38:00::|bring_down%2:38:01::|bring_down%2:41:00::,true,4,evidence_ready_review,37.219,false
buy in,buy in,2,junior,true,v,buy_in%2:40:00::,true,4,evidence_ready_review,37.219,false
call out,call out,2,junior,true,n|v,call-out%1:10:00::|call_out%2:32:00::|call_out%2:32:01::|call_out%2:32:12::,true,4,evidence_ready_review,37.219,false
check out,check out,2,junior,true,v,check_out%2:31:00::|check_out%2:32:00::|check_out%2:32:01::|check_out%2:40:00::|check_out%2:40:02::|check_out%2:41:00::|check_out%2:42:06::,true,4,evidence_ready_review,37.219,false
cover up,cover up,2,junior,true,n|v,cover-up%1:04:00::|cover_up%2:39:00::,true,4,evidence_ready_review,37.219,false
cut out,cut out,2,junior,true,a|v,cut_out%2:30:00::|cut_out%2:30:01::|cut_out%2:33:00::|cut_out%2:35:01::|cut_out%2:35:02::|cut_out%2:35:03::|cut_out%5:00:00:cut:03,true,4,evidence_ready_review,37.219,false
fill in,fill in,2,junior,true,n|v,fill-in%1:18:00::|fill_in%2:32:00::|fill_in%2:32:02::|fill_in%2:36:00::|fill_in%2:40:00::,true,4,evidence_ready_review,37.219,false
fit in,fit in,2,junior,true,v,fit_in%2:42:00::,true,4,evidence_ready_review,37.219,false
follow up,follow up,2,junior,true,n|v,follow-up%1:04:00::|follow-up%1:04:01::|follow-up%1:06:00::|follow_up%2:30:00::|follow_up%2:30:01::,true,4,evidence_ready_review,37.219,false
get on,get on,2,junior,true,v,get_on%2:30:00::|get_on%2:30:01::|get_on%2:30:03::|get_on%2:38:00::|get_on%2:38:02::|get_on%2:38:03::|get_on%2:41:00::,true,4,evidence_ready_review,37.219,false
go over,go over,2,junior,true,v,go_over%2:29:00::|go_over%2:30:00::|go_over%2:31:00::|go_over%2:31:01::,true,4,evidence_ready_review,37.219,false
have on,have on,2,junior,true,v,have_on%2:29:00::,true,4,evidence_ready_review,37.219,false
pay off,pay off,2,junior,true,v,pay_off%2:33:00::|pay_off%2:40:00::|pay_off%2:40:01::|pay_off%2:40:02::|pay_off%2:40:03::|pay_off%2:40:04::,true,4,evidence_ready_review,37.219,false
put down,put down,2,junior,true,n|v,put-down%1:10:00::|put_down%2:32:00::|put_down%2:32:05::|put_down%2:35:00::|put_down%2:35:01::|put_down%2:35:02::|put_down%2:35:03::|put_down%2:37:00::|put_down%2:38:00::,true,4,evidence_ready_review,37.219,false
run off,run off,2,junior,true,v,run_off%2:33:00::|run_off%2:36:00::|run_off%2:38:00::|run_off%2:38:01::|run_off%2:38:02::|run_off%2:38:03::|run_off%2:38:04::,true,4,evidence_ready_review,37.219,false
run on,run on,2,junior,true,a|v,run-on%3:00:00::|run_on%2:32:00::|run_on%2:42:00::,true,4,evidence_ready_review,37.219,false
run out,run out,2,junior,true,v,run_out%2:29:00::|run_out%2:30:02::|run_out%2:30:03::|run_out%2:30:12::|run_out%2:38:00::|run_out%2:38:01::|run_out%2:38:02::|run_out%2:42:00::,true,4,evidence_ready_review,37.219,false
set in,set in,2,junior,true,v,set_in%2:30:00::|set_in%2:42:00::|set_in%2:43:00::,true,4,evidence_ready_review,37.219,false
set to,set to,2,junior,true,n,set-to%1:04:00::,true,9,evidence_ready_review,37.219,false
sleep with,sleep with,2,junior,true,v,sleep_with%2:35:00::,true,4,evidence_ready_review,37.219,false
speak up,speak up,2,junior,true,v,speak_up%2:32:00::|speak_up%2:32:03::,true,4,evidence_ready_review,37.219,false
stand by,stand by,2,junior,true,v,stand_by%2:42:00::|stand_by%2:42:01::|stand_by%2:42:02::,true,4,evidence_ready_review,37.219,false
stand for,stand for,2,junior,true,v,stand_for%2:31:00::|stand_for%2:32:00::|stand_for%2:32:01::|stand_for%2:42:00::,true,4,evidence_ready_review,37.219,false
stand out,stand out,2,junior,true,v,stand_out%2:33:01::|stand_out%2:38:00::|stand_out%2:42:00::|stand_out%2:42:02::,true,4,evidence_ready_review,37.219,false
stick to,stick to,2,junior,true,v,stick_to%2:30:00::|stick_to%2:35:03::,true,4,evidence_ready_review,37.219,false
take up,take up,2,junior,true,n|v,take-up%1:04:00::|take-up%1:06:00::|take_up%2:30:00::|take_up%2:30:01::|take_up%2:31:00::|take_up%2:34:00::|take_up%2:35:00::|take_up%2:35:01::|take_up%2:35:03::|take_up%2:35:04::|take_up%2:38:03::|take_up%2:40:00::|take_up%2:41:00::|take_up%2:41:01::|take_up%2:42:00::,true,4,evidence_ready_review,37.219,false
throw up,throw up,2,junior,true,v,throw_up%2:29:00::,true,4,evidence_ready_review,37.219,false
trade in,trade in,2,junior,true,n|v,trade-in%1:21:00::|trade_in%2:40:00::,true,4,evidence_ready_review,37.219,false
warm up,warm up,2,junior,true,n|v,warm-up%1:04:00::|warm_up%1:04:00::|warm_up%2:29:00::|warm_up%2:29:01::|warm_up%2:30:00::|warm_up%2:30:01::|warm_up%2:41:00::,true,4,evidence_ready_review,37.219,false
fast food,fast food,2,junior,true,n,fast_food%1:13:00::,false,12,evidence_ready_review,37.004,false
on fire,on fire,2,junior,true,a,on_fire%5:00:00:lighted:00,false,12,evidence_ready_review,37.004,false
after all,after all,2,junior,true,r,after_all%4:02:00::|after_all%4:02:01::,false,8,evidence_ready_review,36.699,false
by hand,by hand,2,junior,true,r,by_hand%4:02:01::,false,8,evidence_ready_review,36.699,false
for free,for free,2,junior,true,r,for_free%4:02:00::,false,8,evidence_ready_review,36.699,false
in the south,in the south,3,junior,true,r,in_the_south%4:02:00::,false,8,evidence_ready_review,36.699,false
now and then,now and then,3,junior,true,r,now_and_then%4:02:00::,false,8,evidence_ready_review,36.699,false
on board,on board,2,junior,true,r,on_board%4:02:00::,false,8,evidence_ready_review,36.699,false
on purpose,on purpose,2,junior,true,r,on_purpose%4:02:00::,false,8,evidence_ready_review,36.699,false
child care,child care,2,junior,true,n,child_care%1:04:00::,false,11,evidence_ready_review,35.85,false
come before,come before,2,junior,true,v,come_before%2:41:00::,false,5,evidence_ready_review,35.85,false
do well,do well,2,junior,true,v,do_well%2:42:00::,false,5,evidence_ready_review,35.85,false
go after,go after,2,junior,true,v,go_after%2:35:00::|go_after%2:38:01::,false,5,evidence_ready_review,35.85,false
have the best,have the best,3,junior,true,v,have_the_best%2:33:02::,false,5,evidence_ready_review,35.85,false
look into,look into,2,junior,true,v,look_into%2:31:00::|look_into%2:32:00::,false,5,evidence_ready_review,35.85,false
make good,make good,2,junior,true,v,make_good%2:41:00::,false,5,evidence_ready_review,35.85,false
move around,move around,2,junior,true,v,move_around%2:38:00::|move_around%2:38:03::,false,5,evidence_ready_review,35.85,false
move on,move on,2,junior,true,v,move_on%2:38:00::,false,5,evidence_ready_review,35.85,false
out of it,out of it,3,junior,true,a,out_of_it%5:00:00:unaware:00|out_of_it%5:00:00:unconscious:00|out_of_it%5:00:00:unwanted:00,false,11,evidence_ready_review,35.85,false
reach out,reach out,2,junior,true,v,reach_out%2:32:00::|reach_out%2:35:00::|reach_out%2:42:00::,false,5,evidence_ready_review,35.85,false
research center,research center,2,junior,true,n,research_center%1:06:00::,false,11,evidence_ready_review,35.85,false
see the light,see the light,3,junior,true,v,see_the_light%2:30:00::,false,5,evidence_ready_review,35.85,false
some other,some other,2,junior,true,a,some_other%5:00:00:other:00,false,11,evidence_ready_review,35.85,false
space travel,space travel,2,junior,true,n,space_travel%1:04:00::,false,11,evidence_ready_review,35.85,false
step on,step on,2,junior,true,v,step_on%2:38:00::,false,5,evidence_ready_review,35.85,false
turn back,turn back,2,junior,true,v,turn_back%2:30:00::|turn_back%2:30:09::|turn_back%2:33:00::|turn_back%2:38:00::|turn_back%2:38:02::,false,5,evidence_ready_review,35.85,false
turn off,turn off,2,junior,true,v,turn_off%2:35:00::|turn_off%2:37:00::|turn_off%2:38:00::,false,5,evidence_ready_review,35.85,false
all night,all night,2,junior,true,a,all-night%5:00:00:long:02,true,8,evidence_ready_review,35.699,false
middle class,middle class,2,junior,true,a|n,middle-class%3:00:00::|middle_class%1:14:00::,true,8,evidence_ready_review,35.699,false
sea level,sea level,2,junior,true,a|n,sea-level%5:00:00:lowland:00|sea_level%1:07:00::,true,8,evidence_ready_review,35.699,false
at heart,at heart,2,junior,true,r,at_heart%4:02:00::,false,7,evidence_ready_review,35.0,false
even as,even as,2,junior,true,r,even_as%4:02:01::,false,7,evidence_ready_review,35.0,false
for good,for good,2,junior,true,r,for_good%4:02:00::,false,7,evidence_ready_review,35.0,false
let alone,let alone,2,junior,true,r|v,let_alone%2:30:00::|let_alone%4:02:00::,false,3,evidence_ready_review,35.0,false
on the side,on the side,3,junior,true,r,on_the_side%4:02:00::,false,7,evidence_ready_review,35.0,false
over and over,over and over,3,junior,true,r,over_and_over%4:02:00::,false,7,evidence_ready_review,35.0,false
this evening,this evening,2,junior,true,r,this_evening%4:02:00::,false,7,evidence_ready_review,35.0,false
to order,to order,2,junior,true,r,to_order%4:02:00::,false,7,evidence_ready_review,35.0,false
up here,up here,2,junior,true,r,up_here%4:02:00::,false,7,evidence_ready_review,35.0,false
blood sugar,blood sugar,2,junior,true,n,blood_sugar%1:27:00::,false,10,evidence_ready_review,34.594,false
hard time,hard time,2,junior,true,n,hard_time%1:26:00::|hard_time%1:28:00::,false,10,evidence_ready_review,34.594,false
human right,human right,2,junior,true,n,human_right%1:07:00::,false,10,evidence_ready_review,34.594,false
to the point,to the point,3,junior,true,a,to_the_point%5:00:01:relevant:00,false,10,evidence_ready_review,34.594,false
all time,all time,2,junior,true,a,all-time%5:00:00:incomparable:00,true,7,evidence_ready_review,34.0,false
answer for,answer for,2,junior,true,v,answer_for%2:32:00::,true,3,evidence_ready_review,34.0,false
back up,back up,2,junior,true,v,back_up%2:30:00::|back_up%2:35:00::|back_up%2:36:00::|back_up%2:38:00::|back_up%2:41:00::,true,3,evidence_ready_review,34.0,false
black hole,black hole,2,junior,true,n,black_hole%1:17:00::,true,7,evidence_ready_review,34.0,false
break up,break up,2,junior,true,v,break_up%2:29:00::|break_up%2:30:00::|break_up%2:30:01::|break_up%2:30:02::|break_up%2:30:03::|break_up%2:30:04::|break_up%2:30:08::|break_up%2:30:09::|break_up%2:32:00::|break_up%2:35:01::|break_up%2:35:02::|break_up%2:35:03::|break_up%2:35:04::|break_up%2:35:10::|break_up%2:36:00::|break_up%2:37:04::|break_up%2:38:00::|break_up%2:38:01::|break_up%2:41:00::,true,3,evidence_ready_review,34.0,false
bring about,bring about,2,junior,true,v,bring_about%2:36:03::|bring_about%2:38:00::,true,3,evidence_ready_review,34.0,false
carry on,carry on,2,junior,true,n|v,carry-on%1:06:01::|carry_on%2:32:00::|carry_on%2:41:00::|carry_on%2:41:02::|carry_on%2:42:00::,true,3,evidence_ready_review,34.0,false
come by,come by,2,junior,true,v,come_by%2:40:00::|come_by%2:41:00::,true,3,evidence_ready_review,34.0,false
come into,come into,2,junior,true,v,come_into%2:40:00::,true,3,evidence_ready_review,34.0,false
count on,count on,2,junior,true,v,count_on%2:31:01::,true,3,evidence_ready_review,34.0,false
deep space,deep space,2,junior,true,n,deep_space%1:15:00::,true,7,evidence_ready_review,34.0,false
double check,double check,2,junior,true,n|v,double-check%2:31:00::|double_check%1:09:00::,true,3,evidence_ready_review,34.0,false
fill up,fill up,2,junior,true,v,fill_up%2:30:00::|fill_up%2:30:01::|fill_up%2:34:00::|fill_up%2:35:03::,true,3,evidence_ready_review,34.0,false
get by,get by,2,junior,true,v,get_by%2:32:00::|get_by%2:38:00::|get_by%2:41:00::,true,3,evidence_ready_review,34.0,false
get together,get together,2,junior,true,n|v,get_together%1:14:00::|get_together%2:41:01::|get_together%2:41:02::|get_together%2:41:03::,true,3,evidence_ready_review,34.0,false
go by,go by,2,junior,true,v,go_by%2:30:00::|go_by%2:32:00::|go_by%2:38:00::|go_by%2:38:01::,true,3,evidence_ready_review,34.0,false
go off,go off,2,junior,true,v,go_off%2:30:00::|go_off%2:30:01::|go_off%2:30:02::|go_off%2:33:00::|go_off%2:35:00::|go_off%2:38:00::,true,3,evidence_ready_review,34.0,false
go with,go with,2,junior,true,v,go_with%2:42:00::|go_with%2:42:01::,true,3,evidence_ready_review,34.0,false
keep on,keep on,2,junior,true,v,keep_on%2:41:00::,true,3,evidence_ready_review,34.0,false
let in,let in,2,junior,true,v,let_in%2:41:00::|let_in%2:41:02::,true,3,evidence_ready_review,34.0,false
lie down,lie down,2,junior,true,v,lie_down%2:38:00::,true,3,evidence_ready_review,34.0,false
lie to,lie to,2,junior,false,,,true,7,moby_corpus_review,34.0,false
line up,line up,2,junior,true,v,line_up%2:30:00::|line_up%2:33:00::|line_up%2:38:00::|line_up%2:38:01::|line_up%2:40:00::|line_up%2:42:00::,true,3,evidence_ready_review,34.0,false
look on,look on,2,junior,true,v,look_on%2:31:00::|look_on%2:39:00::,true,3,evidence_ready_review,34.0,false
open up,open up,2,junior,true,v,open_up%2:30:00::|open_up%2:30:01::|open_up%2:32:00::|open_up%2:35:00::|open_up%2:35:06::|open_up%2:36:00::|open_up%2:41:00::,true,3,evidence_ready_review,34.0,false
pay up,pay up,2,junior,true,v,pay_up%2:40:00::,true,3,evidence_ready_review,34.0,false
play with,play with,2,junior,false,,,true,7,moby_corpus_review,34.0,false
pull up,pull up,2,junior,true,n|v,pull-up%1:04:00::|pull-up%1:06:00::|pull_up%2:35:00::|pull_up%2:38:01::|pull_up%2:38:02::|pull_up%2:38:03::,true,3,evidence_ready_review,34.0,false
push up,push up,2,junior,true,v,push_up%2:38:00::|push_up%2:38:01::|push_up%2:42:00::,true,3,evidence_ready_review,34.0,false
run up,run up,2,junior,true,n|v,run-up%1:04:00::|run-up%1:11:00::|run_up%2:30:00::|run_up%2:35:00::|run_up%2:35:01::|run_up%2:36:00::|run_up%2:40:00::,true,3,evidence_ready_review,34.0,false
short term,short term,2,junior,true,a,short-term%5:00:00:short:02,true,7,evidence_ready_review,34.0,false
sign up,sign up,2,junior,true,v,sign_up%2:33:00::|sign_up%2:41:00::,true,3,evidence_ready_review,34.0,false
sit down,sit down,2,junior,true,n|v,sit-down%1:04:00::|sit_down%2:35:00::|sit_down%2:35:03::|sit_down%2:38:00::,true,3,evidence_ready_review,34.0,false
speed up,speed up,2,junior,true,v,speed_up%2:30:00::|speed_up%2:30:01::,true,3,evidence_ready_review,34.0,false
stand in,stand in,2,junior,true,n|v,stand-in%1:18:00::|stand_in%2:40:00::,true,3,evidence_ready_review,34.0,false
start up,start up,2,junior,true,v,start_up%2:36:00::|start_up%2:38:00::,true,3,evidence_ready_review,34.0,false
step up,step up,2,junior,true,n|v,step-up%1:04:00::|step_up%2:30:00::|step_up%2:30:01::|step_up%2:38:00::,true,3,evidence_ready_review,34.0,false
wear off,wear off,2,junior,true,v,wear_off%2:30:00::|wear_off%2:35:00::,true,3,evidence_ready_review,34.0,false
write off,write off,2,junior,true,n|v,write-off%1:04:00::|write-off%1:21:00::|write_off%2:30:00::|write_off%2:31:00::|write_off%2:36:00::|write_off%2:41:00::,true,3,evidence_ready_review,34.0,false
year round,year round,2,junior,true,a,year-round%3:00:00::,true,7,evidence_ready_review,34.0,false
add to,add to,2,junior,true,v,add_to%2:30:00::,false,4,evidence_ready_review,33.219,false
drop in,drop in,2,junior,true,v,drop_in%2:41:00::,false,4,evidence_ready_review,33.219,false
go wrong,go wrong,2,junior,true,v,go_wrong%2:41:00::,false,4,evidence_ready_review,33.219,false
good luck,good luck,2,junior,true,n,good_luck%1:11:00::|good_luck%1:19:00::|good_luck%1:26:00::,false,9,evidence_ready_review,33.219,false
large number,large number,2,junior,true,n,large_number%1:23:00::,false,9,evidence_ready_review,33.219,false
let it go,let it go,3,junior,true,v,let_it_go%2:41:00::,false,4,evidence_ready_review,33.219,false
make sense,make sense,2,junior,true,v,make_sense%2:42:00::,false,4,evidence_ready_review,33.219,false
move ahead,move ahead,2,junior,true,v,move_ahead%2:38:01::,false,4,evidence_ready_review,33.219,false
slow down,slow down,2,junior,true,v,slow_down%2:29:00::|slow_down%2:30:00::|slow_down%2:30:01::|slow_down%2:30:02::|slow_down%2:30:04::,false,4,evidence_ready_review,33.219,false
small town,small town,2,junior,true,n,small_town%1:14:00::,false,9,evidence_ready_review,33.219,false
step forward,step forward,2,junior,true,v,step_forward%2:38:00::,false,4,evidence_ready_review,33.219,false
talk of,talk of,2,junior,true,v,talk_of%2:32:00::,false,4,evidence_ready_review,33.219,false
the true,the true,2,junior,true,n,the_true%1:26:00::,false,9,evidence_ready_review,33.219,false
way out,way out,2,junior,true,a|n,way-out%5:00:00:unconventional:01|way_out%1:06:00::,false,9,evidence_ready_review,33.219,false
by the way,by the way,3,junior,true,r,by_the_way%4:02:00::,false,6,evidence_ready_review,33.074,false
for short,for short,2,junior,true,r,for_short%4:02:00::,false,6,evidence_ready_review,33.074,false
for sure,for sure,2,junior,true,a|r,for_sure%4:02:00::|for_sure%5:00:00:unquestionable:00,false,6,evidence_ready_review,33.074,false
of all time,of all time,3,junior,true,r,of_all_time%4:02:00::,false,6,evidence_ready_review,33.074,false
on paper,on paper,2,junior,true,r,on_paper%4:02:01::|on_paper%4:02:02::,false,6,evidence_ready_review,33.074,false
all right,all right,2,junior,true,a|r,all_right%4:02:00::|all_right%4:02:01::|all_right%4:02:02::|all_right%5:00:00:satisfactory:00,true,4,evidence_ready_review,32.219,false
head on,head on,2,junior,true,a|r,head-on%4:02:00::|head-on%4:02:01::|head-on%5:00:00:front:00|head-on%5:00:00:hostile:01,true,4,evidence_ready_review,32.219,false
up and down,up and down,3,junior,true,r,up_and_down%4:02:01::|up_and_down%4:02:03::,true,4,evidence_ready_review,32.219,false
all out,all out,2,junior,true,a,all-out%5:00:00:complete:00,true,6,evidence_ready_review,32.074,false
blood test,blood test,2,junior,true,n,blood_test%1:09:00::,true,6,evidence_ready_review,32.074,false
central bank,central bank,2,junior,true,n,central_bank%1:14:00::,true,6,evidence_ready_review,32.074,false
cold war,cold war,2,junior,true,n,cold_war%1:26:00::,true,6,evidence_ready_review,32.074,false
daughter in law,daughter in law,3,junior,true,n,daughter-in-law%1:18:00::,true,6,evidence_ready_review,32.074,false
deep sea,deep sea,2,junior,true,a,deep-sea%5:00:00:marine:00,true,6,evidence_ready_review,32.074,false
do all,do all,2,junior,false,,,true,6,moby_corpus_review,32.074,false
fall to,fall to,2,junior,false,,,true,6,moby_corpus_review,32.074,false
high speed,high speed,2,junior,true,a,high-speed%5:00:01:fast:01,true,6,evidence_ready_review,32.074,false
human nature,human nature,2,junior,true,n,human_nature%1:07:00::,true,6,evidence_ready_review,32.074,false
international law,international law,2,junior,true,n,international_law%1:14:00::,true,6,evidence_ready_review,32.074,false
know nothing,know nothing,2,junior,true,n,know_nothing%1:18:00::,true,6,evidence_ready_review,32.074,false
police officer,police officer,2,junior,true,n,police_officer%1:18:00::,true,6,evidence_ready_review,32.074,false
potato chip,potato chip,2,junior,true,n,potato_chip%1:13:00::,true,6,evidence_ready_review,32.074,false
