record_id,phrase,normalized_phrase,introduced_level,included_in,phrase_type,minimum_lexical_level,level_decision_method,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed
PH-J-0001,out of,out of,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,out_of%4:02:00::,false,291,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0239,bring back,bring back,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,bring_back%2:29:00::|bring_back%2:38:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0240,center on,center on,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,center_on%2:42:00::|center_on%2:42:01::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0241,fall asleep,fall asleep,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,fall_asleep%2:29:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0242,fall into,fall into,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,fall_into%2:42:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0243,go far,go far,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,go_far%2:41:00::|go_far%2:42:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0244,go home,go home,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,go_home%2:38:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0245,go to bed,go to bed,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,go_to_bed%2:29:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0246,look out,look out,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,look_out%2:33:10::|look_out%2:39:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0247,look to,look to,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,look_to%2:31:01::|look_to%2:37:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0248,sleep in,sleep in,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,sleep_in%2:29:00::|sleep_in%2:34:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0249,watch over,watch over,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,watch_over%2:41:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0250,work out,work out,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,work_out%2:29:00::|work_out%2:29:01::|work_out%2:30:00::|work_out%2:30:01::|work_out%2:31:04::|work_out%2:31:06::|work_out%2:31:07::|work_out%2:42:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0001,used to,used to,senior_high,senior_high|cet4|cet6,adjective_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,a,used_to%3:00:03::|used_to%5:00:00:accustomed_to:00,true,210,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0002,sort of,sort of,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,sort_of%4:02:00::,false,40,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0003,figure out,figure out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,figure_out%2:31:00::,true,14,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0004,in addition,in addition,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,in_addition%4:02:01::,false,31,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0005,stand firm,stand firm,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,stand_firm%2:32:00::|stand_firm%2:33:00::,false,18,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0006,rely on,rely on,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,rely_on%2:42:00::|rely_on%2:42:02::,false,11,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0007,bounce back,bounce back,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,bounce_back%2:30:00::,true,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0008,seek out,seek out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,seek_out%2:35:00::,true,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0009,in particular,in particular,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,in_particular%4:02:00::,false,13,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0010,escape from,escape from,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,escape_from%2:38:00::,false,8,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0011,ward off,ward off,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,ward_off%2:33:00::|ward_off%2:41:00::,true,5,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0012,in advance,in advance,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,a|r,in_advance%4:02:00::|in_advance%5:00:00:front:00,false,8,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0013,solar system,solar system,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,solar_system%1:17:00::,true,36,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0014,for instance,for instance,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,for_instance%4:02:00::,false,11,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0015,set aside,set aside,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,a|v,set-aside%5:00:00:reserved:02|set_aside%2:30:00::|set_aside%2:31:00::|set_aside%2:41:00::,true,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0016,mental health,mental health,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,mental_health%1:26:00::,false,37,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0017,cave in,cave in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,n|v,cave_in%1:11:00::|cave_in%2:38:00::,true,3,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0018,plug in,plug in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,n|v,plug-in%1:06:00::|plug-in%1:10:00::|plug_in%2:35:00::,true,3,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0019,in reality,in reality,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,in_reality%4:02:00::,false,7,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0020,national park,national park,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,national_park%1:15:00::,true,23,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0021,get used to,get used to,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,get_used_to%2:30:00::,false,4,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0022,on the spot,on the spot,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,a|r,on-the-spot%5:00:00:on-site:00|on_the_spot%4:02:00::|on_the_spot%4:02:01::|on_the_spot%4:02:02::,false,4,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0023,out of sight,out of sight,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,a|r,out_of_sight%4:02:00::|out_of_sight%4:02:01::|out_of_sight%5:00:00:invisible:00,false,4,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0024,at one time,at one time,senior_high,senior_high|cet4|cet6,adverbial_or_connector,cet4,explicit_editorial_override,true,r,at_one_time%4:02:00::|at_one_time%4:02:01::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0025,in detail,in detail,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,in_detail%4:02:00::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0026,on the contrary,on the contrary,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,on_the_contrary%4:02:02::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0027,put aside,put aside,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,put_aside%2:32:00::|put_aside%2:35:00::,true,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0028,roll in,roll in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,roll_in%2:30:00::,true,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0029,shell out,shell out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,shell_out%2:40:00::,true,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0030,track down,track down,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,track_down%2:33:00::,true,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0031,space agency,space agency,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,space_agency%1:14:01::,false,25,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0032,carve out,carve out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,carve_out%2:30:00::|carve_out%2:36:00::,false,3,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0033,fall apart,fall apart,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,fall_apart%2:30:03::|fall_apart%2:30:04::|fall_apart%2:35:00::|fall_apart%2:37:00::,false,3,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0034,in the first place,in the first place,senior_high,senior_high|cet4|cet6,adverbial_or_connector,cet4,explicit_editorial_override,true,r,in_the_first_place%4:02:00::|in_the_first_place%4:02:01::,false,6,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0035,open source,open source,senior_high,senior_high|cet4|cet6,adjective_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,a,open-source%3:01:00::,false,10,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0036,at random,at random,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,at_random%4:02:00::,false,4,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0037,by no means,by no means,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,by_no_means%4:02:00::,false,4,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0038,natural history,natural history,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,natural_history%1:09:00::,true,14,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0039,equal to,equal to,senior_high,senior_high|cet4|cet6,adjective_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,a,equal_to%5:00:00:adequate:00,false,9,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0040,civil war,civil war,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,civil_war%1:04:00::,true,13,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0041,science fiction,science fiction,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,science_fiction%1:10:00::,true,13,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0042,be due,be due,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,be_due%2:42:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0043,break apart,break apart,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,break_apart%2:30:01::|break_apart%2:35:00::|break_apart%2:36:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0044,breathe in,breathe in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,breathe_in%2:29:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0045,cell phone,cell phone,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,cell_phone%2:32:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0046,factor in,factor in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,factor_in%2:31:00::|factor_in%2:31:01::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0047,have sex,have sex,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,have_sex%2:35:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0048,keep track,keep track,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,keep_track%2:31:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0049,link up,link up,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,link_up%2:31:00::|link_up%2:35:00::|link_up%2:42:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0050,log in,log in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,log-in%2:40:00::|log_in%2:40:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0051,log on,log on,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,log_on%2:40:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0052,pan out,pan out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,pan_out%2:35:00::|pan_out%2:41:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0053,think twice,think twice,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,think_twice%2:32:00::,false,2,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0054,credit card,credit card,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,credit_card%1:21:01::,true,12,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0055,cast down,cast down,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,cast_down%2:37:00::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0056,drag in,drag in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,drag_in%2:42:00::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0057,roll up,roll up,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,roll_up%2:30:00::|roll_up%2:30:01::|roll_up%2:30:02::|roll_up%2:35:00::|roll_up%2:35:01::|roll_up%2:38:03::|roll_up%2:40:03::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0058,sink in,sink in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,sink_in%2:31:00::|sink_in%2:35:00::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0059,split up,split up,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,n|v,split_up%1:04:00::|split_up%2:30:00::|split_up%2:41:00::|split_up%2:41:01::|split_up%2:41:02::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0060,switch off,switch off,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,switch_off%2:35:00::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0061,switch on,switch on,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,switch_on%2:35:00::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0062,tear down,tear down,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,tear_down%2:36:00::,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0063,in theory,in theory,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,in_theory%4:02:01::,false,3,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0064,point blank,point blank,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,a|r,point-blank%4:02:00::|point-blank%5:00:00:direct:00|point-blank%5:00:00:direct:02,true,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0065,thus far,thus far,senior_high,senior_high|cet4|cet6,adverbial_or_connector,senior_high,minimum_lexical_level_plus_editorial_screen,true,r,thus_far%4:02:00::,false,3,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0066,brand new,brand new,senior_high,senior_high|cet4|cet6,adjective_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,a,brand-new%5:00:00:new:00,true,5,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0067,large scale,large scale,senior_high,senior_high|cet4|cet6,adjective_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,a,large-scale%5:00:00:large:00|large-scale%5:00:02:large:00,true,4,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0068,well being,well being,senior_high,senior_high|cet4|cet6,lexical_collocation,senior_high,minimum_lexical_level_plus_editorial_screen,true,n,well-being%1:26:00::,true,9,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0069,on the one hand,on the one hand,senior_high,senior_high|cet4|cet6,adverbial_or_connector,cet4,explicit_editorial_override,true,r,on_the_one_hand%4:02:00::,false,3,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0070,burst out,burst out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,burst_out%2:30:00::|burst_out%2:32:00::|burst_out%2:39:01::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0071,cast aside,cast aside,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,cast_aside%2:40:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0072,cast on,cast on,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,cast_on%2:36:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0073,drag on,drag on,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,drag_on%2:30:00::|drag_on%2:42:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0074,extend to,extend to,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,extend_to%2:42:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0075,firm up,firm up,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,firm_up%2:32:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0076,frame in,frame in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,frame_in%2:35:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0077,gather in,gather in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,gather_in%2:35:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0078,gather up,gather up,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,gather_up%2:38:00::|gather_up%2:40:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0079,keep pace,keep pace,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,keep_pace%2:33:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0080,lean on,lean on,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,lean_on%2:35:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0081,log out,log out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,log_out%2:40:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0082,pan fry,pan fry,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,pan-fry%2:30:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0083,phase out,phase out,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,n|v,phase-out%1:04:00::|phase_out%2:36:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0084,pipe down,pipe down,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,pipe_down%2:39:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0085,raise the roof,raise the roof,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,raise_the_roof%2:37:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0086,range in,range in,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,range_in%2:33:12::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-H-0087,regard as,regard as,senior_high,senior_high|cet4|cet6,verb_expression,senior_high,minimum_lexical_level_plus_editorial_screen,true,v,regard_as%2:31:00::,false,1,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
